space, pressure
0.184473, 988832
0.184563, 988817
0.184653, 988802
0.184743, 988787
0.184833, 988772
0.184923, 988757
0.185014, 988742
0.185104, 988727
0.185194, 988712
0.185284, 988697
0.185374, 988682
0.185464, 988667
0.185554, 988652
0.185644, 988637
0.185734, 988622
0.185824, 988607
0.185914, 988592
0.186004, 988577
0.186094, 988562
0.186184, 988547
0.186274, 988531
0.186364, 988516
0.186454, 988501
0.186544, 988486
0.186634, 988471
0.186724, 988456
0.186814, 988440
0.186904, 988425
0.186994, 988410
0.187084, 988395
0.187174, 988379
0.187264, 988364
0.187354, 988349
0.187444, 988334
0.187534, 988318
0.187624, 988303
0.187714, 988288
0.187804, 988273
0.187894, 988257
0.187984, 988242
0.188074, 988227
0.188164, 988211
0.188254, 988196
0.188344, 988180
0.188434, 988165
0.188524, 988150
0.188614, 988134
0.188704, 988119
0.188794, 988103
0.188884, 988088
0.188974, 988073
0.189064, 988057
0.189154, 988042
0.189244, 988026
0.189334, 988011
0.189424, 987995
0.189514, 987980
0.189604, 987964
0.189694, 987949
0.189784, 987933
0.189874, 987918
0.189964, 987902
0.190054, 987887
0.190144, 987871
0.190234, 987855
0.190324, 987840
0.190414, 987824
0.190504, 987809
0.190594, 987793
0.190684, 987777
0.190774, 987762
0.190864, 987746
0.190954, 987730
0.191044, 987715
0.191134, 987699
0.191224, 987683
0.191314, 987668
0.191404, 987652
0.191494, 987636
0.191584, 987620
0.191674, 987605
0.191764, 987589
0.191854, 987573
0.191944, 987557
0.192034, 987542
0.192124, 987526
0.192214, 987510
0.192304, 987494
0.192394, 987478
0.192484, 987463
0.192574, 987447
0.192664, 987431
0.192754, 987415
0.192844, 987399
0.192934, 987383
0.193024, 987367
0.193114, 987352
0.193204, 987336
0.193294, 987320
0.193384, 987304
0.193474, 987288
0.193564, 987272
0.193654, 987256
0.193744, 987240
0.193834, 987224
0.193924, 987208
0.194014, 987192
0.194104, 987176
0.194194, 987160
0.194284, 987144
0.194374, 987128
0.194464, 987112
0.194554, 987096
0.194644, 987080
0.194734, 987064
0.194824, 987048
0.194914, 987031
0.195005, 987015
0.195095, 986999
0.195185, 986983
0.195275, 986967
0.195365, 986951
0.195455, 986935
0.195545, 986918
0.195635, 986902
0.195725, 986886
0.195815, 986870
0.195905, 986854
0.195995, 986837
0.196085, 986821
0.196175, 986805
0.196265, 986789
0.196355, 986772
0.196445, 986756
0.196535, 986740
0.196625, 986724
0.196715, 986707
0.196805, 986691
0.196895, 986675
0.196985, 986658
0.197075, 986642
0.197165, 986626
0.197255, 986609
0.197345, 986593
0.197435, 986577
0.197525, 986560
0.197615, 986544
0.197705, 986527
0.197795, 986511
0.197885, 986495
0.197975, 986478
0.198065, 986462
0.198155, 986445
0.198245, 986429
0.198335, 986412
0.198425, 986396
0.198515, 986379
0.198605, 986363
0.198695, 986346
0.198785, 986330
0.198875, 986313
0.198965, 986297
0.199055, 986280
0.199145, 986263
0.199235, 986247
0.199325, 986230
0.199415, 986214
0.199505, 986197
0.199595, 986180
0.199685, 986164
0.199775, 986147
0.199865, 986131
0.199955, 986114
0.200045, 986097
0.200135, 986081
0.200225, 986064
0.200315, 986047
0.200405, 986030
0.200495, 986014
0.200585, 985997
0.200675, 985980
0.200765, 985963
0.200855, 985947
0.200945, 985930
0.201035, 985913
0.201125, 985896
0.201215, 985880
0.201305, 985863
0.201395, 985846
0.201485, 985829
0.201575, 985812
0.201665, 985795
0.201755, 985779
0.201845, 985762
0.201935, 985745
0.202025, 985728
0.202115, 985711
0.202205, 985694
0.202295, 985677
0.202385, 985660
0.202475, 985643
0.202565, 985626
0.202655, 985609
0.202745, 985592
0.202835, 985575
0.202925, 985558
0.203015, 985541
0.203105, 985524
0.203195, 985507
0.203285, 985490
0.203375, 985473
0.203465, 985456
0.203555, 985439
0.203645, 985422
0.203735, 985405
0.203825, 985388
0.203915, 985371
0.204005, 985354
0.204095, 985337
0.204185, 985320
0.204275, 985302
0.204365, 985285
0.204455, 985268
0.204545, 985251
0.204635, 985234
0.204725, 985217
0.204815, 985199
0.204905, 985182
0.204995, 985165
0.205086, 985148
0.205176, 985130
0.205266, 985113
0.205356, 985096
0.205446, 985079
0.205536, 985061
0.205626, 985044
0.205716, 985027
0.205806, 985010
0.205896, 984992
0.205986, 984975
0.206076, 984958
0.206166, 984940
0.206256, 984923
0.206346, 984905
0.206436, 984888
0.206526, 984871
0.206616, 984853
0.206706, 984836
0.206796, 984818
0.206886, 984801
0.206976, 984784
0.207066, 984766
0.207156, 984749
0.207246, 984731
0.207336, 984714
0.207426, 984696
0.207516, 984679
0.207606, 984661
0.207696, 984644
0.207786, 984626
0.207876, 984609
0.207966, 984591
0.208056, 984574
0.208146, 984556
0.208236, 984538
0.208326, 984521
0.208416, 984503
0.208506, 984486
0.208596, 984468
0.208686, 984450
0.208776, 984433
0.208866, 984415
0.208956, 984397
0.209046, 984380
0.209136, 984362
0.209226, 984344
0.209316, 984327
0.209406, 984309
0.209496, 984291
0.209586, 984273
0.209676, 984256
0.209766, 984238
0.209856, 984220
0.209946, 984202
0.210036, 984185
0.210126, 984167
0.210216, 984149
0.210306, 984131
0.210396, 984113
0.210486, 984096
0.210576, 984078
0.210666, 984060
0.210756, 984042
0.210846, 984024
0.210936, 984006
0.211026, 983988
0.211116, 983971
0.211206, 983953
0.211296, 983935
0.211386, 983917
0.211476, 983899
0.211566, 983881
0.211656, 983863
0.211746, 983845
0.211836, 983827
0.211926, 983809
0.212016, 983791
0.212106, 983773
0.212196, 983755
0.212286, 983737
0.212376, 983719
0.212466, 983701
0.212556, 983683
0.212646, 983665
0.212736, 983647
0.212826, 983629
0.212916, 983610
0.213006, 983592
0.213096, 983574
0.213186, 983556
0.213276, 983538
0.213366, 983520
0.213456, 983502
0.213546, 983483
0.213636, 983465
0.213726, 983447
0.213816, 983429
0.213906, 983411
0.213996, 983392
0.214086, 983374
0.214176, 983356
0.214266, 983338
0.214356, 983319
0.214446, 983301
0.214536, 983283
0.214626, 983265
0.214716, 983246
0.214806, 983228
0.214896, 983210
0.214986, 983191
0.215077, 983173
0.215167, 983155
0.215257, 983136
0.215347, 983118
0.215437, 983100
0.215527, 983081
0.215617, 983063
0.215707, 983044
0.215797, 983026
0.215887, 983008
0.215977, 982989
0.216067, 982971
0.216157, 982952
0.216247, 982934
0.216337, 982915
0.216427, 982897
0.216517, 982878
0.216607, 982860
0.216697, 982841
0.216787, 982823
0.216877, 982804
0.216967, 982786
0.217057, 982767
0.217147, 982748
0.217237, 982730
0.217327, 982711
0.217417, 982693
0.217507, 982674
0.217597, 982655
0.217687, 982637
0.217777, 982618
0.217867, 982600
0.217957, 982581
0.218047, 982562
0.218137, 982544
0.218227, 982525
0.218317, 982506
0.218407, 982487
0.218497, 982469
0.218587, 982450
0.218677, 982431
0.218767, 982412
0.218857, 982394
0.218947, 982375
0.219037, 982356
0.219127, 982337
0.219217, 982319
0.219307, 982300
0.219397, 982281
0.219487, 982262
0.219577, 982243
0.219667, 982224
0.219757, 982206
0.219847, 982187
0.219937, 982168
0.220027, 982149
0.220117, 982130
0.220207, 982111
0.220297, 982092
0.220387, 982073
0.220477, 982054
0.220567, 982035
0.220657, 982016
0.220747, 981997
0.220837, 981978
0.220927, 981959
0.221017, 981940
0.221107, 981921
0.221197, 981902
0.221287, 981883
0.221377, 981864
0.221467, 981845
0.221557, 981826
0.221647, 981807
0.221737, 981788
0.221827, 981769
0.221917, 981750
0.222007, 981731
0.222097, 981712
0.222187, 981693
0.222277, 981673
0.222367, 981654
0.222457, 981635
0.222547, 981616
0.222637, 981597
0.222727, 981578
0.222817, 981558
0.222907, 981539
0.222997, 981520
0.223087, 981501
0.223177, 981481
0.223267, 981462
0.223357, 981443
0.223447, 981424
0.223537, 981404
0.223627, 981385
0.223717, 981366
0.223807, 981347
0.223897, 981327
0.223987, 981308
0.224077, 981289
0.224167, 981269
0.224257, 981250
0.224347, 981230
0.224437, 981211
0.224527, 981192
0.224617, 981172
0.224707, 981153
0.224797, 981133
0.224887, 981114
0.224977, 981095
0.225068, 981075
0.225158, 981056
0.225248, 981036
0.225338, 981017
0.225428, 980997
0.225518, 980978
0.225608, 980958
0.225698, 980939
0.225788, 980919
0.225878, 980900
0.225968, 980880
0.226058, 980861
0.226148, 980841
0.226238, 980821
0.226328, 980802
0.226418, 980782
0.226508, 980763
0.226598, 980743
0.226688, 980723
0.226778, 980704
0.226868, 980684
0.226958, 980664
0.227048, 980645
0.227138, 980625
0.227228, 980605
0.227318, 980586
0.227408, 980566
0.227498, 980546
0.227588, 980526
0.227678, 980507
0.227768, 980487
0.227858, 980467
0.227948, 980447
0.228038, 980428
0.228128, 980408
0.228218, 980388
0.228308, 980368
0.228398, 980348
0.228488, 980329
0.228578, 980309
0.228668, 980289
0.228758, 980269
0.228848, 980249
0.228938, 980229
0.229028, 980209
0.229118, 980190
0.229208, 980170
0.229298, 980150
0.229388, 980130
0.229478, 980110
0.229568, 980090
0.229658, 980070
0.229748, 980050
0.229838, 980030
0.229928, 980010
0.230018, 979990
0.230108, 979970
0.230198, 979950
0.230288, 979930
0.230378, 979910
0.230468, 979890
0.230558, 979870
0.230648, 979850
0.230738, 979830
0.230828, 979810
0.230918, 979789
0.231008, 979769
0.231098, 979749
0.231188, 979729
0.231278, 979709
0.231368, 979689
0.231458, 979669
0.231548, 979648
0.231638, 979628
0.231728, 979608
0.231818, 979588
0.231908, 979568
0.231998, 979547
0.232088, 979527
0.232178, 979507
0.232268, 979487
0.232358, 979466
0.232448, 979446
0.232538, 979426
0.232628, 979406
0.232718, 979385
0.232808, 979365
0.232898, 979345
0.232988, 979324
0.233078, 979304
0.233168, 979284
0.233258, 979263
0.233348, 979243
0.233438, 979223
0.233528, 979202
0.233618, 979182
0.233708, 979161
0.233798, 979141
0.233888, 979121
0.233978, 979100
0.234068, 979080
0.234158, 979059
0.234248, 979039
0.234338, 979018
0.234428, 978998
0.234518, 978977
0.234608, 978957
0.234698, 978936
0.234788, 978916
0.234878, 978895
0.234968, 978875
0.235059, 978854
0.235149, 978833
0.235239, 978813
0.235329, 978792
0.235419, 978772
0.235509, 978751
0.235599, 978730
0.235689, 978710
0.235779, 978689
0.235869, 978669
0.235959, 978648
0.236049, 978627
0.236139, 978607
0.236229, 978586
0.236319, 978565
0.236409, 978544
0.236499, 978524
0.236589, 978503
0.236679, 978482
0.236769, 978461
0.236859, 978441
0.236949, 978420
0.237039, 978399
0.237129, 978378
0.237219, 978358
0.237309, 978337
0.237399, 978316
0.237489, 978295
0.237579, 978274
0.237669, 978253
0.237759, 978233
0.237849, 978212
0.237939, 978191
0.238029, 978170
0.238119, 978149
0.238209, 978128
0.238299, 978107
0.238389, 978086
0.238479, 978065
0.238569, 978044
0.238659, 978023
0.238749, 978002
0.238839, 977981
0.238929, 977960
0.239019, 977939
0.239109, 977918
0.239199, 977897
0.239289, 977876
0.239379, 977855
0.239469, 977834
0.239559, 977813
0.239649, 977792
0.239739, 977771
0.239829, 977750
0.239919, 977729
0.240009, 977708
0.240099, 977687
0.240189, 977666
0.240279, 977644
0.240369, 977623
0.240459, 977602
0.240549, 977581
0.240639, 977560
0.240729, 977539
0.240819, 977517
0.240909, 977496
0.240999, 977475
0.241089, 977454
0.241179, 977432
0.241269, 977411
0.241359, 977390
0.241449, 977369
0.241539, 977347
0.241629, 977326
0.241719, 977305
0.241809, 977284
0.241899, 977262
0.241989, 977241
0.242079, 977220
0.242169, 977198
0.242259, 977177
0.242349, 977155
0.242439, 977134
0.242529, 977113
0.242619, 977091
0.242709, 977070
0.242799, 977048
0.242889, 977027
0.242979, 977006
0.243069, 976984
0.243159, 976963
0.243249, 976941
0.243339, 976920
0.243429, 976898
0.243519, 976877
0.243609, 976855
0.243699, 976834
0.243789, 976812
0.243879, 976791
0.243969, 976769
0.244059, 976748
0.244149, 976726
0.244239, 976704
0.244329, 976683
0.244419, 976661
0.244509, 976640
0.244599, 976618
0.244689, 976596
0.244779, 976575
0.244869, 976553
0.244959, 976531
0.24505, 976510
0.24514, 976488
0.24523, 976466
0.24532, 976445
0.24541, 976423
0.2455, 976401
0.24559, 976379
0.24568, 976358
0.24577, 976336
0.24586, 976314
0.24595, 976292
0.24604, 976271
0.24613, 976249
0.24622, 976227
0.24631, 976205
0.2464, 976183
0.24649, 976162
0.24658, 976140
0.24667, 976118
0.24676, 976096
0.24685, 976074
0.24694, 976052
0.24703, 976030
0.24712, 976009
0.24721, 975987
0.2473, 975965
0.24739, 975943
0.24748, 975921
0.24757, 975899
0.24766, 975877
0.24775, 975855
0.24784, 975833
0.24793, 975811
0.24802, 975789
0.24811, 975767
0.2482, 975745
0.24829, 975723
0.24838, 975701
0.24847, 975679
0.24856, 975657
0.24865, 975635
0.24874, 975613
0.24883, 975591
0.24892, 975568
0.24901, 975546
0.2491, 975524
0.24919, 975502
0.24928, 975480
0.24937, 975458
0.24946, 975436
0.24955, 975413
0.24964, 975391
0.24973, 975369
0.24982, 975347
0.24991, 975325
0.25, 975302
0.25009, 975280
0.25018, 975258
0.25027, 975236
0.25036, 975213
0.25045, 975191
0.25054, 975169
0.25063, 975147
0.25072, 975124
0.25081, 975102
0.2509, 975080
0.25099, 975057
0.25108, 975035
0.25117, 975013
0.25126, 974990
0.25135, 974968
0.25144, 974946
0.25153, 974923
0.25162, 974901
0.25171, 974878
0.2518, 974856
0.25189, 974834
0.25198, 974811
0.25207, 974789
0.25216, 974766
0.25225, 974744
0.25234, 974721
0.25243, 974699
0.25252, 974676
0.25261, 974654
0.2527, 974631
0.25279, 974609
0.25288, 974586
0.25297, 974564
0.25306, 974541
0.25315, 974518
0.25324, 974496
0.25333, 974473
0.25342, 974451
0.25351, 974428
0.2536, 974405
0.25369, 974383
0.25378, 974360
0.25387, 974338
0.25396, 974315
0.25405, 974292
0.25414, 974270
0.25423, 974247
0.25432, 974224
0.25441, 974201
0.2545, 974179
0.25459, 974156
0.25468, 974133
0.25477, 974110
0.25486, 974088
0.25495, 974065
0.255041, 974042
0.255131, 974019
0.255221, 973997
0.255311, 973974
0.255401, 973951
0.255491, 973928
0.255581, 973905
0.255671, 973882
0.255761, 973860
0.255851, 973837
0.255941, 973814
0.256031, 973791
0.256121, 973768
0.256211, 973745
0.256301, 973722
0.256391, 973699
0.256481, 973676
0.256571, 973653
0.256661, 973630
0.256751, 973607
0.256841, 973584
0.256931, 973561
0.257021, 973538
0.257111, 973515
0.257201, 973492
0.257291, 973469
0.257381, 973446
0.257471, 973423
0.257561, 973400
0.257651, 973377
0.257741, 973354
0.257831, 973331
0.257921, 973308
0.258011, 973285
0.258101, 973262
0.258191, 973239
0.258281, 973215
0.258371, 973192
0.258461, 973169
0.258551, 973146
0.258641, 973123
0.258731, 973100
0.258821, 973076
0.258911, 973053
0.259001, 973030
0.259091, 973007
0.259181, 972983
0.259271, 972960
0.259361, 972937
0.259451, 972914
0.259541, 972890
0.259631, 972867
0.259721, 972844
0.259811, 972821
0.259901, 972797
0.259991, 972774
0.260081, 972751
0.260171, 972727
0.260261, 972704
0.260351, 972680
0.260441, 972657
0.260531, 972634
0.260621, 972610
0.260711, 972587
0.260801, 972563
0.260891, 972540
0.260981, 972517
0.261071, 972493
0.261161, 972470
0.261251, 972446
0.261341, 972423
0.261431, 972399
0.261521, 972376
0.261611, 972352
0.261701, 972329
0.261791, 972305
0.261881, 972282
0.261971, 972258
0.262061, 972235
0.262151, 972211
0.262241, 972187
0.262331, 972164
0.262421, 972140
0.262511, 972117
0.262601, 972093
0.262691, 972069
0.262781, 972046
0.262871, 972022
0.262961, 971998
0.263051, 971975
0.263141, 971951
0.263231, 971927
0.263321, 971904
0.263411, 971880
0.263501, 971856
0.263591, 971832
0.263681, 971809
0.263771, 971785
0.263861, 971761
0.263951, 971737
0.264041, 971714
0.264131, 971690
0.264221, 971666
0.264311, 971642
0.264401, 971618
0.264491, 971595
0.264581, 971571
0.264671, 971547
0.264761, 971523
0.264851, 971499
0.264941, 971475
0.265032, 971451
0.265122, 971428
0.265212, 971404
0.265302, 971380
0.265392, 971356
0.265482, 971332
0.265572, 971308
0.265662, 971284
0.265752, 971260
0.265842, 971236
0.265932, 971212
0.266022, 971188
0.266112, 971164
0.266202, 971140
0.266292, 971116
0.266382, 971092
0.266472, 971068
0.266562, 971044
0.266652, 971020
0.266742, 970996
0.266832, 970972
0.266922, 970947
0.267012, 970923
0.267102, 970899
0.267192, 970875
0.267282, 970851
0.267372, 970827
0.267462, 970803
0.267552, 970778
0.267642, 970754
0.267732, 970730
0.267822, 970706
0.267912, 970682
0.268002, 970657
0.268092, 970633
0.268182, 970609
0.268272, 970585
0.268362, 970560
0.268452, 970536
0.268542, 970512
0.268632, 970488
0.268722, 970463
0.268812, 970439
0.268902, 970415
0.268992, 970390
0.269082, 970366
0.269172, 970342
0.269262, 970317
0.269352, 970293
0.269442, 970269
0.269532, 970244
0.269622, 970220
0.269712, 970195
0.269802, 970171
0.269892, 970147
0.269982, 970122
0.270072, 970098
0.270162, 970073
0.270252, 970049
0.270342, 970024
0.270432, 970000
0.270522, 969975
0.270612, 969951
0.270702, 969926
0.270792, 969902
0.270882, 969877
0.270972, 969853
0.271062, 969828
0.271152, 969803
0.271242, 969779
0.271332, 969754
0.271422, 969730
0.271512, 969705
0.271602, 969680
0.271692, 969656
0.271782, 969631
0.271872, 969607
0.271962, 969582
0.272052, 969557
0.272142, 969533
0.272232, 969508
0.272322, 969483
0.272412, 969458
0.272502, 969434
0.272592, 969409
0.272682, 969384
0.272772, 969359
0.272862, 969335
0.272952, 969310
0.273042, 969285
0.273132, 969260
0.273222, 969236
0.273312, 969211
0.273402, 969186
0.273492, 969161
0.273582, 969136
0.273672, 969111
0.273762, 969087
0.273852, 969062
0.273942, 969037
0.274032, 969012
0.274122, 968987
0.274212, 968962
0.274302, 968937
0.274392, 968912
0.274482, 968887
0.274572, 968862
0.274662, 968837
0.274752, 968812
0.274842, 968787
0.274932, 968762
0.275023, 968737
0.275113, 968712
0.275203, 968687
0.275293, 968662
0.275383, 968637
0.275473, 968612
0.275563, 968587
0.275653, 968562
0.275743, 968537
0.275833, 968512
0.275923, 968487
0.276013, 968462
0.276103, 968437
0.276193, 968412
0.276283, 968386
0.276373, 968361
0.276463, 968336
0.276553, 968311
0.276643, 968286
0.276733, 968261
0.276823, 968235
0.276913, 968210
0.277003, 968185
0.277093, 968160
0.277183, 968134
0.277273, 968109
0.277363, 968084
0.277453, 968059
0.277543, 968033
0.277633, 968008
0.277723, 967983
0.277813, 967958
0.277903, 967932
0.277993, 967907
0.278083, 967882
0.278173, 967856
0.278263, 967831
0.278353, 967805
0.278443, 967780
0.278533, 967755
0.278623, 967729
0.278713, 967704
0.278803, 967678
0.278893, 967653
0.278983, 967628
0.279073, 967602
0.279163, 967577
0.279253, 967551
0.279343, 967526
0.279433, 967500
0.279523, 967475
0.279613, 967449
0.279703, 967424
0.279793, 967398
0.279883, 967373
0.279973, 967347
0.280063, 967322
0.280153, 967296
0.280243, 967270
0.280333, 967245
0.280423, 967219
0.280513, 967194
0.280603, 967168
0.280693, 967142
0.280783, 967117
0.280873, 967091
0.280963, 967065
0.281053, 967040
0.281143, 967014
0.281233, 966988
0.281323, 966963
0.281413, 966937
0.281503, 966911
0.281593, 966885
0.281683, 966860
0.281773, 966834
0.281863, 966808
0.281953, 966782
0.282043, 966757
0.282133, 966731
0.282223, 966705
0.282313, 966679
0.282403, 966653
0.282493, 966628
0.282583, 966602
0.282673, 966576
0.282763, 966550
0.282853, 966524
0.282943, 966498
0.283033, 966472
0.283123, 966447
0.283213, 966421
0.283303, 966395
0.283393, 966369
0.283483, 966343
0.283573, 966317
0.283663, 966291
0.283753, 966265
0.283843, 966239
0.283933, 966213
0.284023, 966187
0.284113, 966161
0.284203, 966135
0.284293, 966109
0.284383, 966083
0.284473, 966057
0.284563, 966031
0.284653, 966005
0.284743, 965979
0.284833, 965953
0.284923, 965926
0.285014, 965900
0.285104, 965874
0.285194, 965848
0.285284, 965822
0.285374, 965796
0.285464, 965770
0.285554, 965743
0.285644, 965717
0.285734, 965691
0.285824, 965665
0.285914, 965639
0.286004, 965612
0.286094, 965586
0.286184, 965560
0.286274, 965534
0.286364, 965507
0.286454, 965481
0.286544, 965455
0.286634, 965429
0.286724, 965402
0.286814, 965376
0.286904, 965350
0.286994, 965323
0.287084, 965297
0.287174, 965271
0.287264, 965244
0.287354, 965218
0.287444, 965192
0.287534, 965165
0.287624, 965139
0.287714, 965112
0.287804, 965086
0.287894, 965060
0.287984, 965033
0.288074, 965007
0.288164, 964980
0.288254, 964954
0.288344, 964927
0.288434, 964901
0.288524, 964874
0.288614, 964848
0.288704, 964821
0.288794, 964795
0.288884, 964768
0.288974, 964742
0.289064, 964715
0.289154, 964688
0.289244, 964662
0.289334, 964635
0.289424, 964609
0.289514, 964582
0.289604, 964555
0.289694, 964529
0.289784, 964502
0.289874, 964476
0.289964, 964449
0.290054, 964422
0.290144, 964396
0.290234, 964369
0.290324, 964342
0.290414, 964315
0.290504, 964289
0.290594, 964262
0.290684, 964235
0.290774, 964208
0.290864, 964182
0.290954, 964155
0.291044, 964128
0.291134, 964101
0.291224, 964075
0.291314, 964048
0.291404, 964021
0.291494, 963994
0.291584, 963967
0.291674, 963940
0.291764, 963914
0.291854, 963887
0.291944, 963860
0.292034, 963833
0.292124, 963806
0.292214, 963779
0.292304, 963752
0.292394, 963725
0.292484, 963698
0.292574, 963671
0.292664, 963644
0.292754, 963617
0.292844, 963590
0.292934, 963563
0.293024, 963536
0.293114, 963509
0.293204, 963482
0.293294, 963455
0.293384, 963428
0.293474, 963401
0.293564, 963374
0.293654, 963347
0.293744, 963320
0.293834, 963293
0.293924, 963266
0.294014, 963239
0.294104, 963212
0.294194, 963185
0.294284, 963157
0.294374, 963130
0.294464, 963103
0.294554, 963076
0.294644, 963049
0.294734, 963022
0.294824, 962994
0.294914, 962967
0.295005, 962940
0.295095, 962913
0.295185, 962885
0.295275, 962858
0.295365, 962831
0.295455, 962804
0.295545, 962776
0.295635, 962749
0.295725, 962722
0.295815, 962695
0.295905, 962667
0.295995, 962640
0.296085, 962613
0.296175, 962585
0.296265, 962558
0.296355, 962530
0.296445, 962503
0.296535, 962476
0.296625, 962448
0.296715, 962421
0.296805, 962393
0.296895, 962366
0.296985, 962339
0.297075, 962311
0.297165, 962284
0.297255, 962256
0.297345, 962229
0.297435, 962201
0.297525, 962174
0.297615, 962146
0.297705, 962119
0.297795, 962091
0.297885, 962064
0.297975, 962036
0.298065, 962009
0.298155, 961981
0.298245, 961953
0.298335, 961926
0.298425, 961898
0.298515, 961871
0.298605, 961843
0.298695, 961815
0.298785, 961788
0.298875, 961760
0.298965, 961732
0.299055, 961705
0.299145, 961677
0.299235, 961649
0.299325, 961622
0.299415, 961594
0.299505, 961566
0.299595, 961538
0.299685, 961511
0.299775, 961483
0.299865, 961455
0.299955, 961427
0.300045, 961400
0.300135, 961372
0.300225, 961344
0.300315, 961316
0.300405, 961288
0.300495, 961261
0.300585, 961233
0.300675, 961205
0.300765, 961177
0.300855, 961149
0.300945, 961121
0.301035, 961093
0.301125, 961066
0.301215, 961038
0.301305, 961010
0.301395, 960982
0.301485, 960954
0.301575, 960926
0.301665, 960898
0.301755, 960870
0.301845, 960842
0.301935, 960814
0.302025, 960786
0.302115, 960758
0.302205, 960730
0.302295, 960702
0.302385, 960674
0.302475, 960646
0.302565, 960618
0.302655, 960590
0.302745, 960562
0.302835, 960534
0.302925, 960505
0.303015, 960477
0.303105, 960449
0.303195, 960421
0.303285, 960393
0.303375, 960365
0.303465, 960337
0.303555, 960308
0.303645, 960280
0.303735, 960252
0.303825, 960224
0.303915, 960196
0.304005, 960167
0.304095, 960139
0.304185, 960111
0.304275, 960083
0.304365, 960054
0.304455, 960026
0.304545, 959998
0.304635, 959970
0.304725, 959941
0.304815, 959913
0.304905, 959885
0.304995, 959856
0.305086, 959828
0.305176, 959800
0.305266, 959771
0.305356, 959743
0.305446, 959715
0.305536, 959686
0.305626, 959658
0.305716, 959629
0.305806, 959601
0.305896, 959573
0.305986, 959544
0.306076, 959516
0.306166, 959487
0.306256, 959459
0.306346, 959430
0.306436, 959402
0.306526, 959373
0.306616, 959345
0.306706, 959316
0.306796, 959288
0.306886, 959259
0.306976, 959231
0.307066, 959202
0.307156, 959173
0.307246, 959145
0.307336, 959116
0.307426, 959088
0.307516, 959059
0.307606, 959030
0.307696, 959002
0.307786, 958973
0.307876, 958945
0.307966, 958916
0.308056, 958887
0.308146, 958859
0.308236, 958830
0.308326, 958801
0.308416, 958772
0.308506, 958744
0.308596, 958715
0.308686, 958686
0.308776, 958657
0.308866, 958629
0.308956, 958600
0.309046, 958571
0.309136, 958542
0.309226, 958514
0.309316, 958485
0.309406, 958456
0.309496, 958427
0.309586, 958398
0.309676, 958369
0.309766, 958341
0.309856, 958312
0.309946, 958283
0.310036, 958254
0.310126, 958225
0.310216, 958196
0.310306, 958167
0.310396, 958138
0.310486, 958109
0.310576, 958080
0.310666, 958051
0.310756, 958022
0.310846, 957993
0.310936, 957964
0.311026, 957935
0.311116, 957906
0.311206, 957877
0.311296, 957848
0.311386, 957819
0.311476, 957790
0.311566, 957761
0.311656, 957732
0.311746, 957703
0.311836, 957674
0.311926, 957645
0.312016, 957616
0.312106, 957587
0.312196, 957558
0.312286, 957528
0.312376, 957499
0.312466, 957470
0.312556, 957441
0.312646, 957412
0.312736, 957383
0.312826, 957353
0.312916, 957324
0.313006, 957295
0.313096, 957266
0.313186, 957236
0.313276, 957207
0.313366, 957178
0.313456, 957149
0.313546, 957119
0.313636, 957090
0.313726, 957061
0.313816, 957032
0.313906, 957002
0.313996, 956973
0.314086, 956944
0.314176, 956914
0.314266, 956885
0.314356, 956855
0.314446, 956826
0.314536, 956797
0.314626, 956767
0.314716, 956738
0.314806, 956708
0.314896, 956679
0.314986, 956650
0.315077, 956620
0.315167, 956591
0.315257, 956561
0.315347, 956532
0.315437, 956502
0.315527, 956473
0.315617, 956443
0.315707, 956414
0.315797, 956384
0.315887, 956355
0.315977, 956325
0.316067, 956296
0.316157, 956266
0.316247, 956236
0.316337, 956207
0.316427, 956177
0.316517, 956148
0.316607, 956118
0.316697, 956088
0.316787, 956059
0.316877, 956029
0.316967, 955999
0.317057, 955970
0.317147, 955940
0.317237, 955910
0.317327, 955881
0.317417, 955851
0.317507, 955821
0.317597, 955791
0.317687, 955762
0.317777, 955732
0.317867, 955702
0.317957, 955672
0.318047, 955643
0.318137, 955613
0.318227, 955583
0.318317, 955553
0.318407, 955523
0.318497, 955494
0.318587, 955464
0.318677, 955434
0.318767, 955404
0.318857, 955374
0.318947, 955344
0.319037, 955314
0.319127, 955285
0.319217, 955255
0.319307, 955225
0.319397, 955195
0.319487, 955165
0.319577, 955135
0.319667, 955105
0.319757, 955075
0.319847, 955045
0.319937, 955015
0.320027, 954985
0.320117, 954955
0.320207, 954925
0.320297, 954895
0.320387, 954865
0.320477, 954835
0.320567, 954805
0.320657, 954775
0.320747, 954745
0.320837, 954715
0.320927, 954684
0.321017, 954654
0.321107, 954624
0.321197, 954594
0.321287, 954564
0.321377, 954534
0.321467, 954504
0.321557, 954473
0.321647, 954443
0.321737, 954413
0.321827, 954383
0.321917, 954353
0.322007, 954322
0.322097, 954292
0.322187, 954262
0.322277, 954232
0.322367, 954201
0.322457, 954171
0.322547, 954141
0.322637, 954111
0.322727, 954080
0.322817, 954050
0.322907, 954020
0.322997, 953989
0.323087, 953959
0.323177, 953929
0.323267, 953898
0.323357, 953868
0.323447, 953838
0.323537, 953807
0.323627, 953777
0.323717, 953746
0.323807, 953716
0.323897, 953686
0.323987, 953655
0.324077, 953625
0.324167, 953594
0.324257, 953564
0.324347, 953533
