time, Ca, H_piu, HCO3_meno, CO2, CaSiO3, SiO2
0, 0, 1e-07, 1, 0.0001, 1, 0.000445, 
10, 1.81049e-07, 1e-07, 1, 0.0001, 1, 0.000445, 
20, 3.62098e-07, 1e-07, 1, 0.0001, 1, 0.000445, 
30, 5.43148e-07, 1e-07, 0.999999, 0.0001, 1, 0.000445, 
40, 7.24197e-07, 1e-07, 0.999999, 0.0001, 1, 0.000445, 
50, 9.05246e-07, 1e-07, 0.999999, 0.0001, 1, 0.000445, 
60, 1.0863e-06, 1e-07, 0.999999, 0.0001, 1, 0.000445, 
70, 1.26734e-06, 1e-07, 0.999999, 0.0001, 1, 0.000445, 
80, 1.44839e-06, 1e-07, 0.999999, 0.0001, 1, 0.000445, 
90, 1.62944e-06, 1e-07, 0.999998, 0.0001, 1, 0.000445, 
100, 1.81049e-06, 1e-07, 0.999998, 0.0001, 1, 0.000445, 
110, 1.99154e-06, 1e-07, 0.999998, 0.0001, 1, 0.000445, 
120, 2.17259e-06, 1e-07, 0.999998, 0.0001, 1, 0.000445, 
130, 2.35364e-06, 1e-07, 0.999998, 0.0001, 1, 0.000445, 
140, 2.53469e-06, 1e-07, 0.999997, 0.0001, 1, 0.000445, 
150, 2.71574e-06, 1e-07, 0.999997, 0.0001, 1, 0.000445, 
160, 2.89679e-06, 1e-07, 0.999997, 0.0001, 1, 0.000445, 
170, 3.07784e-06, 1e-07, 0.999997, 0.0001, 1, 0.000445, 
180, 3.25889e-06, 1e-07, 0.999997, 0.0001, 1, 0.000445, 
190, 3.43994e-06, 1e-07, 0.999997, 0.0001, 1, 0.000445, 
200, 3.62098e-06, 1e-07, 0.999996, 0.0001, 1, 0.000445, 
210, 3.80203e-06, 1e-07, 0.999996, 0.0001, 1, 0.000445, 
220, 3.98308e-06, 1e-07, 0.999996, 0.0001, 1, 0.000445, 
230, 4.16413e-06, 1e-07, 0.999996, 0.0001, 1, 0.000445, 
240, 4.34518e-06, 1e-07, 0.999996, 0.0001, 1, 0.000445, 
250, 4.52623e-06, 1e-07, 0.999995, 0.0001, 1, 0.000445, 
260, 4.70728e-06, 1e-07, 0.999995, 0.0001, 1, 0.000445, 
270, 4.88833e-06, 1e-07, 0.999995, 0.0001, 1, 0.000445, 
280, 5.06938e-06, 1e-07, 0.999995, 0.0001, 1.00001, 0.000445, 
290, 5.25043e-06, 1e-07, 0.999995, 0.0001, 1.00001, 0.000445, 
300, 5.43148e-06, 1e-07, 0.999995, 0.0001, 1.00001, 0.000445, 
310, 5.61253e-06, 1e-07, 0.999994, 0.0001, 1.00001, 0.000445, 
320, 5.79357e-06, 1e-07, 0.999994, 0.0001, 1.00001, 0.000445, 
330, 5.97462e-06, 1e-07, 0.999994, 0.0001, 1.00001, 0.000445, 
340, 6.15567e-06, 1e-07, 0.999994, 0.0001, 1.00001, 0.000445, 
350, 6.33672e-06, 1e-07, 0.999994, 0.0001, 1.00001, 0.000445, 
360, 6.51777e-06, 1e-07, 0.999993, 0.0001, 1.00001, 0.000445, 
370, 6.69882e-06, 1e-07, 0.999993, 0.0001, 1.00001, 0.000445, 
380, 6.87987e-06, 1e-07, 0.999993, 0.0001, 1.00001, 0.000445, 
390, 7.06092e-06, 1e-07, 0.999993, 0.0001, 1.00001, 0.000445, 
400, 7.24197e-06, 1e-07, 0.999993, 0.0001, 1.00001, 0.000445, 
410, 7.42302e-06, 1e-07, 0.999993, 0.0001, 1.00001, 0.000445, 
420, 7.60407e-06, 1e-07, 0.999992, 0.0001, 1.00001, 0.000445, 
430, 7.78512e-06, 1e-07, 0.999992, 0.0001, 1.00001, 0.000445, 
440, 7.96617e-06, 1e-07, 0.999992, 0.0001, 1.00001, 0.000445, 
450, 8.14721e-06, 1e-07, 0.999992, 0.0001, 1.00001, 0.000445, 
460, 8.32826e-06, 1e-07, 0.999992, 0.0001, 1.00001, 0.000445, 
470, 8.50931e-06, 1e-07, 0.999991, 0.0001, 1.00001, 0.000445, 
480, 8.69036e-06, 1e-07, 0.999991, 0.0001, 1.00001, 0.000445, 
490, 8.87141e-06, 1e-07, 0.999991, 0.0001, 1.00001, 0.000445, 
500, 9.05246e-06, 1e-07, 0.999991, 0.0001, 1.00001, 0.000445, 
510, 9.23351e-06, 1e-07, 0.999991, 0.0001, 1.00001, 0.000445, 
520, 9.41456e-06, 1e-07, 0.999991, 0.0001, 1.00001, 0.000445, 
530, 9.59561e-06, 1e-07, 0.99999, 0.0001, 1.00001, 0.000445, 
540, 9.77666e-06, 1e-07, 0.99999, 0.0001, 1.00001, 0.000445, 
550, 9.95771e-06, 1e-07, 0.99999, 0.0001, 1.00001, 0.000445, 
560, 1.01388e-05, 1e-07, 0.99999, 0.0001, 1.00001, 0.000445, 
570, 1.03198e-05, 1e-07, 0.99999, 0.0001, 1.00001, 0.000445, 
580, 1.05009e-05, 1e-07, 0.999989, 0.0001, 1.00001, 0.000445, 
590, 1.06819e-05, 1e-07, 0.999989, 0.0001, 1.00001, 0.000445, 
600, 1.0863e-05, 1e-07, 0.999989, 0.0001, 1.00001, 0.000445, 
610, 1.1044e-05, 1e-07, 0.999989, 0.0001, 1.00001, 0.000445, 
620, 1.12251e-05, 1e-07, 0.999989, 0.0001, 1.00001, 0.000445, 
630, 1.14061e-05, 1e-07, 0.999989, 0.0001, 1.00001, 0.000445, 
640, 1.15871e-05, 1e-07, 0.999988, 0.0001, 1.00001, 0.000445, 
650, 1.17682e-05, 1e-07, 0.999988, 0.0001, 1.00001, 0.000445, 
660, 1.19492e-05, 1e-07, 0.999988, 0.0001, 1.00001, 0.000445, 
670, 1.21303e-05, 1e-07, 0.999988, 0.0001, 1.00001, 0.000445, 
680, 1.23113e-05, 1e-07, 0.999988, 0.0001, 1.00001, 0.000445, 
690, 1.24924e-05, 1e-07, 0.999988, 0.0001, 1.00001, 0.000445, 
700, 1.26734e-05, 1e-07, 0.999987, 0.0001, 1.00001, 0.000445, 
710, 1.28545e-05, 1e-07, 0.999987, 0.0001, 1.00001, 0.000445, 
720, 1.30355e-05, 1e-07, 0.999987, 0.0001, 1.00001, 0.000445, 
730, 1.32166e-05, 1e-07, 0.999987, 0.0001, 1.00001, 0.000445, 
740, 1.33976e-05, 1e-07, 0.999987, 0.0001, 1.00001, 0.000445, 
750, 1.35787e-05, 1e-07, 0.999986, 0.0001, 1.00001, 0.000445, 
760, 1.37597e-05, 1e-07, 0.999986, 0.0001, 1.00001, 0.000445, 
770, 1.39408e-05, 1e-07, 0.999986, 0.0001, 1.00001, 0.000445, 
780, 1.41218e-05, 1e-07, 0.999986, 0.0001, 1.00001, 0.000445, 
790, 1.43029e-05, 1e-07, 0.999986, 0.0001, 1.00001, 0.000445, 
800, 1.44839e-05, 1e-07, 0.999986, 0.0001, 1.00001, 0.000445, 
810, 1.4665e-05, 1e-07, 0.999985, 0.0001, 1.00001, 0.000445, 
820, 1.4846e-05, 1e-07, 0.999985, 0.0001, 1.00001, 0.000445, 
830, 1.50271e-05, 1e-07, 0.999985, 0.0001, 1.00002, 0.000445, 
840, 1.52081e-05, 1e-07, 0.999985, 0.0001, 1.00002, 0.000445, 
850, 1.53892e-05, 1e-07, 0.999985, 0.0001, 1.00002, 0.000445, 
860, 1.55702e-05, 1e-07, 0.999984, 0.0001, 1.00002, 0.000445, 
870, 1.57513e-05, 1e-07, 0.999984, 0.0001, 1.00002, 0.000445, 
880, 1.59323e-05, 1e-07, 0.999984, 0.0001, 1.00002, 0.000445, 
890, 1.61134e-05, 1e-07, 0.999984, 0.0001, 1.00002, 0.000445, 
900, 1.62944e-05, 1e-07, 0.999984, 0.0001, 1.00002, 0.000445, 
910, 1.64755e-05, 1e-07, 0.999984, 0.0001, 1.00002, 0.000445, 
920, 1.66565e-05, 1e-07, 0.999983, 0.0001, 1.00002, 0.000445, 
930, 1.68376e-05, 1e-07, 0.999983, 0.0001, 1.00002, 0.000445, 
940, 1.70186e-05, 1e-07, 0.999983, 0.0001, 1.00002, 0.000445, 
950, 1.71997e-05, 1e-07, 0.999983, 0.0001, 1.00002, 0.000445, 
960, 1.73807e-05, 1e-07, 0.999983, 0.0001, 1.00002, 0.000445, 
970, 1.75618e-05, 1e-07, 0.999982, 0.0001, 1.00002, 0.000445, 
980, 1.77428e-05, 1e-07, 0.999982, 0.0001, 1.00002, 0.000445, 
990, 1.79239e-05, 1e-07, 0.999982, 0.0001, 1.00002, 0.000445, 
1000, 1.81049e-05, 1e-07, 0.999982, 0.0001, 1.00002, 0.000445, 
1010, 1.8286e-05, 1e-07, 0.999982, 0.0001, 1.00002, 0.000445, 
1020, 1.8467e-05, 1e-07, 0.999982, 0.0001, 1.00002, 0.000445, 
1030, 1.86481e-05, 1e-07, 0.999981, 0.0001, 1.00002, 0.000445, 
1040, 1.88291e-05, 1e-07, 0.999981, 0.0001, 1.00002, 0.000445, 
1050, 1.90102e-05, 1e-07, 0.999981, 0.0001, 1.00002, 0.000445, 
1060, 1.91912e-05, 1e-07, 0.999981, 0.0001, 1.00002, 0.000445, 
1070, 1.93723e-05, 1e-07, 0.999981, 0.0001, 1.00002, 0.000445, 
1080, 1.95533e-05, 1e-07, 0.99998, 0.0001, 1.00002, 0.000445, 
1090, 1.97344e-05, 1e-07, 0.99998, 0.0001, 1.00002, 0.000445, 
1100, 1.99154e-05, 1e-07, 0.99998, 0.0001, 1.00002, 0.000445, 
1110, 2.00965e-05, 1e-07, 0.99998, 0.0001, 1.00002, 0.000445, 
1120, 2.02775e-05, 1e-07, 0.99998, 0.0001, 1.00002, 0.000445, 
1130, 2.04586e-05, 1e-07, 0.99998, 0.0001, 1.00002, 0.000445, 
1140, 2.06396e-05, 1e-07, 0.999979, 0.0001, 1.00002, 0.000445, 
1150, 2.08207e-05, 1e-07, 0.999979, 0.0001, 1.00002, 0.000445, 
1160, 2.10017e-05, 1e-07, 0.999979, 0.0001, 1.00002, 0.000445, 
1170, 2.11828e-05, 1e-07, 0.999979, 0.0001, 1.00002, 0.000445, 
1180, 2.13638e-05, 1e-07, 0.999979, 0.0001, 1.00002, 0.000445, 
1190, 2.15449e-05, 1e-07, 0.999978, 0.0001, 1.00002, 0.000445, 
1200, 2.17259e-05, 1e-07, 0.999978, 0.0001, 1.00002, 0.000445, 
1210, 2.1907e-05, 1e-07, 0.999978, 0.0001, 1.00002, 0.000445, 
1220, 2.2088e-05, 1e-07, 0.999978, 0.0001, 1.00002, 0.000445, 
1230, 2.22691e-05, 1e-07, 0.999978, 0.0001, 1.00002, 0.000445, 
1240, 2.24501e-05, 1e-07, 0.999978, 0.0001, 1.00002, 0.000445, 
1250, 2.26312e-05, 1e-07, 0.999977, 0.0001, 1.00002, 0.000445, 
1260, 2.28122e-05, 1e-07, 0.999977, 0.0001, 1.00002, 0.000445, 
1270, 2.29933e-05, 1e-07, 0.999977, 0.0001, 1.00002, 0.000445, 
1280, 2.31743e-05, 1e-07, 0.999977, 0.0001, 1.00002, 0.000445, 
1290, 2.33553e-05, 1e-07, 0.999977, 0.0001, 1.00002, 0.000445, 
1300, 2.35364e-05, 1e-07, 0.999976, 0.0001, 1.00002, 0.000445, 
1310, 2.37174e-05, 1e-07, 0.999976, 0.0001, 1.00002, 0.000445, 
1320, 2.38985e-05, 1e-07, 0.999976, 0.0001, 1.00002, 0.000445, 
1330, 2.40795e-05, 1e-07, 0.999976, 0.0001, 1.00002, 0.000445, 
1340, 2.42606e-05, 1e-07, 0.999976, 0.0001, 1.00002, 0.000445, 
1350, 2.44416e-05, 1e-07, 0.999976, 0.0001, 1.00002, 0.000445, 
1360, 2.46227e-05, 1e-07, 0.999975, 0.0001, 1.00002, 0.000445, 
1370, 2.48037e-05, 1e-07, 0.999975, 0.0001, 1.00002, 0.000445, 
1380, 2.49848e-05, 1e-07, 0.999975, 0.0001, 1.00002, 0.000445, 
1390, 2.51658e-05, 1e-07, 0.999975, 0.0001, 1.00003, 0.000445, 
1400, 2.53469e-05, 1e-07, 0.999975, 0.0001, 1.00003, 0.000445, 
1410, 2.55279e-05, 1e-07, 0.999974, 0.0001, 1.00003, 0.000445, 
1420, 2.5709e-05, 1e-07, 0.999974, 0.0001, 1.00003, 0.000445, 
1430, 2.589e-05, 1e-07, 0.999974, 0.0001, 1.00003, 0.000445, 
1440, 2.60711e-05, 1e-07, 0.999974, 0.0001, 1.00003, 0.000445, 
1450, 2.62521e-05, 1e-07, 0.999974, 0.0001, 1.00003, 0.000445, 
1460, 2.64332e-05, 1e-07, 0.999974, 0.0001, 1.00003, 0.000445, 
1470, 2.66142e-05, 1e-07, 0.999973, 0.0001, 1.00003, 0.000445, 
1480, 2.67953e-05, 1e-07, 0.999973, 0.0001, 1.00003, 0.000445, 
1490, 2.69763e-05, 1e-07, 0.999973, 0.0001, 1.00003, 0.000445, 
1500, 2.71574e-05, 1e-07, 0.999973, 0.0001, 1.00003, 0.000445, 
1510, 2.73384e-05, 1e-07, 0.999973, 0.0001, 1.00003, 0.000445, 
1520, 2.75195e-05, 1e-07, 0.999972, 0.0001, 1.00003, 0.000445, 
1530, 2.77005e-05, 1e-07, 0.999972, 0.0001, 1.00003, 0.000445, 
1540, 2.78816e-05, 1e-07, 0.999972, 0.0001, 1.00003, 0.000445, 
1550, 2.80626e-05, 1e-07, 0.999972, 0.0001, 1.00003, 0.000445, 
1560, 2.82437e-05, 1e-07, 0.999972, 0.0001, 1.00003, 0.000445, 
1570, 2.84247e-05, 1e-07, 0.999972, 0.0001, 1.00003, 0.000445, 
1580, 2.86058e-05, 1e-07, 0.999971, 0.0001, 1.00003, 0.000445, 
1590, 2.87868e-05, 1e-07, 0.999971, 0.0001, 1.00003, 0.000445, 
1600, 2.89679e-05, 1e-07, 0.999971, 0.0001, 1.00003, 0.000445, 
1610, 2.91489e-05, 1e-07, 0.999971, 0.0001, 1.00003, 0.000445, 
1620, 2.933e-05, 1e-07, 0.999971, 0.0001, 1.00003, 0.000445, 
1630, 2.9511e-05, 1e-07, 0.99997, 0.0001, 1.00003, 0.000445, 
1640, 2.96921e-05, 1e-07, 0.99997, 0.0001, 1.00003, 0.000445, 
1650, 2.98731e-05, 1e-07, 0.99997, 0.0001, 1.00003, 0.000445, 
1660, 3.00542e-05, 1e-07, 0.99997, 0.0001, 1.00003, 0.000445, 
1670, 3.02352e-05, 1e-07, 0.99997, 0.0001, 1.00003, 0.000445, 
1680, 3.04163e-05, 1e-07, 0.99997, 0.0001, 1.00003, 0.000445, 
1690, 3.05973e-05, 1e-07, 0.999969, 0.0001, 1.00003, 0.000445, 
1700, 3.07784e-05, 1e-07, 0.999969, 0.0001, 1.00003, 0.000445, 
1710, 3.09594e-05, 1e-07, 0.999969, 0.0001, 1.00003, 0.000445, 
1720, 3.11405e-05, 1e-07, 0.999969, 0.0001, 1.00003, 0.000445, 
1730, 3.13215e-05, 1e-07, 0.999969, 0.0001, 1.00003, 0.000445, 
1740, 3.15026e-05, 1e-07, 0.999968, 0.0001, 1.00003, 0.000445, 
1750, 3.16836e-05, 1e-07, 0.999968, 0.0001, 1.00003, 0.000445, 
1760, 3.18647e-05, 1e-07, 0.999968, 0.0001, 1.00003, 0.000445, 
1770, 3.20457e-05, 1e-07, 0.999968, 0.0001, 1.00003, 0.000445, 
1780, 3.22268e-05, 1e-07, 0.999968, 0.0001, 1.00003, 0.000445, 
1790, 3.24078e-05, 1e-07, 0.999968, 0.0001, 1.00003, 0.000445, 
1800, 3.25889e-05, 1e-07, 0.999967, 0.0001, 1.00003, 0.000445, 
1810, 3.27699e-05, 1e-07, 0.999967, 0.0001, 1.00003, 0.000445, 
1820, 3.2951e-05, 1e-07, 0.999967, 0.0001, 1.00003, 0.000445, 
1830, 3.3132e-05, 1e-07, 0.999967, 0.0001, 1.00003, 0.000445, 
1840, 3.33131e-05, 1e-07, 0.999967, 0.0001, 1.00003, 0.000445, 
1850, 3.34941e-05, 1e-07, 0.999967, 0.0001, 1.00003, 0.000445, 
1860, 3.36752e-05, 1e-07, 0.999966, 0.0001, 1.00003, 0.000445, 
1870, 3.38562e-05, 1e-07, 0.999966, 0.0001, 1.00003, 0.000445, 
1880, 3.40373e-05, 1e-07, 0.999966, 0.0001, 1.00003, 0.000445, 
1890, 3.42183e-05, 1e-07, 0.999966, 0.0001, 1.00003, 0.000445, 
1900, 3.43994e-05, 1e-07, 0.999966, 0.0001, 1.00003, 0.000445, 
1910, 3.45804e-05, 1e-07, 0.999965, 0.0001, 1.00003, 0.000445, 
1920, 3.47614e-05, 1e-07, 0.999965, 0.0001, 1.00003, 0.000445, 
1930, 3.49425e-05, 1e-07, 0.999965, 0.0001, 1.00003, 0.000445, 
1940, 3.51235e-05, 1e-07, 0.999965, 0.0001, 1.00004, 0.000445, 
1950, 3.53046e-05, 1e-07, 0.999965, 0.0001, 1.00004, 0.000445, 
1960, 3.54856e-05, 1e-07, 0.999965, 0.0001, 1.00004, 0.000445, 
1970, 3.56667e-05, 1e-07, 0.999964, 0.0001, 1.00004, 0.000445, 
1980, 3.58477e-05, 1e-07, 0.999964, 0.0001, 1.00004, 0.000445, 
1990, 3.60288e-05, 1e-07, 0.999964, 0.0001, 1.00004, 0.000445, 
2000, 3.62098e-05, 1e-07, 0.999964, 0.0001, 1.00004, 0.000445, 
2010, 3.63909e-05, 1e-07, 0.999964, 0.0001, 1.00004, 0.000445, 
2020, 3.65719e-05, 1e-07, 0.999963, 0.0001, 1.00004, 0.000445, 
2030, 3.6753e-05, 1e-07, 0.999963, 0.0001, 1.00004, 0.000445, 
2040, 3.6934e-05, 1e-07, 0.999963, 0.0001, 1.00004, 0.000445, 
2050, 3.71151e-05, 1e-07, 0.999963, 0.0001, 1.00004, 0.000445, 
2060, 3.72961e-05, 1e-07, 0.999963, 0.0001, 1.00004, 0.000445, 
2070, 3.74772e-05, 1e-07, 0.999963, 0.0001, 1.00004, 0.000445, 
2080, 3.76582e-05, 1e-07, 0.999962, 0.0001, 1.00004, 0.000445, 
2090, 3.78393e-05, 1e-07, 0.999962, 0.0001, 1.00004, 0.000445, 
2100, 3.80203e-05, 1e-07, 0.999962, 0.0001, 1.00004, 0.000445, 
2110, 3.82014e-05, 1e-07, 0.999962, 0.0001, 1.00004, 0.000445, 
2120, 3.83824e-05, 1e-07, 0.999962, 0.0001, 1.00004, 0.000445, 
2130, 3.85635e-05, 1e-07, 0.999961, 0.0001, 1.00004, 0.000445, 
2140, 3.87445e-05, 1e-07, 0.999961, 0.0001, 1.00004, 0.000445, 
2150, 3.89256e-05, 1e-07, 0.999961, 0.0001, 1.00004, 0.000445, 
2160, 3.91066e-05, 1e-07, 0.999961, 0.0001, 1.00004, 0.000445, 
2170, 3.92877e-05, 1e-07, 0.999961, 0.0001, 1.00004, 0.000445, 
2180, 3.94687e-05, 1e-07, 0.999961, 0.0001, 1.00004, 0.000445, 
2190, 3.96498e-05, 1e-07, 0.99996, 0.0001, 1.00004, 0.000445, 
2200, 3.98308e-05, 1e-07, 0.99996, 0.0001, 1.00004, 0.000445, 
2210, 4.00119e-05, 1e-07, 0.99996, 0.0001, 1.00004, 0.000445, 
2220, 4.01929e-05, 1e-07, 0.99996, 0.0001, 1.00004, 0.000445, 
2230, 4.0374e-05, 1e-07, 0.99996, 0.0001, 1.00004, 0.000445, 
2240, 4.0555e-05, 1e-07, 0.999959, 0.0001, 1.00004, 0.000445, 
2250, 4.07361e-05, 1e-07, 0.999959, 0.0001, 1.00004, 0.000445, 
2260, 4.09171e-05, 1e-07, 0.999959, 0.0001, 1.00004, 0.000445, 
2270, 4.10982e-05, 1e-07, 0.999959, 0.0001, 1.00004, 0.000445, 
2280, 4.12792e-05, 1e-07, 0.999959, 0.0001, 1.00004, 0.000445, 
2290, 4.14603e-05, 1e-07, 0.999959, 0.0001, 1.00004, 0.000445, 
2300, 4.16413e-05, 1e-07, 0.999958, 0.0001, 1.00004, 0.000445, 
2310, 4.18224e-05, 1e-07, 0.999958, 0.0001, 1.00004, 0.000445, 
2320, 4.20034e-05, 1e-07, 0.999958, 0.0001, 1.00004, 0.000445, 
2330, 4.21845e-05, 1e-07, 0.999958, 0.0001, 1.00004, 0.000445, 
2340, 4.23655e-05, 1e-07, 0.999958, 0.0001, 1.00004, 0.000445, 
2350, 4.25466e-05, 1e-07, 0.999957, 0.0001, 1.00004, 0.000445, 
2360, 4.27276e-05, 1e-07, 0.999957, 0.0001, 1.00004, 0.000445, 
2370, 4.29087e-05, 1e-07, 0.999957, 0.0001, 1.00004, 0.000445, 
2380, 4.30897e-05, 1e-07, 0.999957, 0.0001, 1.00004, 0.000445, 
2390, 4.32708e-05, 1e-07, 0.999957, 0.0001, 1.00004, 0.000445, 
2400, 4.34518e-05, 1e-07, 0.999957, 0.0001, 1.00004, 0.000445, 
2410, 4.36329e-05, 1e-07, 0.999956, 0.0001, 1.00004, 0.000445, 
2420, 4.38139e-05, 1e-07, 0.999956, 0.0001, 1.00004, 0.000445, 
2430, 4.3995e-05, 1e-07, 0.999956, 0.0001, 1.00004, 0.000445, 
2440, 4.4176e-05, 1e-07, 0.999956, 0.0001, 1.00004, 0.000445, 
2450, 4.43571e-05, 1e-07, 0.999956, 0.0001, 1.00004, 0.000445, 
2460, 4.45381e-05, 1e-07, 0.999955, 0.0001, 1.00004, 0.000445, 
2470, 4.47192e-05, 1e-07, 0.999955, 0.0001, 1.00004, 0.000445, 
2480, 4.49002e-05, 1e-07, 0.999955, 0.0001, 1.00004, 0.000445, 
2490, 4.50813e-05, 1e-07, 0.999955, 0.0001, 1.00005, 0.000445, 
2500, 4.52623e-05, 1e-07, 0.999955, 0.0001, 1.00005, 0.000445, 
2510, 4.54434e-05, 1e-07, 0.999955, 0.0001, 1.00005, 0.000445, 
2520, 4.56244e-05, 1e-07, 0.999954, 0.0001, 1.00005, 0.000445, 
2530, 4.58055e-05, 1e-07, 0.999954, 0.0001, 1.00005, 0.000445, 
2540, 4.59865e-05, 1e-07, 0.999954, 0.0001, 1.00005, 0.000445, 
2550, 4.61675e-05, 1e-07, 0.999954, 0.0001, 1.00005, 0.000445, 
2560, 4.63486e-05, 1e-07, 0.999954, 0.0001, 1.00005, 0.000445, 
2570, 4.65296e-05, 1e-07, 0.999953, 0.0001, 1.00005, 0.000445, 
2580, 4.67107e-05, 1e-07, 0.999953, 0.0001, 1.00005, 0.000445, 
2590, 4.68917e-05, 1e-07, 0.999953, 0.0001, 1.00005, 0.000445, 
2600, 4.70728e-05, 1e-07, 0.999953, 0.0001, 1.00005, 0.000445, 
2610, 4.72538e-05, 1e-07, 0.999953, 0.0001, 1.00005, 0.000445, 
2620, 4.74349e-05, 1e-07, 0.999953, 0.0001, 1.00005, 0.000445, 
2630, 4.76159e-05, 1e-07, 0.999952, 0.0001, 1.00005, 0.000445, 
2640, 4.7797e-05, 1e-07, 0.999952, 0.0001, 1.00005, 0.000445, 
2650, 4.7978e-05, 1e-07, 0.999952, 0.0001, 1.00005, 0.000445, 
2660, 4.81591e-05, 1e-07, 0.999952, 0.0001, 1.00005, 0.000445, 
2670, 4.83401e-05, 1e-07, 0.999952, 0.0001, 1.00005, 0.000445, 
2680, 4.85212e-05, 1e-07, 0.999951, 0.0001, 1.00005, 0.000445, 
2690, 4.87022e-05, 1e-07, 0.999951, 0.0001, 1.00005, 0.000445, 
2700, 4.88833e-05, 1e-07, 0.999951, 0.0001, 1.00005, 0.000445, 
2710, 4.90643e-05, 1e-07, 0.999951, 0.0001, 1.00005, 0.000445, 
2720, 4.92454e-05, 1e-07, 0.999951, 0.0001, 1.00005, 0.000445, 
2730, 4.94264e-05, 1e-07, 0.999951, 0.0001, 1.00005, 0.000445, 
2740, 4.96075e-05, 1e-07, 0.99995, 0.0001, 1.00005, 0.000445, 
2750, 4.97885e-05, 1e-07, 0.99995, 0.0001, 1.00005, 0.000445, 
2760, 4.99696e-05, 1e-07, 0.99995, 0.0001, 1.00005, 0.000445, 
2770, 5.01506e-05, 1e-07, 0.99995, 0.0001, 1.00005, 0.000445, 
2780, 5.03317e-05, 1e-07, 0.99995, 0.0001, 1.00005, 0.000445, 
2790, 5.05127e-05, 1e-07, 0.999949, 0.0001, 1.00005, 0.000445, 
2800, 5.06938e-05, 1e-07, 0.999949, 0.0001, 1.00005, 0.000445, 
2810, 5.08748e-05, 1e-07, 0.999949, 0.0001, 1.00005, 0.000445, 
2820, 5.10559e-05, 1e-07, 0.999949, 0.0001, 1.00005, 0.000445, 
2830, 5.12369e-05, 1e-07, 0.999949, 0.0001, 1.00005, 0.000445, 
2840, 5.1418e-05, 1e-07, 0.999949, 0.0001, 1.00005, 0.000445, 
2850, 5.1599e-05, 1e-07, 0.999948, 0.0001, 1.00005, 0.000445, 
2860, 5.17801e-05, 1e-07, 0.999948, 0.0001, 1.00005, 0.000445, 
2870, 5.19611e-05, 1e-07, 0.999948, 0.0001, 1.00005, 0.000445, 
2880, 5.21422e-05, 1e-07, 0.999948, 0.0001, 1.00005, 0.000445, 
2890, 5.23232e-05, 1e-07, 0.999948, 0.0001, 1.00005, 0.000445, 
2900, 5.25043e-05, 1e-07, 0.999947, 0.0001, 1.00005, 0.000445, 
2910, 5.26853e-05, 1e-07, 0.999947, 0.0001, 1.00005, 0.000445, 
2920, 5.28664e-05, 1e-07, 0.999947, 0.0001, 1.00005, 0.000445, 
2930, 5.30474e-05, 1e-07, 0.999947, 0.0001, 1.00005, 0.000445, 
2940, 5.32285e-05, 1e-07, 0.999947, 0.0001, 1.00005, 0.000445, 
2950, 5.34095e-05, 1e-07, 0.999947, 0.0001, 1.00005, 0.000445, 
2960, 5.35906e-05, 1e-07, 0.999946, 0.0001, 1.00005, 0.000445, 
2970, 5.37716e-05, 1e-07, 0.999946, 0.0001, 1.00005, 0.000445, 
2980, 5.39527e-05, 1e-07, 0.999946, 0.0001, 1.00005, 0.000445, 
2990, 5.41337e-05, 1e-07, 0.999946, 0.0001, 1.00005, 0.000445, 
3000, 5.43148e-05, 1e-07, 0.999946, 0.0001, 1.00005, 0.000445, 
3010, 5.44958e-05, 1e-07, 0.999946, 0.0001, 1.00005, 0.000445, 
3020, 5.46769e-05, 1e-07, 0.999945, 0.0001, 1.00005, 0.000445, 
3030, 5.48579e-05, 1e-07, 0.999945, 0.0001, 1.00005, 0.000445, 
3040, 5.5039e-05, 1e-07, 0.999945, 0.0001, 1.00006, 0.000445, 
3050, 5.522e-05, 1e-07, 0.999945, 0.0001, 1.00006, 0.000445, 
3060, 5.54011e-05, 1e-07, 0.999945, 0.0001, 1.00006, 0.000445, 
3070, 5.55821e-05, 1e-07, 0.999944, 0.0001, 1.00006, 0.000445, 
3080, 5.57632e-05, 1e-07, 0.999944, 0.0001, 1.00006, 0.000445, 
3090, 5.59442e-05, 1e-07, 0.999944, 0.0001, 1.00006, 0.000445, 
3100, 5.61253e-05, 1e-07, 0.999944, 0.0001, 1.00006, 0.000445, 
3110, 5.63063e-05, 1e-07, 0.999944, 0.0001, 1.00006, 0.000445, 
3120, 5.64874e-05, 1e-07, 0.999944, 0.0001, 1.00006, 0.000445, 
3130, 5.66684e-05, 1e-07, 0.999943, 0.0001, 1.00006, 0.000445, 
3140, 5.68495e-05, 1e-07, 0.999943, 0.0001, 1.00006, 0.000445, 
3150, 5.70305e-05, 1e-07, 0.999943, 0.0001, 1.00006, 0.000445, 
3160, 5.72116e-05, 1e-07, 0.999943, 0.0001, 1.00006, 0.000445, 
3170, 5.73926e-05, 1e-07, 0.999943, 0.0001, 1.00006, 0.000445, 
3180, 5.75736e-05, 1e-07, 0.999942, 0.0001, 1.00006, 0.000445, 
3190, 5.77547e-05, 1e-07, 0.999942, 0.0001, 1.00006, 0.000445, 
3200, 5.79357e-05, 1e-07, 0.999942, 0.0001, 1.00006, 0.000445, 
