space, t=0.000000, t=0.100000, t=0.200000, t=0.300000, t=0.400000, t=0.500000, t=0.600000, t=0.700000, t=0.800000, t=0.900000, 
0.3175, 1, 0.60577, 0.366958, 0.170199, 0.000146388, 6.61146e-12, 1.51659e-22, 1.15097e-35, 1.03822e-50, 2.72526e-67, 
0.3185, 1, 0.60577, 0.366958, 0.172863, 0.000166981, 8.54807e-12, 2.19663e-22, 1.84703e-35, 1.8288e-50, 5.22804e-67, 
0.3195, 1, 0.60577, 0.366958, 0.175445, 0.000190157, 1.10311e-11, 3.17512e-22, 2.95768e-35, 3.21418e-50, 1.00061e-66, 
0.3205, 1, 0.60577, 0.366958, 0.177941, 0.000216194, 1.42085e-11, 4.58017e-22, 4.72603e-35, 5.63642e-50, 1.91067e-66, 
0.3215, 1, 0.60577, 0.366958, 0.180352, 0.000245395, 1.8267e-11, 6.59365e-22, 7.53557e-35, 9.86213e-50, 3.64008e-66, 
0.3225, 1, 0.60577, 0.366958, 0.182677, 0.000278086, 2.34408e-11, 9.47316e-22, 1.19898e-34, 1.72178e-49, 6.91897e-66, 
0.3235, 1, 0.60577, 0.366958, 0.184915, 0.000314624, 3.00243e-11, 1.35829e-21, 1.90366e-34, 2.99933e-49, 1.31215e-65, 
0.3245, 1, 0.60577, 0.366958, 0.187067, 0.00035539, 3.83857e-11, 1.94368e-21, 3.01615e-34, 5.21337e-49, 2.48277e-65, 
0.3255, 1, 0.60577, 0.366958, 0.189133, 0.000400798, 4.89854e-11, 2.77584e-21, 4.76874e-34, 9.04195e-49, 4.68714e-65, 
0.3265, 1, 0.60577, 0.366958, 0.191114, 0.000451289, 6.23976e-11, 3.95642e-21, 7.52396e-34, 1.5648e-48, 8.8288e-65, 
0.3275, 1, 0.60577, 0.366958, 0.19301, 0.00050734, 7.93372e-11, 5.62802e-21, 1.18464e-33, 2.70218e-48, 1.65928e-64, 
0.3285, 1, 0.60577, 0.366958, 0.194821, 0.000569457, 1.00692e-10, 7.99016e-21, 1.86133e-33, 4.65617e-48, 3.11148e-64, 
0.3295, 1, 0.60577, 0.366958, 0.196551, 0.000638181, 1.27565e-10, 1.13216e-20, 2.91854e-33, 8.00588e-48, 5.82168e-64, 
0.3305, 1, 0.60577, 0.366958, 0.198199, 0.000714091, 1.61318e-10, 1.60108e-20, 4.56682e-33, 1.37359e-47, 1.08684e-63, 
0.3315, 1, 0.60577, 0.366958, 0.199767, 0.000797798, 2.03638e-10, 2.25984e-20, 7.13137e-33, 2.35168e-47, 2.02452e-63, 
0.3325, 1, 0.60577, 0.366958, 0.201258, 0.000889952, 2.56601e-10, 3.18349e-20, 1.11134e-32, 4.01767e-47, 3.7629e-63, 
0.3335, 1, 0.60577, 0.366958, 0.202672, 0.000991238, 3.22765e-10, 4.47604e-20, 1.72837e-32, 6.84934e-47, 6.97864e-63, 
0.3345, 1, 0.60577, 0.366958, 0.204012, 0.00110238, 4.05271e-10, 6.28136e-20, 2.68255e-32, 1.16522e-46, 1.29143e-62, 
0.3355, 1, 0.60577, 0.366958, 0.20528, 0.00122414, 5.07974e-10, 8.79803e-20, 4.15512e-32, 1.97812e-46, 2.38465e-62, 
0.3365, 1, 0.60577, 0.366958, 0.206479, 0.00135731, 6.35588e-10, 1.22996e-19, 6.42314e-32, 3.35109e-46, 4.39377e-62, 
0.3375, 1, 0.60577, 0.366958, 0.20761, 0.00150273, 7.93874e-10, 1.71624e-19, 9.9093e-32, 5.66518e-46, 8.07815e-62, 
0.3385, 1, 0.60577, 0.366958, 0.208675, 0.00166128, 9.8986e-10, 2.39027e-19, 1.52572e-31, 9.55738e-46, 1.48201e-61, 
0.3395, 1, 0.60577, 0.366958, 0.209678, 0.00183386, 1.23209e-09, 3.32277e-19, 2.34446e-31, 1.60903e-45, 2.71307e-61, 
0.3405, 1, 0.60577, 0.366958, 0.21062, 0.0020214, 1.53097e-09, 4.61045e-19, 3.59545e-31, 2.70329e-45, 4.95613e-61, 
0.3415, 1, 0.60577, 0.366958, 0.211504, 0.0022249, 1.89909e-09, 6.38525e-19, 5.50311e-31, 4.53241e-45, 9.03442e-61, 
0.3425, 1, 0.60577, 0.366958, 0.212333, 0.00244536, 2.3517e-09, 8.82691e-19, 8.40645e-31, 7.58362e-45, 1.64338e-60, 
0.3435, 1, 0.60577, 0.366958, 0.213109, 0.00268382, 2.90724e-09, 1.21797e-18, 1.28165e-30, 1.2663e-44, 2.98303e-60, 
0.3445, 1, 0.60577, 0.366958, 0.213833, 0.00294133, 3.58793e-09, 1.67752e-18, 1.9502e-30, 2.11017e-44, 5.40336e-60, 
0.3455, 1, 0.60577, 0.366958, 0.21451, 0.00321901, 4.42055e-09, 2.30624e-18, 2.96175e-30, 3.50927e-44, 9.76696e-60, 
0.3465, 1, 0.60577, 0.366958, 0.21514, 0.00351794, 5.43726e-09, 3.16483e-18, 4.48931e-30, 5.82425e-44, 1.76177e-59, 
0.3475, 1, 0.60577, 0.366958, 0.215727, 0.00383928, 6.67665e-09, 4.33517e-18, 6.79166e-30, 9.64698e-44, 3.17127e-59, 
0.3485, 1, 0.60577, 0.366958, 0.216273, 0.00418416, 8.18492e-09, 5.92758e-18, 1.02551e-29, 1.59468e-43, 5.69664e-59, 
0.3495, 1, 0.60577, 0.366958, 0.216779, 0.00455375, 1.00173e-08, 8.09034e-18, 1.54552e-29, 2.63081e-43, 1.02119e-58, 
0.3505, 1, 0.60577, 0.366958, 0.217249, 0.00494921, 1.22398e-08, 1.10224e-17, 2.3248e-29, 4.33154e-43, 1.82684e-58, 
0.3515, 1, 0.60577, 0.366958, 0.217684, 0.0053717, 1.49308e-08, 1.49903e-17, 3.49038e-29, 7.11764e-43, 3.26141e-58, 
0.3525, 1, 0.60577, 0.366958, 0.218086, 0.00582241, 1.81837e-08, 2.03504e-17, 5.23048e-29, 1.16728e-42, 5.81062e-58, 
0.3535, 1, 0.60577, 0.366958, 0.218457, 0.00630248, 2.21093e-08, 2.75782e-17, 7.82337e-29, 1.91055e-42, 1.03313e-57, 
0.3545, 1, 0.60577, 0.366958, 0.2188, 0.00681306, 2.68388e-08, 3.7307e-17, 1.16798e-28, 3.12099e-42, 1.83319e-57, 
0.3555, 1, 0.60577, 0.366958, 0.219115, 0.00735529, 3.25276e-08, 5.03793e-17, 1.74046e-28, 5.08838e-42, 3.24626e-57, 
0.3565, 1, 0.60577, 0.366958, 0.219405, 0.00793026, 3.9359e-08, 6.79131e-17, 2.58873e-28, 8.27986e-42, 5.73698e-57, 
0.3575, 1, 0.60577, 0.366958, 0.219672, 0.00853906, 4.75489e-08, 9.13897e-17, 3.84331e-28, 1.3447e-41, 1.01184e-56, 
0.3585, 1, 0.60577, 0.366958, 0.219917, 0.00918271, 5.73517e-08, 1.22768e-16, 5.6954e-28, 2.17968e-41, 1.78104e-56, 
0.3595, 1, 0.60577, 0.366958, 0.220141, 0.00986223, 6.90659e-08, 1.64636e-16, 8.42453e-28, 3.52633e-41, 3.12875e-56, 
0.3605, 1, 0.60577, 0.366958, 0.220346, 0.0105785, 8.30416e-08, 2.20401e-16, 1.24386e-27, 5.69407e-41, 5.48537e-56, 
0.3615, 1, 0.60577, 0.366958, 0.220534, 0.0113326, 9.96886e-08, 2.94548e-16, 1.83319e-27, 9.17687e-41, 9.59802e-56, 
0.3625, 1, 0.60577, 0.366958, 0.220705, 0.0121251, 1.19486e-07, 3.92967e-16, 2.69683e-27, 1.47619e-40, 1.67611e-55, 
0.3635, 1, 0.60577, 0.366958, 0.220861, 0.012957, 1.42991e-07, 5.2338e-16, 3.96017e-27, 2.37009e-40, 2.92126e-55, 
0.3645, 1, 0.60577, 0.366958, 0.221003, 0.0138288, 1.70856e-07, 6.95889e-16, 5.80485e-27, 3.79813e-40, 5.08146e-55, 
0.3655, 1, 0.60577, 0.366958, 0.221133, 0.0147413, 2.03835e-07, 9.23697e-16, 8.49354e-27, 6.07516e-40, 8.82185e-55, 
0.3665, 1, 0.60577, 0.366958, 0.22125, 0.0156949, 2.42806e-07, 1.22402e-15, 1.24054e-26, 9.69914e-40, 1.52858e-54, 
0.3675, 1, 0.60577, 0.366958, 0.221357, 0.01669, 2.88786e-07, 1.61926e-15, 1.80866e-26, 1.5456e-39, 2.64348e-54, 
0.3685, 1, 0.60577, 0.366958, 0.221453, 0.0177271, 3.4295e-07, 2.13856e-15, 2.63228e-26, 2.45841e-39, 4.56274e-54, 
0.3695, 1, 0.60577, 0.366958, 0.221541, 0.0188064, 4.06654e-07, 2.81969e-15, 3.82418e-26, 3.90308e-39, 7.86033e-54, 
0.3705, 1, 0.60577, 0.366958, 0.22162, 0.0199279, 4.81464e-07, 3.71161e-15, 5.546e-26, 6.18525e-39, 1.35152e-53, 
0.3715, 1, 0.60577, 0.366958, 0.221691, 0.0210918, 5.6918e-07, 4.87759e-15, 8.02895e-26, 9.78384e-39, 2.31942e-53, 
0.3725, 1, 0.60577, 0.366958, 0.221756, 0.0222978, 6.71868e-07, 6.39933e-15, 1.16032e-25, 1.54477e-38, 3.97289e-53, 
0.3735, 1, 0.60577, 0.366958, 0.221814, 0.023546, 7.919e-07, 8.38207e-15, 1.67394e-25, 2.4346e-38, 6.79223e-53, 
0.3745, 1, 0.60577, 0.366958, 0.221866, 0.0248358, 9.31991e-07, 1.09612e-14, 2.41072e-25, 3.83e-38, 1.15904e-52, 
0.3755, 1, 0.60577, 0.366958, 0.221913, 0.0261669, 1.09524e-06, 1.43107e-14, 3.46579e-25, 6.01428e-38, 1.97408e-52, 
0.3765, 1, 0.60577, 0.366958, 0.221955, 0.0275388, 1.2852e-06, 1.86534e-14, 4.97404e-25, 9.42721e-38, 3.35598e-52, 
0.3775, 1, 0.60577, 0.366958, 0.221993, 0.0289506, 1.50589e-06, 2.42748e-14, 7.12639e-25, 1.47503e-37, 5.69457e-52, 
0.3785, 1, 0.60577, 0.366958, 0.222027, 0.0304017, 1.7619e-06, 3.15394e-14, 1.01926e-24, 2.30377e-37, 9.6448e-52, 
0.3795, 1, 0.60577, 0.366958, 0.222057, 0.0318911, 2.05845e-06, 4.09125e-14, 1.45533e-24, 3.59171e-37, 1.6305e-51, 
0.3805, 1, 0.60577, 0.366958, 0.222084, 0.0334177, 2.40142e-06, 5.29865e-14, 2.07444e-24, 5.5897e-37, 2.75133e-51, 
0.3815, 1, 0.60577, 0.366958, 0.222108, 0.0349803, 2.79751e-06, 6.85148e-14, 2.95191e-24, 8.68371e-37, 4.6341e-51, 
0.3825, 1, 0.60577, 0.366958, 0.22213, 0.0365777, 3.25425e-06, 8.84536e-14, 4.19346e-24, 1.34665e-36, 7.79094e-51, 
0.3835, 1, 0.60577, 0.366958, 0.222149, 0.0382085, 3.78016e-06, 1.14015e-13, 5.9472e-24, 2.08466e-36, 1.30743e-50, 
0.3845, 1, 0.60577, 0.366958, 0.222166, 0.0398712, 4.38482e-06, 1.46732e-13, 8.42024e-24, 3.22148e-36, 2.19006e-50, 
0.3855, 1, 0.60577, 0.366958, 0.222181, 0.0415641, 5.079e-06, 1.88542e-13, 1.19018e-23, 4.96952e-36, 3.66187e-50, 
0.3865, 1, 0.60577, 0.366958, 0.222194, 0.0432854, 5.8748e-06, 2.41887e-13, 1.67948e-23, 7.65272e-36, 6.1117e-50, 
0.3875, 1, 0.60577, 0.366958, 0.222206, 0.0450335, 6.78574e-06, 3.09844e-13, 2.36603e-23, 1.17642e-35, 1.01821e-49, 
0.3885, 1, 0.60577, 0.366958, 0.222217, 0.0468064, 7.82699e-06, 3.96279e-13, 3.32773e-23, 1.80532e-35, 1.69329e-49, 
0.3895, 1, 0.60577, 0.366958, 0.222226, 0.048602, 9.01546e-06, 5.06044e-13, 4.67263e-23, 2.76566e-35, 2.8109e-49, 
0.3905, 1, 0.60577, 0.366958, 0.222234, 0.0504184, 1.037e-05, 6.45221e-13, 6.55031e-23, 4.22955e-35, 4.65782e-49, 
0.3915, 1, 0.60577, 0.366958, 0.222241, 0.0522533, 1.19116e-05, 8.21417e-13, 9.16753e-23, 6.45721e-35, 7.70453e-49, 
0.3925, 1, 0.60577, 0.366958, 0.222248, 0.0541046, 1.36636e-05, 1.04413e-12, 1.28096e-22, 9.84132e-35, 1.27215e-48, 
0.3935, 1, 0.60577, 0.366958, 0.222253, 0.0559701, 1.56519e-05, 1.32522e-12, 1.78696e-22, 1.49735e-34, 2.09682e-48, 
0.3945, 1, 0.60577, 0.366958, 0.222258, 0.0578474, 1.79052e-05, 1.67944e-12, 2.48881e-22, 2.27433e-34, 3.45e-48, 
0.3955, 1, 0.60577, 0.366958, 0.222263, 0.0597342, 2.0455e-05, 2.12512e-12, 3.46074e-22, 3.44866e-34, 5.66646e-48, 
0.3965, 1, 0.60577, 0.366958, 0.222267, 0.0616281, 2.33365e-05, 2.68504e-12, 4.8045e-22, 5.22054e-34, 9.29061e-48, 
0.3975, 1, 0.60577, 0.366958, 0.22227, 0.0635268, 2.65882e-05, 3.3874e-12, 6.65937e-22, 7.88951e-34, 1.52061e-47, 
0.3985, 1, 0.60577, 0.366958, 0.222273, 0.0654279, 3.02524e-05, 4.26712e-12, 9.21564e-22, 1.1903e-33, 2.48448e-47, 
0.3995, 1, 0.60577, 0.366958, 0.222275, 0.067329, 3.43758e-05, 5.36732e-12, 1.27329e-21, 1.79283e-33, 4.05227e-47, 
0.4005, 1, 0.60577, 0.366958, 0.222278, 0.0692277, 3.90095e-05, 6.74119e-12, 1.75648e-21, 2.69587e-33, 6.59798e-47, 
0.4015, 1, 0.60577, 0.366958, 0.22228, 0.0711217, 4.42093e-05, 8.45425e-12, 2.4192e-21, 4.04706e-33, 1.07244e-46, 
0.4025, 1, 0.60577, 0.366958, 0.222281, 0.0730087, 5.00366e-05, 1.05871e-11, 3.32674e-21, 6.06543e-33, 1.74017e-46, 
0.4035, 1, 0.60577, 0.366958, 0.222283, 0.0748862, 5.65579e-05, 1.32385e-11, 4.56756e-21, 9.07546e-33, 2.8188e-46, 
0.4045, 1, 0.60577, 0.366958, 0.222284, 0.0767521, 6.38459e-05, 1.65298e-11, 6.26141e-21, 1.3557e-32, 4.55823e-46, 
0.4055, 1, 0.60577, 0.366958, 0.222285, 0.0786043, 7.19797e-05, 2.06095e-11, 8.57006e-21, 2.02184e-32, 7.3585e-46, 
0.4065, 1, 0.60577, 0.366958, 0.222286, 0.0804404, 8.10451e-05, 2.56588e-11, 1.17118e-20, 3.01039e-32, 1.18589e-45, 
0.4075, 1, 0.60577, 0.366958, 0.222287, 0.0822585, 9.1135e-05, 3.18991e-11, 1.59805e-20, 4.47499e-32, 1.90795e-45, 
0.4085, 1, 0.60577, 0.366958, 0.222288, 0.0840566, 0.00010235, 3.96e-11, 2.17714e-20, 6.64139e-32, 3.06449e-45, 
0.4095, 1, 0.60577, 0.366958, 0.222288, 0.0858326, 0.000114799, 4.90897e-11, 2.96155e-20, 9.84066e-32, 4.91381e-45, 
0.4105, 1, 0.60577, 0.366958, 0.222289, 0.0875849, 0.0001286, 6.07667e-11, 4.0224e-20, 1.45576e-31, 7.86596e-45, 
0.4115, 1, 0.60577, 0.366958, 0.222289, 0.0893116, 0.000143877, 7.51143e-11, 5.45495e-20, 2.15011e-31, 1.25707e-44, 
0.4125, 1, 0.60577, 0.366958, 0.22229, 0.091011, 0.000160768, 9.27179e-11, 7.38645e-20, 3.17057e-31, 2.00561e-44, 
0.4135, 1, 0.60577, 0.366958, 0.22229, 0.0926816, 0.000179418, 1.14286e-10, 9.98672e-20, 4.6679e-31, 3.19457e-44, 
0.4145, 1, 0.60577, 0.366958, 0.22229, 0.094322, 0.000199982, 1.40672e-10, 1.3482e-19, 6.86145e-31, 5.07997e-44, 
0.4155, 1, 0.60577, 0.366958, 0.222291, 0.0959307, 0.000222627, 1.72908e-10, 1.81733e-19, 1.00698e-30, 8.06479e-44, 
0.4165, 1, 0.60577, 0.366958, 0.222291, 0.0975065, 0.000247531, 2.12235e-10, 2.44603e-19, 1.47552e-30, 1.27824e-43, 
0.4175, 1, 0.60577, 0.366958, 0.222291, 0.0990484, 0.000274883, 2.60143e-10, 3.28731e-19, 2.15866e-30, 2.02265e-43, 
0.4185, 1, 0.60577, 0.366958, 0.222291, 0.100555, 0.000304886, 3.18424e-10, 4.41137e-19, 3.15313e-30, 3.19536e-43, 
0.4195, 1, 0.60577, 0.366958, 0.222291, 0.102026, 0.000337754, 3.89224e-10, 5.911e-19, 4.59856e-30, 5.03979e-43, 
0.4205, 1, 0.60577, 0.366958, 0.222292, 0.10346, 0.000373712, 4.7511e-10, 7.90873e-19, 6.69615e-30, 7.93599e-43, 
0.4215, 1, 0.60577, 0.366958, 0.222292, 0.104857, 0.000413001, 5.79154e-10, 1.0566e-18, 9.73541e-30, 1.24763e-42, 
0.4225, 1, 0.60577, 0.366958, 0.222292, 0.106215, 0.000455875, 7.05016e-10, 1.40955e-18, 1.41323e-29, 1.95827e-42, 
0.4235, 1, 0.60577, 0.366958, 0.222292, 0.107535, 0.0005026, 8.57063e-10, 1.87764e-18, 2.04833e-29, 3.06876e-42, 
0.4245, 1, 0.60577, 0.366958, 0.222292, 0.108816, 0.000553458, 1.04049e-09, 2.49752e-18, 2.96428e-29, 4.80126e-42, 
0.4255, 1, 0.60577, 0.366958, 0.222292, 0.110058, 0.000608744, 1.26146e-09, 3.31723e-18, 4.28325e-29, 7.4999e-42, 
0.4265, 1, 0.60577, 0.366958, 0.222292, 0.111261, 0.000668766, 1.5273e-09, 4.39959e-18, 6.17966e-29, 1.16967e-41, 
0.4275, 1, 0.60577, 0.366958, 0.222292, 0.112424, 0.000733849, 1.84669e-09, 5.82669e-18, 8.90214e-29, 1.82131e-41, 
0.4285, 1, 0.60577, 0.366958, 0.222292, 0.113548, 0.00080433, 2.22987e-09, 7.70559e-18, 1.28046e-28, 2.8315e-41, 
0.4295, 1, 0.60577, 0.366958, 0.222292, 0.114632, 0.000880561, 2.68898e-09, 1.01757e-17, 1.83899e-28, 4.39506e-41, 
0.4305, 1, 0.60577, 0.366958, 0.222292, 0.115677, 0.000962908, 3.23831e-09, 1.34185e-17, 2.63716e-28, 6.8113e-41, 
0.4315, 1, 0.60577, 0.366958, 0.222292, 0.116684, 0.00105175, 3.8947e-09, 1.76696e-17, 3.7761e-28, 1.05394e-40, 
0.4325, 1, 0.60577, 0.366958, 0.222292, 0.117652, 0.00114749, 4.67796e-09, 2.32342e-17, 5.39881e-28, 1.62825e-40, 
0.4335, 1, 0.60577, 0.366958, 0.222292, 0.118582, 0.00125051, 5.61136e-09, 3.05082e-17, 7.70734e-28, 2.51161e-40, 
0.4345, 1, 0.60577, 0.366958, 0.222292, 0.119475, 0.00136126, 6.72219e-09, 4.00028e-17, 1.09866e-27, 3.86819e-40, 
0.4355, 1, 0.60577, 0.366958, 0.222292, 0.12033, 0.00148015, 8.04242e-09, 5.23786e-17, 1.56379e-27, 5.94828e-40, 
0.4365, 1, 0.60577, 0.366958, 0.222292, 0.12115, 0.00160763, 9.60944e-09, 6.8487e-17, 2.22255e-27, 9.13283e-40, 
0.4375, 1, 0.60577, 0.366958, 0.222292, 0.121933, 0.00174415, 1.14669e-08, 8.94242e-17, 3.15415e-27, 1.40007e-39, 
0.4385, 1, 0.60577, 0.366958, 0.222292, 0.122682, 0.00189019, 1.36658e-08, 1.166e-16, 4.46967e-27, 2.14304e-39, 
0.4395, 1, 0.60577, 0.366958, 0.222292, 0.123397, 0.0020462, 1.62653e-08, 1.51822e-16, 6.32458e-27, 3.27526e-39, 
0.4405, 1, 0.60577, 0.366958, 0.222292, 0.124078, 0.00221267, 1.93346e-08, 1.97412e-16, 8.93621e-27, 4.99804e-39, 
0.4415, 1, 0.60577, 0.366958, 0.222292, 0.124727, 0.00239008, 2.29537e-08, 2.56337e-16, 1.26079e-26, 7.61541e-39, 
0.4425, 1, 0.60577, 0.366958, 0.222292, 0.125345, 0.00257894, 2.72155e-08, 3.32393e-16, 1.77624e-26, 1.15859e-38, 
0.4435, 1, 0.60577, 0.366958, 0.222292, 0.125931, 0.00277973, 3.22277e-08, 4.30425e-16, 2.49879e-26, 1.75998e-38, 
0.4445, 1, 0.60577, 0.366958, 0.222292, 0.126488, 0.00299296, 3.81148e-08, 5.56607e-16, 3.51021e-26, 2.66953e-38, 
0.4455, 1, 0.60577, 0.366958, 0.222292, 0.127017, 0.00321913, 4.50206e-08, 7.18802e-16, 4.92392e-26, 4.04304e-38, 
0.4465, 1, 0.60577, 0.366958, 0.222292, 0.127517, 0.00345874, 5.31109e-08, 9.27e-16, 6.8971e-26, 6.11409e-38, 
0.4475, 1, 0.60577, 0.366958, 0.222292, 0.127991, 0.00371228, 6.25767e-08, 1.19388e-15, 9.64718e-26, 9.23225e-38, 
0.4485, 1, 0.60577, 0.366958, 0.222292, 0.128438, 0.00398025, 7.36377e-08, 1.53553e-15, 1.34746e-25, 1.39199e-37, 
0.4495, 1, 0.60577, 0.366958, 0.222292, 0.128861, 0.00426315, 8.65464e-08, 1.97229e-15, 1.87937e-25, 2.09567e-37, 
0.4505, 1, 0.60577, 0.366958, 0.222292, 0.12926, 0.00456144, 1.01592e-07, 2.52989e-15, 2.61755e-25, 3.15039e-37, 
0.4515, 1, 0.60577, 0.366958, 0.222292, 0.129635, 0.00487561, 1.19107e-07, 3.2408e-15, 3.64053e-25, 4.72898e-37, 
0.4525, 1, 0.60577, 0.366958, 0.222292, 0.129989, 0.00520612, 1.39469e-07, 4.14595e-15, 5.05618e-25, 7.08813e-37, 
0.4535, 1, 0.60577, 0.366958, 0.222292, 0.130322, 0.0055534, 1.63113e-07, 5.29687e-15, 7.01246e-25, 1.06086e-36, 
0.4545, 1, 0.60577, 0.366958, 0.222292, 0.130634, 0.0059179, 1.90533e-07, 6.75833e-15, 9.71204e-25, 1.58545e-36, 
0.4555, 1, 0.60577, 0.366958, 0.222292, 0.130927, 0.00630002, 2.22291e-07, 8.61166e-15, 1.34321e-24, 2.36598e-36, 
0.4565, 1, 0.60577, 0.366958, 0.222292, 0.131202, 0.00670016, 2.59029e-07, 1.09588e-14, 1.85513e-24, 3.52566e-36, 
0.4575, 1, 0.60577, 0.366958, 0.222292, 0.13146, 0.00711868, 3.01475e-07, 1.39274e-14, 2.5586e-24, 5.24614e-36, 
0.4585, 1, 0.60577, 0.366958, 0.222292, 0.131701, 0.00755594, 3.50455e-07, 1.7677e-14, 3.52395e-24, 7.79494e-36, 
0.4595, 1, 0.60577, 0.366958, 0.222292, 0.131926, 0.00801225, 4.06904e-07, 2.2407e-14, 4.84684e-24, 1.15654e-35, 
0.4605, 1, 0.60577, 0.366958, 0.222292, 0.132136, 0.0084879, 4.71882e-07, 2.83656e-14, 6.65718e-24, 1.7135e-35, 
0.4615, 1, 0.60577, 0.366958, 0.222292, 0.132332, 0.00898316, 5.46586e-07, 3.58625e-14, 9.13118e-24, 2.53504e-35, 
0.4625, 1, 0.60577, 0.366958, 0.222292, 0.132515, 0.00949825, 6.32365e-07, 4.52822e-14, 1.25075e-23, 3.74513e-35, 
0.4635, 1, 0.60577, 0.366958, 0.222292, 0.132685, 0.0100334, 7.30743e-07, 5.71026e-14, 1.71089e-23, 5.52498e-35, 
0.4645, 1, 0.60577, 0.366958, 0.222292, 0.132843, 0.0105887, 8.43433e-07, 7.19164e-14, 2.33714e-23, 8.13914e-35, 
0.4655, 1, 0.60577, 0.366958, 0.222292, 0.13299, 0.0111643, 9.7236e-07, 9.04574e-14, 3.1883e-23, 1.19732e-34, 
0.4665, 1, 0.60577, 0.366958, 0.222292, 0.133127, 0.0117602, 1.11968e-06, 1.13634e-13, 4.34358e-23, 1.75886e-34, 
0.4675, 1, 0.60577, 0.366958, 0.222292, 0.133253, 0.0123766, 1.28783e-06, 1.42567e-13, 5.90951e-23, 2.58013e-34, 
0.4685, 1, 0.60577, 0.366958, 0.222292, 0.13337, 0.0130134, 1.47951e-06, 1.78641e-13, 8.0292e-23, 3.77956e-34, 
0.4695, 1, 0.60577, 0.366958, 0.222292, 0.133479, 0.0136706, 1.69775e-06, 2.2356e-13, 1.08946e-22, 5.52884e-34, 
0.4705, 1, 0.60577, 0.366958, 0.222292, 0.133579, 0.0143481, 1.94595e-06, 2.79422e-13, 1.4763e-22, 8.07647e-34, 
0.4715, 1, 0.60577, 0.366958, 0.222292, 0.133671, 0.0150457, 2.22787e-06, 3.48805e-13, 1.99782e-22, 1.17816e-33, 
0.4725, 1, 0.60577, 0.366958, 0.222292, 0.133757, 0.0157632, 2.54772e-06, 4.34872e-13, 2.7e-22, 1.71627e-33, 
0.4735, 1, 0.60577, 0.366958, 0.222292, 0.133835, 0.0165005, 2.91017e-06, 5.41501e-13, 3.64416e-22, 2.4967e-33, 
0.4745, 1, 0.60577, 0.366958, 0.222292, 0.133908, 0.0172572, 3.32041e-06, 6.73437e-13, 4.91201e-22, 3.627e-33, 
0.4755, 1, 0.60577, 0.366958, 0.222292, 0.133975, 0.018033, 3.78419e-06, 8.36483e-13, 6.61225e-22, 5.26178e-33, 
0.4765, 1, 0.60577, 0.366958, 0.222292, 0.134036, 0.0188276, 4.3079e-06, 1.03772e-12, 8.88937e-22, 7.62294e-33, 
0.4775, 1, 0.60577, 0.366958, 0.222292, 0.134092, 0.0196405, 4.89859e-06, 1.28579e-12, 1.19351e-21, 1.10285e-32, 
0.4785, 1, 0.60577, 0.366958, 0.222292, 0.134144, 0.0204712, 5.56403e-06, 1.5912e-12, 1.60034e-21, 1.59339e-32, 
0.4795, 1, 0.60577, 0.366958, 0.222292, 0.134191, 0.0213193, 6.31283e-06, 1.96675e-12, 2.14308e-21, 2.29898e-32, 
0.4805, 1, 0.60577, 0.366958, 0.222292, 0.134234, 0.0221842, 7.15445e-06, 2.42797e-12, 2.86615e-21, 3.31254e-32, 
0.4815, 1, 0.60577, 0.366958, 0.222292, 0.134274, 0.0230652, 8.09931e-06, 2.99371e-12, 3.82825e-21, 4.76649e-32, 
0.4825, 1, 0.60577, 0.366958, 0.222292, 0.13431, 0.0239618, 9.15884e-06, 3.6868e-12, 5.10673e-21, 6.84939e-32, 
0.4835, 1, 0.60577, 0.366958, 0.222292, 0.134343, 0.0248733, 1.03456e-05, 4.53486e-12, 6.80342e-21, 9.82927e-32, 
0.4845, 1, 0.60577, 0.366958, 0.222292, 0.134374, 0.0257988, 1.16733e-05, 5.57129e-12, 9.05223e-21, 1.40867e-31, 
0.4855, 1, 0.60577, 0.366958, 0.222292, 0.134401, 0.0267378, 1.31571e-05, 6.83637e-12, 1.2029e-20, 2.01612e-31, 
0.4865, 1, 0.60577, 0.366958, 0.222292, 0.134426, 0.0276893, 1.48134e-05, 8.37868e-12, 1.59644e-20, 2.88167e-31, 
0.4875, 1, 0.60577, 0.366958, 0.222292, 0.134449, 0.0286525, 1.66602e-05, 1.02567e-11, 2.11603e-20, 4.11335e-31, 
0.4885, 1, 0.60577, 0.366958, 0.222292, 0.13447, 0.0296265, 1.8717e-05, 1.25407e-11, 2.8012e-20, 5.8637e-31, 
0.4895, 1, 0.60577, 0.366958, 0.222292, 0.134488, 0.0306105, 2.10051e-05, 1.53151e-11, 3.70354e-20, 8.34783e-31, 
0.4905, 1, 0.60577, 0.366958, 0.222292, 0.134505, 0.0316036, 2.35477e-05, 1.86813e-11, 4.8904e-20, 1.18687e-30, 
0.4915, 1, 0.60577, 0.366958, 0.222292, 0.134521, 0.0326048, 2.63699e-05, 2.27604e-11, 6.44951e-20, 1.68524e-30, 
0.4925, 1, 0.60577, 0.366958, 0.222292, 0.134535, 0.033613, 2.94991e-05, 2.76976e-11, 8.49505e-20, 2.38975e-30, 
0.4935, 1, 0.60577, 0.366958, 0.222292, 0.134547, 0.0346274, 3.29646e-05, 3.36663e-11, 1.11754e-19, 3.38435e-30, 
