space, t=0.000000, t=0.100000, t=0.200000, t=0.300000, t=0.400000, t=0.500000, t=0.600000, t=0.700000, t=0.800000, t=0.900000, 
0.1515, 1, 0.60547, 0.00189057, 2.24962e-13, 3.72578e-28, 6.24122e-46, 9.88144e-66, 5.42277e-87, 2.34616e-109, 1.39094e-132, 
0.1525, 1, 0.605526, 0.00222612, 3.36658e-13, 6.79205e-28, 1.34238e-45, 2.44977e-65, 1.52256e-86, 7.35847e-109, 4.8198e-132, 
0.1535, 1, 0.605571, 0.00261213, 5.01647e-13, 1.23233e-27, 2.8728e-45, 6.04175e-65, 4.25198e-86, 2.29523e-108, 1.66079e-131, 
0.1545, 1, 0.605609, 0.00305452, 7.4431e-13, 2.22545e-27, 6.11747e-45, 1.48234e-64, 1.1811e-85, 7.12022e-108, 5.69094e-131, 
0.1555, 1, 0.60564, 0.00355971, 1.09969e-12, 4.00025e-27, 1.29627e-44, 3.61827e-64, 3.26351e-85, 2.19687e-107, 1.93935e-130, 
0.1565, 1, 0.605665, 0.00413452, 1.61796e-12, 7.15735e-27, 2.73333e-44, 8.78695e-64, 8.97009e-85, 6.74184e-107, 6.57273e-130, 
0.1575, 1, 0.605685, 0.00478622, 2.3706e-12, 1.27476e-26, 5.73559e-44, 2.12313e-63, 2.45269e-84, 2.05794e-106, 2.21551e-129, 
0.1585, 1, 0.605702, 0.00552248, 3.45907e-12, 2.26014e-26, 1.19776e-43, 5.10426e-63, 6.67173e-84, 6.24862e-106, 7.4277e-129, 
0.1595, 1, 0.605716, 0.00635134, 5.02675e-12, 3.98919e-26, 2.48935e-43, 1.22102e-62, 1.80552e-83, 1.88734e-105, 2.47689e-128, 
0.1605, 1, 0.605727, 0.00728123, 7.27538e-12, 7.00963e-26, 5.14923e-43, 2.90647e-62, 4.86126e-83, 5.67082e-105, 8.21574e-128, 
0.1615, 1, 0.605735, 0.00832085, 1.04877e-11, 1.22626e-25, 1.06011e-42, 6.88453e-62, 1.30226e-82, 1.69508e-104, 2.71076e-127, 
0.1625, 1, 0.605742, 0.00947919, 1.50584e-11, 2.13579e-25, 2.17237e-42, 1.62281e-61, 3.47105e-82, 5.04076e-104, 8.89726e-127, 
0.1635, 1, 0.605748, 0.0107655, 2.15358e-11, 3.70377e-25, 4.431e-42, 3.80679e-61, 9.20571e-82, 1.49136e-103, 2.90508e-126, 
0.1645, 1, 0.605753, 0.012189, 3.06792e-11, 6.39514e-25, 8.99647e-42, 8.88721e-61, 2.42942e-81, 4.39001e-103, 9.43656e-126, 
0.1655, 1, 0.605756, 0.0137591, 4.35354e-11, 1.09949e-24, 1.81827e-41, 2.06492e-60, 6.37984e-81, 1.28576e-102, 3.04956e-125, 
0.1665, 1, 0.605759, 0.0154854, 6.15418e-11, 1.88229e-24, 3.6583e-41, 4.77512e-60, 1.66724e-80, 3.74696e-102, 9.80496e-125, 
0.1675, 1, 0.605762, 0.017377, 8.66645e-11, 3.20883e-24, 7.32732e-41, 1.09908e-59, 4.3359e-80, 1.08653e-101, 3.13656e-124, 
0.1685, 1, 0.605764, 0.0194432, 1.21582e-10, 5.44735e-24, 1.46108e-40, 2.51794e-59, 1.1222e-79, 3.13517e-101, 9.98334e-124, 
0.1695, 1, 0.605765, 0.0216928, 1.69929e-10, 9.20914e-24, 2.90053e-40, 5.74187e-59, 2.89058e-79, 9.00227e-101, 3.16176e-123, 
0.1705, 1, 0.605766, 0.0241342, 2.3662e-10, 1.55046e-23, 5.73286e-40, 1.30336e-58, 7.41037e-79, 2.57235e-100, 9.96381e-123, 
0.1715, 1, 0.605767, 0.0267755, 3.28272e-10, 2.5997e-23, 1.12816e-39, 2.94508e-58, 1.89081e-78, 7.31493e-100, 3.12451e-122, 
0.1725, 1, 0.605768, 0.0296241, 4.5376e-10, 4.34133e-23, 2.21048e-39, 6.62462e-58, 4.80199e-78, 2.07017e-99, 9.75016e-122, 
0.1735, 1, 0.605768, 0.0326868, 6.24945e-10, 7.22054e-23, 4.31257e-39, 1.48345e-57, 1.21389e-77, 5.83084e-99, 3.02782e-121, 
0.1745, 1, 0.605769, 0.0359695, 8.5762e-10, 1.19613e-22, 8.3778e-39, 3.30707e-57, 3.05443e-77, 1.63456e-98, 9.3573e-121, 
0.1755, 1, 0.605769, 0.0394773, 1.17273e-09, 1.97362e-22, 1.62063e-38, 7.33988e-57, 7.65052e-77, 4.56066e-98, 2.87798e-120, 
0.1765, 1, 0.605769, 0.0432143, 1.59794e-09, 3.24366e-22, 3.12183e-38, 1.62189e-56, 1.90755e-76, 1.26656e-97, 8.80955e-120, 
0.1775, 1, 0.60577, 0.0471835, 2.16971e-09, 5.31017e-22, 5.98853e-38, 3.56826e-56, 4.73474e-76, 3.50116e-97, 2.68389e-119, 
0.1785, 1, 0.60577, 0.0513869, 2.9358e-09, 8.65954e-22, 1.14401e-37, 7.81638e-56, 1.16995e-75, 9.63373e-97, 8.13826e-119, 
0.1795, 1, 0.60577, 0.0558251, 3.95869e-09, 1.40672e-21, 2.17646e-37, 1.70483e-55, 2.87806e-75, 2.6387e-96, 2.45623e-118, 
0.1805, 1, 0.60577, 0.0604976, 5.31969e-09, 2.27645e-21, 4.12377e-37, 3.70252e-55, 7.0487e-75, 7.19465e-96, 7.37888e-118, 
0.1815, 1, 0.60577, 0.0654024, 7.12434e-09, 3.66994e-21, 7.7817e-37, 8.00693e-55, 1.71873e-74, 1.95284e-95, 2.20653e-117, 
0.1825, 1, 0.60577, 0.0705362, 9.50906e-09, 5.89416e-21, 1.46252e-36, 1.72425e-54, 4.1726e-74, 5.27687e-95, 6.56805e-117, 
0.1835, 1, 0.60577, 0.0758945, 1.26496e-08, 9.43104e-21, 2.73774e-36, 3.69753e-54, 1.0086e-73, 1.41954e-94, 1.9462e-116, 
0.1845, 1, 0.60577, 0.0814712, 1.67715e-08, 1.50343e-20, 5.10452e-36, 7.89612e-54, 2.4275e-73, 3.80186e-94, 5.74079e-116, 
0.1855, 1, 0.60577, 0.0872589, 2.21635e-08, 2.38784e-20, 9.47986e-36, 1.67926e-53, 5.81752e-73, 1.01375e-93, 1.68579e-115, 
0.1865, 1, 0.60577, 0.0932488, 2.91933e-08, 3.77864e-20, 1.75366e-35, 3.5566e-53, 1.38825e-72, 2.69135e-93, 4.92829e-115, 
0.1875, 1, 0.60577, 0.099431, 3.83283e-08, 5.95781e-20, 3.23145e-35, 7.50204e-53, 3.29883e-72, 7.1141e-93, 1.43437e-114, 
0.1885, 1, 0.60577, 0.105794, 5.01601e-08, 9.35987e-20, 5.93155e-35, 1.57602e-52, 7.80596e-72, 1.87238e-92, 4.15632e-114, 
0.1895, 1, 0.60577, 0.112325, 6.5435e-08, 1.4652e-19, 1.0846e-34, 3.29756e-52, 1.83942e-71, 4.90688e-92, 1.19909e-113, 
0.1905, 1, 0.60577, 0.119011, 8.50914e-08, 2.28547e-19, 1.97568e-34, 6.87201e-52, 4.31649e-71, 1.28046e-91, 3.44432e-113, 
0.1915, 1, 0.60577, 0.125837, 1.10305e-07, 3.55238e-19, 3.5852e-34, 1.42642e-51, 1.00877e-70, 3.32723e-91, 9.85088e-113, 
0.1925, 1, 0.60577, 0.132788, 1.42544e-07, 5.50224e-19, 6.48152e-34, 2.94914e-51, 2.34787e-70, 8.60942e-91, 2.80528e-112, 
0.1935, 1, 0.60577, 0.139846, 1.83637e-07, 8.4927e-19, 1.16739e-33, 6.07347e-51, 5.44237e-70, 2.21844e-90, 7.95464e-112, 
0.1945, 1, 0.60577, 0.146996, 2.3585e-07, 1.30632e-18, 2.09478e-33, 1.2459e-50, 1.25645e-69, 5.69264e-90, 2.24604e-111, 
0.1955, 1, 0.60577, 0.154219, 3.01987e-07, 2.00244e-18, 3.74508e-33, 2.54593e-50, 2.88906e-69, 1.45474e-89, 6.31511e-111, 
0.1965, 1, 0.60577, 0.161497, 3.85501e-07, 3.05904e-18, 6.67098e-33, 5.18248e-50, 6.61658e-69, 3.70232e-89, 1.76815e-110, 
0.1975, 1, 0.60577, 0.168812, 4.90636e-07, 4.65736e-18, 1.18396e-32, 1.05091e-49, 1.50934e-68, 9.384e-89, 4.92997e-110, 
0.1985, 1, 0.60577, 0.176145, 6.22585e-07, 7.06695e-18, 2.09368e-32, 2.12296e-49, 3.42946e-68, 2.36887e-88, 1.36888e-109, 
0.1995, 1, 0.60577, 0.183479, 7.87688e-07, 1.06874e-17, 3.68913e-32, 4.27245e-49, 7.7618e-68, 5.95581e-88, 3.78528e-109, 
0.2005, 1, 0.60577, 0.190794, 9.93654e-07, 1.6109e-17, 6.47717e-32, 8.56605e-49, 1.74987e-67, 1.49142e-87, 1.04243e-108, 
0.2015, 1, 0.60577, 0.198073, 1.24983e-06, 2.42009e-17, 1.1332e-31, 1.71105e-48, 3.92978e-67, 3.71988e-87, 2.85908e-108, 
0.2025, 1, 0.60577, 0.205298, 1.56751e-06, 3.62387e-17, 1.97558e-31, 3.40514e-48, 8.79142e-67, 9.24138e-87, 7.80991e-108, 
0.2035, 1, 0.60577, 0.212451, 1.96031e-06, 5.40878e-17, 3.43211e-31, 6.7516e-48, 1.95924e-66, 2.28683e-86, 2.12479e-107, 
0.2045, 1, 0.60577, 0.219517, 2.44458e-06, 8.04678e-17, 5.94176e-31, 1.33379e-47, 4.34975e-66, 5.63679e-86, 5.75765e-107, 
0.2055, 1, 0.60577, 0.22648, 3.03986e-06, 1.1933e-16, 1.0251e-30, 2.62534e-47, 9.62052e-66, 1.38401e-85, 1.55398e-106, 
0.2065, 1, 0.60577, 0.233324, 3.76952e-06, 1.76397e-16, 1.76249e-30, 5.14889e-47, 2.11983e-65, 3.38506e-85, 4.17759e-106, 
0.2075, 1, 0.60577, 0.240036, 4.66133e-06, 2.5993e-16, 3.01996e-30, 1.00619e-46, 4.65353e-65, 8.24752e-85, 1.11865e-105, 
0.2085, 1, 0.60577, 0.246602, 5.74822e-06, 3.81815e-16, 5.15707e-30, 1.95926e-46, 1.01777e-64, 2.00179e-84, 2.98378e-105, 
0.2095, 1, 0.60577, 0.253012, 7.06913e-06, 5.59104e-16, 8.77685e-30, 3.80157e-46, 2.21776e-64, 4.84021e-84, 7.9277e-105, 
0.2105, 1, 0.60577, 0.259254, 8.66995e-06, 8.16172e-16, 1.48874e-29, 7.3502e-46, 4.81488e-64, 1.16592e-83, 2.0982e-104, 
0.2115, 1, 0.60577, 0.265318, 1.06046e-05, 1.18776e-15, 2.51682e-29, 1.41615e-45, 1.04153e-63, 2.79794e-83, 5.53192e-104, 
0.2125, 1, 0.60577, 0.271196, 1.29362e-05, 1.72324e-15, 4.24078e-29, 2.71899e-45, 2.24483e-63, 6.6894e-83, 1.45292e-103, 
0.2135, 1, 0.60577, 0.276881, 1.57385e-05, 2.49252e-15, 7.12216e-29, 5.20232e-45, 4.82091e-63, 1.59339e-82, 3.80151e-103, 
0.2145, 1, 0.60577, 0.282367, 1.90973e-05, 3.59431e-15, 1.19222e-28, 9.91949e-45, 1.03161e-62, 3.7814e-82, 9.90895e-103, 
0.2155, 1, 0.60577, 0.287649, 2.31123e-05, 5.16756e-15, 1.98925e-28, 1.88492e-44, 2.19967e-62, 8.94102e-82, 2.57315e-102, 
0.2165, 1, 0.60577, 0.292723, 2.78987e-05, 7.40726e-15, 3.30841e-28, 3.56958e-44, 4.67368e-62, 2.10638e-81, 6.65697e-102, 
0.2175, 1, 0.60577, 0.297587, 3.35894e-05, 1.05862e-14, 5.48472e-28, 6.73704e-44, 9.89531e-62, 4.94432e-81, 1.71582e-101, 
0.2185, 1, 0.60577, 0.302238, 4.03373e-05, 1.50848e-14, 9.06365e-28, 1.26724e-43, 2.08775e-61, 1.1564e-80, 4.40617e-101, 
0.2195, 1, 0.60577, 0.306677, 4.83178e-05, 2.14322e-14, 1.49305e-27, 2.37572e-43, 4.3895e-61, 2.69496e-80, 1.12733e-100, 
0.2205, 1, 0.60577, 0.310905, 5.7731e-05, 3.03618e-14, 2.45174e-27, 4.43899e-43, 9.19702e-61, 6.25811e-80, 2.87377e-100, 
0.2215, 1, 0.60577, 0.314921, 6.88055e-05, 4.28875e-14, 4.01341e-27, 8.26679e-43, 1.92036e-60, 1.44808e-79, 7.29913e-100, 
0.2225, 1, 0.60577, 0.31873, 8.18005e-05, 6.04066e-14, 6.54937e-27, 1.53448e-42, 3.99605e-60, 3.33892e-79, 1.84722e-99, 
0.2235, 1, 0.60577, 0.322334, 9.70099e-05, 8.48389e-14, 1.06547e-26, 2.83898e-42, 8.28706e-60, 7.67174e-79, 4.65802e-99, 
0.2245, 1, 0.60577, 0.325737, 0.000114766, 1.18815e-13, 1.728e-26, 5.23543e-42, 1.71277e-59, 1.75657e-78, 1.17038e-98, 
0.2255, 1, 0.60577, 0.328943, 0.000135441, 1.65929e-13, 2.79393e-26, 9.6236e-42, 3.52804e-59, 4.00798e-78, 2.93027e-98, 
0.2265, 1, 0.60577, 0.331957, 0.000159456, 2.31075e-13, 4.50367e-26, 1.7633e-41, 7.24293e-59, 9.11352e-78, 7.31053e-98, 
0.2275, 1, 0.60577, 0.334786, 0.000187279, 3.20903e-13, 7.23776e-26, 3.22051e-41, 1.482e-58, 2.06516e-77, 1.81743e-97, 
0.2285, 1, 0.60577, 0.337435, 0.000219434, 4.44415e-13, 1.15967e-25, 5.8633e-41, 3.02234e-58, 4.66375e-77, 4.50241e-97, 
0.2295, 1, 0.60577, 0.33991, 0.000256504, 6.13773e-13, 1.85253e-25, 1.06411e-40, 6.14337e-58, 1.04964e-76, 1.11152e-96, 
0.2305, 1, 0.60577, 0.342219, 0.000299134, 8.45351e-13, 2.95057e-25, 1.92515e-40, 1.24465e-57, 2.35438e-76, 2.73453e-96, 
0.2315, 1, 0.60577, 0.344367, 0.000348039, 1.16114e-12, 4.68556e-25, 3.47205e-40, 2.51346e-57, 5.26321e-76, 6.70422e-96, 
0.2325, 1, 0.60577, 0.346363, 0.000404005, 1.59058e-12, 7.41892e-25, 6.24246e-40, 5.05929e-57, 1.17266e-75, 1.63804e-95, 
0.2335, 1, 0.60577, 0.348213, 0.000467898, 2.17301e-12, 1.17125e-24, 1.11888e-39, 1.01509e-56, 2.60403e-75, 3.98855e-95, 
0.2345, 1, 0.60577, 0.349925, 0.000540666, 2.96077e-12, 1.84373e-24, 1.99928e-39, 2.03016e-56, 5.76346e-75, 9.67899e-95, 
0.2355, 1, 0.60577, 0.351506, 0.000623341, 4.02342e-12, 2.89395e-24, 3.56152e-39, 4.04733e-56, 1.27142e-74, 2.34087e-94, 
0.2365, 1, 0.60577, 0.352962, 0.000717052, 5.45304e-12, 4.52935e-24, 6.32524e-39, 8.04322e-56, 2.79557e-74, 5.6424e-94, 
0.2375, 1, 0.60577, 0.354302, 0.000823021, 7.37126e-12, 7.0687e-24, 1.11996e-38, 1.59338e-55, 6.12685e-74, 1.35549e-93, 
0.2385, 1, 0.60577, 0.355533, 0.00094257, 9.93829e-12, 1.10004e-23, 1.97708e-38, 3.14664e-55, 1.33843e-73, 3.24552e-93, 
0.2395, 1, 0.60577, 0.35666, 0.00107712, 1.33646e-11, 1.70708e-23, 3.47972e-38, 6.19466e-55, 2.91441e-73, 7.74522e-93, 
0.2405, 1, 0.60577, 0.357691, 0.00122822, 1.79258e-11, 2.64165e-23, 6.10622e-38, 1.21574e-54, 6.32576e-73, 1.84226e-92, 
0.2415, 1, 0.60577, 0.358632, 0.00139749, 2.39823e-11, 4.07648e-23, 1.06835e-37, 2.37858e-54, 1.36863e-72, 4.36762e-92, 
0.2425, 1, 0.60577, 0.359489, 0.0015867, 3.20033e-11, 6.27319e-23, 1.8637e-37, 4.63941e-54, 2.95177e-72, 1.0321e-91, 
0.2435, 1, 0.60577, 0.360269, 0.00179772, 4.25989e-11, 9.62702e-23, 3.24166e-37, 9.02151e-54, 6.34606e-72, 2.43102e-91, 
0.2445, 1, 0.60577, 0.360977, 0.00203251, 5.656e-11, 1.47334e-22, 5.62202e-37, 1.74894e-53, 1.36007e-71, 5.7076e-91, 
0.2455, 1, 0.60577, 0.361619, 0.00229318, 7.49089e-11, 2.24867e-22, 9.72207e-37, 3.3803e-53, 2.90574e-71, 1.33574e-90, 
0.2465, 1, 0.60577, 0.362199, 0.00258193, 9.89638e-11, 3.42269e-22, 1.67638e-36, 6.5137e-53, 6.18873e-71, 3.11603e-90, 
0.2475, 1, 0.60577, 0.362723, 0.00290107, 1.3042e-10, 5.19561e-22, 2.88232e-36, 1.25141e-52, 1.31402e-70, 7.24601e-90, 
0.2485, 1, 0.60577, 0.363195, 0.00325303, 1.71453e-10, 7.86572e-22, 4.94165e-36, 2.39705e-52, 2.78138e-70, 1.67966e-89, 
0.2495, 1, 0.60577, 0.36362, 0.00364033, 2.24845e-10, 1.18762e-21, 8.4483e-36, 4.57792e-52, 5.86934e-70, 3.88128e-89, 
0.2505, 1, 0.60577, 0.364001, 0.00406558, 2.94148e-10, 1.7884e-21, 1.44026e-35, 8.71719e-52, 1.23479e-69, 8.9406e-89, 
0.2515, 1, 0.60577, 0.364343, 0.0045315, 3.83883e-10, 2.68597e-21, 2.44846e-35, 1.65505e-51, 2.58986e-69, 2.05307e-88, 
0.2525, 1, 0.60577, 0.364649, 0.00504086, 4.99791e-10, 4.02343e-21, 4.15079e-35, 3.13312e-51, 5.41561e-69, 4.69993e-88, 
0.2535, 1, 0.60577, 0.364922, 0.00559653, 6.49142e-10, 6.01111e-21, 7.01717e-35, 5.91399e-51, 1.12905e-68, 1.0726e-87, 
0.2545, 1, 0.60577, 0.365166, 0.00620142, 8.41123e-10, 8.95742e-21, 1.18302e-34, 1.11309e-50, 2.34682e-68, 2.44032e-87, 
0.2555, 1, 0.60577, 0.365383, 0.0068585, 1.08731e-09, 1.33133e-20, 1.98897e-34, 2.08895e-50, 4.86353e-68, 5.53514e-87, 
0.2565, 1, 0.60577, 0.365576, 0.00757076, 1.40226e-09, 1.97366e-20, 3.33484e-34, 3.90916e-50, 1.00493e-67, 1.25166e-86, 
0.2575, 1, 0.60577, 0.365747, 0.00834122, 1.80421e-09, 2.9184e-20, 5.57621e-34, 7.29461e-50, 2.07035e-67, 2.82181e-86, 
0.2585, 1, 0.60577, 0.365898, 0.0091729, 2.31601e-09, 4.3044e-20, 9.29879e-34, 1.35734e-49, 4.25279e-67, 6.34248e-86, 
0.2595, 1, 0.60577, 0.366032, 0.0100688, 2.96612e-09, 6.33255e-20, 1.54648e-33, 2.51856e-49, 8.71037e-67, 1.4213e-85, 
0.2605, 1, 0.60577, 0.36615, 0.0110319, 3.79002e-09, 9.29287e-20, 2.56505e-33, 4.66012e-49, 1.77884e-66, 3.17552e-85, 
0.2615, 1, 0.60577, 0.366254, 0.0120651, 4.83172e-09, 1.36029e-19, 4.24316e-33, 8.59861e-49, 3.62227e-66, 7.07378e-85, 
0.2625, 1, 0.60577, 0.366346, 0.0131713, 6.14579e-09, 1.98624e-19, 7.00051e-33, 1.58217e-48, 7.35487e-66, 1.5711e-84, 
0.2635, 1, 0.60577, 0.366426, 0.0143531, 7.79961e-09, 2.89302e-19, 1.15192e-32, 2.9032e-48, 1.4891e-65, 3.47916e-84, 
0.2645, 1, 0.60577, 0.366497, 0.0156134, 9.87628e-09, 4.20339e-19, 1.89049e-32, 5.31257e-48, 3.00632e-65, 7.68195e-84, 
0.2655, 1, 0.60577, 0.366559, 0.0169544, 1.2478e-08, 6.09231e-19, 3.09449e-32, 9.6949e-48, 6.05222e-65, 1.69122e-83, 
0.2665, 1, 0.60577, 0.366613, 0.0183787, 1.57301e-08, 8.80851e-19, 5.05213e-32, 1.76441e-47, 1.21497e-64, 3.71252e-83, 
0.2675, 1, 0.60577, 0.36666, 0.0198882, 1.97862e-08, 1.27048e-18, 8.22688e-32, 3.2024e-47, 2.43219e-64, 8.12606e-83, 
0.2685, 1, 0.60577, 0.366701, 0.0214851, 2.48335e-08, 1.82802e-18, 1.33621e-31, 5.79669e-47, 4.85528e-64, 1.77354e-82, 
0.2695, 1, 0.60577, 0.366737, 0.0231711, 3.11005e-08, 2.62393e-18, 2.16473e-31, 1.04645e-46, 9.66541e-64, 3.85973e-82, 
0.2705, 1, 0.60577, 0.366768, 0.0249476, 3.88646e-08, 3.75735e-18, 3.49803e-31, 1.88406e-46, 1.91877e-63, 8.37594e-82, 
0.2715, 1, 0.60577, 0.366795, 0.0268158, 4.84623e-08, 5.36756e-18, 5.63819e-31, 3.3831e-46, 3.79863e-63, 1.8125e-81, 
0.2725, 1, 0.60577, 0.366818, 0.0287768, 6.03006e-08, 7.64969e-18, 9.06481e-31, 6.05878e-46, 7.49961e-63, 3.91104e-81, 
0.2735, 1, 0.60577, 0.366838, 0.0308312, 7.48708e-08, 1.08764e-17, 1.45374e-30, 1.08221e-45, 1.4766e-62, 8.41562e-81, 
0.2745, 1, 0.60577, 0.366856, 0.0329793, 9.27645e-08, 1.5428e-17, 2.32555e-30, 1.92795e-45, 2.89938e-62, 1.80577e-80, 
0.2755, 1, 0.60577, 0.366871, 0.0352211, 1.14692e-07, 2.18333e-17, 3.71094e-30, 3.42569e-45, 5.67768e-62, 3.86392e-80, 
0.2765, 1, 0.60577, 0.366883, 0.0375563, 1.41507e-07, 3.08263e-17, 5.90699e-30, 6.07116e-45, 1.10883e-61, 8.24494e-80, 
0.2775, 1, 0.60577, 0.366894, 0.0399843, 1.74225e-07, 4.3423e-17, 9.37943e-30, 1.07318e-44, 2.15971e-61, 1.75447e-79, 
0.2785, 1, 0.60577, 0.366904, 0.042504, 2.14065e-07, 6.10266e-17, 1.48567e-29, 1.89213e-44, 4.19531e-61, 3.72315e-79, 
0.2795, 1, 0.60577, 0.366912, 0.0451139, 2.62472e-07, 8.55707e-17, 2.34749e-29, 3.32751e-44, 8.12788e-61, 7.87925e-79, 
0.2805, 1, 0.60577, 0.366919, 0.0478125, 3.21166e-07, 1.19713e-16, 3.70026e-29, 5.83686e-44, 1.57051e-60, 1.66293e-78, 
0.2815, 1, 0.60577, 0.366925, 0.0505974, 3.92183e-07, 1.671e-16, 5.81846e-29, 1.02126e-43, 3.02663e-60, 3.50014e-78, 
0.2825, 1, 0.60577, 0.36693, 0.0534664, 4.77932e-07, 2.32718e-16, 9.12722e-29, 1.78236e-43, 5.81753e-60, 7.34719e-78, 
0.2835, 1, 0.60577, 0.366934, 0.0564164, 5.81256e-07, 3.23379e-16, 1.42833e-28, 3.10285e-43, 1.11528e-59, 1.53811e-77, 
0.2845, 1, 0.60577, 0.366938, 0.0594443, 7.05499e-07, 4.48356e-16, 2.22987e-28, 5.38814e-43, 2.13255e-59, 3.21138e-77, 
0.2855, 1, 0.60577, 0.366941, 0.0625466, 8.5459e-07, 6.20254e-16, 3.47298e-28, 9.33327e-43, 4.06714e-59, 6.68708e-77, 
0.2865, 1, 0.60577, 0.366944, 0.0657194, 1.03313e-06, 8.56163e-16, 5.39631e-28, 1.61269e-42, 7.73677e-59, 1.38876e-76, 
0.2875, 1, 0.60577, 0.366946, 0.0689585, 1.24652e-06, 1.1792e-15, 8.36507e-28, 2.77968e-42, 1.46797e-58, 2.87654e-76, 
0.2885, 1, 0.60577, 0.366948, 0.0722595, 1.50102e-06, 1.62058e-15, 1.29368e-27, 4.77936e-42, 2.7782e-58, 5.94249e-76, 
0.2895, 1, 0.60577, 0.36695, 0.0756175, 1.80396e-06, 2.22232e-15, 1.99604e-27, 8.1975e-42, 5.24452e-58, 1.22441e-75, 
0.2905, 1, 0.60577, 0.366951, 0.0790277, 2.16383e-06, 3.04088e-15, 3.07259e-27, 1.4026e-41, 9.87524e-58, 2.51625e-75, 
0.2915, 1, 0.60577, 0.366952, 0.0824848, 2.59048e-06, 4.152e-15, 4.71887e-27, 2.39405e-41, 1.85479e-57, 5.15764e-75, 
0.2925, 1, 0.60577, 0.366953, 0.0859833, 3.0953e-06, 5.65696e-15, 7.23057e-27, 4.07646e-41, 3.47498e-57, 1.05444e-74, 
0.2935, 1, 0.60577, 0.366954, 0.0895176, 3.69144e-06, 7.69095e-15, 1.10538e-26, 6.9245e-41, 6.49416e-57, 2.15019e-74, 
0.2945, 1, 0.60577, 0.366954, 0.093082, 4.39403e-06, 1.04341e-14, 1.68603e-26, 1.17342e-40, 1.21063e-56, 4.37336e-74, 
0.2955, 1, 0.60577, 0.366955, 0.0966706, 5.22046e-06, 1.41257e-14, 2.56585e-26, 1.98373e-40, 2.25127e-56, 8.87246e-74, 
0.2965, 1, 0.60577, 0.366956, 0.100277, 6.19068e-06, 1.90832e-14, 3.89598e-26, 3.34566e-40, 4.17609e-56, 1.79542e-73, 
0.2975, 1, 0.60577, 0.366956, 0.103896, 7.32751e-06, 2.57265e-14, 5.90238e-26, 5.62929e-40, 7.72761e-56, 3.62401e-73, 
0.2985, 1, 0.60577, 0.366956, 0.107521, 8.65699e-06, 3.46103e-14, 8.92208e-26, 9.44939e-40, 1.42645e-55, 7.29653e-73, 
0.2995, 1, 0.60577, 0.366957, 0.111146, 1.02088e-05, 4.64653e-14, 1.34567e-25, 1.58247e-39, 2.62672e-55, 1.46539e-72, 
0.3005, 1, 0.60577, 0.366957, 0.114765, 1.20166e-05, 6.22522e-14, 2.0251e-25, 2.64397e-39, 4.82519e-55, 2.93562e-72, 
0.3015, 1, 0.60577, 0.366957, 0.118372, 1.41188e-05, 8.32315e-14, 3.04087e-25, 4.40726e-39, 8.84235e-55, 5.86633e-72, 
0.3025, 1, 0.60577, 0.366957, 0.121961, 1.65585e-05, 1.11053e-13, 4.55611e-25, 7.32952e-39, 1.6165e-54, 1.16938e-71, 
0.3035, 1, 0.60577, 0.366957, 0.125526, 1.93848e-05, 1.47874e-13, 6.81146e-25, 1.21614e-38, 2.94811e-54, 2.32525e-71, 
0.3045, 1, 0.60577, 0.366957, 0.129062, 2.26526e-05, 1.96503e-13, 1.01611e-24, 2.01324e-38, 5.36385e-54, 4.61228e-71, 
0.3055, 1, 0.60577, 0.366957, 0.132563, 2.6424e-05, 2.60598e-13, 1.51252e-24, 3.32518e-38, 9.73594e-54, 9.12636e-71, 
0.3065, 1, 0.60577, 0.366957, 0.136024, 3.07685e-05, 3.44906e-13, 2.24658e-24, 5.4796e-38, 1.763e-53, 1.80144e-70, 
0.3075, 1, 0.60577, 0.366958, 0.13944, 3.5764e-05, 4.55578e-13, 3.32975e-24, 9.00948e-38, 3.18496e-53, 3.54719e-70, 
0.3085, 1, 0.60577, 0.366958, 0.142807, 4.14974e-05, 6.00565e-13, 4.9246e-24, 1.47799e-37, 5.74032e-53, 6.96785e-70, 
0.3095, 1, 0.60577, 0.366958, 0.146118, 4.80659e-05, 7.90128e-13, 7.26786e-24, 2.41919e-37, 1.03218e-52, 1.36542e-69, 
0.3105, 1, 0.60577, 0.366958, 0.149371, 5.55772e-05, 1.03748e-12, 1.07034e-23, 3.95091e-37, 1.85167e-52, 2.66926e-69, 
0.3115, 1, 0.60577, 0.366958, 0.152561, 6.41511e-05, 1.35959e-12, 1.57296e-23, 6.43812e-37, 3.31411e-52, 5.20566e-69, 
0.3125, 1, 0.60577, 0.366958, 0.155685, 7.39206e-05, 1.77823e-12, 2.30676e-23, 1.04679e-36, 5.9179e-52, 1.01281e-68, 
0.3135, 1, 0.60577, 0.366958, 0.158739, 8.50321e-05, 2.32125e-12, 3.3758e-23, 1.69824e-36, 1.05432e-51, 1.96584e-68, 
0.3145, 1, 0.60577, 0.366958, 0.16172, 9.76476e-05, 3.02425e-12, 4.93e-23, 2.74907e-36, 1.87405e-51, 3.80664e-68, 
0.3155, 1, 0.60577, 0.366958, 0.164625, 0.000111945, 3.93256e-12, 7.18483e-23, 4.44041e-36, 3.32355e-51, 7.35383e-68, 
0.3165, 1, 0.60577, 0.366958, 0.167452, 0.00012812, 5.10389e-12, 1.04493e-22, 7.15673e-36, 5.88081e-51, 1.41732e-67, 
