time, x=0.000000, x=0.100000, x=0.200000, x=0.300000, x=0.400000, x=0.500000, x=0.600000, x=0.700000, x=0.800000, x=0.900000, 
0.899, 2.61206e-273, 1.33189e-163, 1.71491e-108, 4.428e-72, 9.18963e-47, 4.82492e-29, 6.31239e-17, 3.93839e-09, 9.60575e-05, 0.00572734, 
0.9, 1.2995e-273, 7.36137e-164, 1.04243e-108, 2.93562e-72, 6.59798e-47, 3.72887e-29, 5.22282e-17, 3.47076e-09, 8.96357e-05, 0.00559543, 
0.901, 6.46502e-274, 4.06819e-164, 6.33529e-109, 1.94569e-72, 4.73561e-47, 2.88068e-29, 4.31943e-17, 3.05723e-09, 8.36042e-05, 0.00546469, 
0.902, 3.21635e-274, 2.248e-164, 3.84945e-109, 1.28922e-72, 3.39778e-47, 2.22455e-29, 3.57075e-17, 2.69172e-09, 7.79421e-05, 0.00533518, 
0.903, 1.60013e-274, 1.24206e-164, 2.33853e-109, 8.54004e-73, 2.43706e-47, 1.7172e-29, 2.95056e-17, 2.3688e-09, 7.26295e-05, 0.00520695, 
0.904, 7.96066e-275, 6.86185e-165, 1.42037e-109, 5.65554e-73, 1.7474e-47, 1.32504e-29, 2.43703e-17, 2.08366e-09, 6.76475e-05, 0.00508002, 
0.905, 3.96043e-275, 3.79047e-165, 8.62527e-110, 3.74429e-73, 1.25248e-47, 1.02204e-29, 2.01201e-17, 1.83199e-09, 6.29779e-05, 0.00495446, 
0.906, 1.97031e-275, 2.09361e-165, 5.2367e-110, 2.47826e-73, 8.97441e-48, 7.88026e-30, 1.6604e-17, 1.60998e-09, 5.86033e-05, 0.00483031, 
0.907, 9.8023e-276, 1.15625e-165, 3.17875e-110, 1.63985e-73, 6.42827e-48, 6.07356e-30, 1.36964e-17, 1.41421e-09, 5.45071e-05, 0.0047076, 
0.908, 4.87665e-276, 6.385e-166, 1.92916e-110, 1.08479e-73, 4.60296e-48, 4.67927e-30, 1.12931e-17, 1.24168e-09, 5.06737e-05, 0.00458637, 
0.909, 2.42613e-276, 3.52552e-166, 1.17057e-110, 7.1741e-74, 3.29485e-48, 3.60368e-30, 9.30758e-18, 1.0897e-09, 4.70879e-05, 0.00446667, 
0.91, 1.207e-276, 1.94642e-166, 7.10128e-111, 4.7432e-74, 2.3577e-48, 2.77425e-30, 7.66783e-18, 9.55873e-10, 4.37356e-05, 0.00434852, 
0.911, 6.00483e-277, 1.0745e-166, 4.30717e-111, 3.13515e-74, 1.68654e-48, 2.13491e-30, 6.31426e-18, 8.381e-10, 4.0603e-05, 0.00423197, 
0.912, 2.9874e-277, 5.93096e-167, 2.61194e-111, 2.0717e-74, 1.20604e-48, 1.64227e-30, 5.19741e-18, 7.34501e-10, 3.76773e-05, 0.00411705, 
0.913, 1.48623e-277, 3.27339e-167, 1.58361e-111, 1.36861e-74, 8.62149e-49, 1.26283e-30, 4.27628e-18, 6.43414e-10, 3.49461e-05, 0.00400378, 
0.914, 7.39401e-278, 1.80645e-167, 9.59946e-112, 9.0389e-75, 6.16112e-49, 9.70683e-31, 3.5169e-18, 5.63364e-10, 3.2398e-05, 0.0038922, 
0.915, 3.67852e-278, 9.96793e-168, 5.81784e-112, 5.96807e-75, 4.40142e-49, 7.45838e-31, 2.89115e-18, 4.93049e-10, 3.00217e-05, 0.00378233, 
0.916, 1.83006e-278, 5.49969e-168, 3.52527e-112, 3.93946e-75, 3.14328e-49, 5.72857e-31, 2.37572e-18, 4.31313e-10, 2.78068e-05, 0.0036742, 
0.917, 9.10456e-279, 3.03407e-168, 2.13569e-112, 2.59969e-75, 2.24404e-49, 4.39828e-31, 1.95136e-18, 3.77136e-10, 2.57434e-05, 0.00356783, 
0.918, 4.52952e-279, 1.67366e-168, 1.2936e-112, 1.71511e-75, 1.60153e-49, 3.37562e-31, 1.60212e-18, 3.29614e-10, 2.3822e-05, 0.00346325, 
0.919, 2.25344e-279, 9.23125e-169, 7.83386e-113, 1.13122e-75, 1.14261e-49, 2.58976e-31, 1.31483e-18, 2.87949e-10, 2.20339e-05, 0.00336047, 
0.92, 1.12108e-279, 5.09106e-169, 4.74317e-113, 7.45907e-76, 8.14926e-50, 1.98611e-31, 1.0786e-18, 2.51437e-10, 2.03706e-05, 0.00325951, 
0.921, 5.57739e-280, 2.80744e-169, 2.87129e-113, 4.91709e-76, 5.81028e-50, 1.52258e-31, 8.84445e-19, 2.19455e-10, 1.88242e-05, 0.00316038, 
0.922, 2.77475e-280, 1.54798e-169, 1.73781e-113, 3.24053e-76, 4.14127e-50, 1.16679e-31, 7.24932e-19, 1.91455e-10, 1.73871e-05, 0.00306311, 
0.923, 1.38044e-280, 8.53447e-170, 1.05159e-113, 2.13505e-76, 2.95073e-50, 8.93808e-32, 5.93939e-19, 1.66952e-10, 1.60523e-05, 0.00296769, 
0.924, 6.86769e-281, 4.7048e-170, 6.36214e-114, 1.40633e-76, 2.10176e-50, 6.84433e-32, 4.86412e-19, 1.45519e-10, 1.48132e-05, 0.00287415, 
0.925, 3.41668e-281, 2.59334e-170, 3.84838e-114, 9.26086e-77, 1.49657e-50, 5.23908e-32, 3.98186e-19, 1.26781e-10, 1.36635e-05, 0.00278248, 
0.926, 1.6998e-281, 1.42933e-170, 2.3274e-114, 6.09678e-77, 1.0653e-50, 4.00882e-32, 3.25826e-19, 1.10406e-10, 1.25971e-05, 0.0026927, 
0.927, 8.45648e-282, 7.87698e-171, 1.40728e-114, 4.0127e-77, 7.5806e-51, 3.0663e-32, 2.66505e-19, 9.61028e-11, 1.16087e-05, 0.00260481, 
0.928, 4.2071e-282, 4.34052e-171, 8.50757e-115, 2.64033e-77, 5.39258e-51, 2.3445e-32, 2.17893e-19, 8.36151e-11, 1.06929e-05, 0.00251881, 
0.929, 2.09303e-282, 2.39154e-171, 5.14221e-115, 1.73687e-77, 3.83486e-51, 1.79195e-32, 1.78074e-19, 7.27176e-11, 9.84486e-06, 0.00243469, 
0.93, 1.04128e-282, 1.31756e-171, 3.1075e-115, 1.14225e-77, 2.72623e-51, 1.36911e-32, 1.45472e-19, 6.32121e-11, 9.0599e-06, 0.00235247, 
0.931, 5.18039e-283, 7.25798e-172, 1.87754e-115, 7.51004e-78, 1.93748e-51, 1.04566e-32, 1.18789e-19, 5.49246e-11, 8.33371e-06, 0.00227213, 
0.932, 2.57724e-283, 3.99776e-172, 1.13419e-115, 4.9364e-78, 1.37649e-51, 7.98326e-33, 9.69609e-20, 4.77024e-11, 7.66222e-06, 0.00219367, 
0.933, 1.28218e-283, 2.20178e-172, 6.85018e-116, 3.24389e-78, 9.77615e-52, 6.0927e-33, 7.91109e-20, 4.14115e-11, 7.04162e-06, 0.00211709, 
0.934, 6.37884e-284, 1.21251e-172, 4.13652e-116, 2.13113e-78, 6.94106e-52, 4.64813e-33, 6.45204e-20, 3.59342e-11, 6.46833e-06, 0.00204237, 
0.935, 3.17347e-284, 6.67653e-173, 2.49739e-116, 1.39972e-78, 4.92657e-52, 3.54477e-33, 5.25993e-20, 3.11676e-11, 5.939e-06, 0.00196951, 
0.936, 1.5788e-284, 3.67597e-173, 1.5075e-116, 9.19091e-79, 3.49564e-52, 2.70232e-33, 4.28631e-20, 2.70212e-11, 5.4505e-06, 0.00189849, 
0.937, 7.85454e-285, 2.02372e-173, 9.098e-117, 6.03344e-79, 2.47953e-52, 2.05933e-33, 3.49148e-20, 2.34162e-11, 4.9999e-06, 0.0018293, 
0.938, 3.90763e-285, 1.11399e-173, 5.48977e-117, 3.95968e-79, 1.75823e-52, 1.56876e-33, 2.84288e-20, 2.02831e-11, 4.58446e-06, 0.00176193, 
0.939, 1.94405e-285, 6.13155e-174, 3.31193e-117, 2.59803e-79, 1.24636e-52, 1.19461e-33, 2.31382e-20, 1.75615e-11, 4.20164e-06, 0.00169636, 
0.94, 9.67164e-286, 3.37454e-174, 1.99768e-117, 1.70418e-79, 8.83235e-53, 9.09363e-34, 1.88245e-20, 1.51984e-11, 3.84903e-06, 0.00163258, 
0.941, 4.81164e-286, 1.85701e-174, 1.20474e-117, 1.11757e-79, 6.25707e-53, 6.91975e-34, 1.53088e-20, 1.31475e-11, 3.52441e-06, 0.00157056, 
0.942, 2.39379e-286, 1.02181e-174, 7.26401e-118, 7.327e-80, 4.43128e-53, 5.26363e-34, 1.24446e-20, 1.13684e-11, 3.22571e-06, 0.00151029, 
0.943, 1.19091e-286, 5.62186e-175, 4.37906e-118, 4.80248e-80, 3.13727e-53, 4.00242e-34, 1.01122e-20, 9.82567e-12, 2.95098e-06, 0.00145175, 
0.944, 5.92478e-287, 3.09277e-175, 2.6394e-118, 3.14698e-80, 2.22043e-53, 3.04229e-34, 8.21362e-21, 8.4886e-12, 2.69844e-06, 0.00139491, 
0.945, 2.94758e-287, 1.70126e-175, 1.59056e-118, 2.06164e-80, 1.57104e-53, 2.31165e-34, 6.6688e-21, 7.33028e-12, 2.46638e-06, 0.00133975, 
0.946, 1.46642e-287, 9.3573e-176, 9.58326e-119, 1.35027e-80, 1.11122e-53, 1.75585e-34, 5.41234e-21, 6.32726e-12, 2.25327e-06, 0.00128625, 
0.947, 7.29544e-288, 5.1462e-176, 5.77295e-119, 8.84138e-81, 7.85743e-54, 1.3332e-34, 4.39084e-21, 5.45911e-12, 2.05764e-06, 0.00123438, 
0.948, 3.62948e-288, 2.82995e-176, 3.47698e-119, 5.78774e-81, 5.55424e-54, 1.01192e-34, 3.5607e-21, 4.70802e-12, 1.87815e-06, 0.00118412, 
0.949, 1.80567e-288, 1.55606e-176, 2.09376e-119, 3.78781e-81, 3.92494e-54, 7.67783e-35, 2.88635e-21, 4.05851e-12, 1.71355e-06, 0.00113545, 
0.95, 8.9832e-289, 8.55525e-177, 1.26059e-119, 2.47833e-81, 2.77273e-54, 5.8234e-35, 2.33877e-21, 3.49709e-12, 1.56266e-06, 0.00108833, 
0.951, 4.46914e-289, 4.70321e-177, 7.58823e-120, 1.62114e-81, 1.95816e-54, 4.41528e-35, 1.89432e-21, 3.01202e-12, 1.42443e-06, 0.00104273, 
0.952, 2.2234e-289, 2.58531e-177, 4.56698e-120, 1.06016e-81, 1.38246e-54, 3.34646e-35, 1.53371e-21, 2.59312e-12, 1.29783e-06, 0.00099864, 
0.953, 1.10614e-289, 1.42098e-177, 2.74813e-120, 6.9313e-82, 9.75721e-55, 2.53546e-35, 1.24126e-21, 2.23151e-12, 1.18196e-06, 0.000956019, 
0.954, 5.50305e-290, 7.80945e-178, 1.65336e-120, 4.53054e-82, 6.88436e-55, 1.92031e-35, 1.00417e-21, 1.9195e-12, 1.07595e-06, 0.00091484, 
0.955, 2.73777e-290, 4.29151e-178, 9.94535e-121, 2.96058e-82, 4.85589e-55, 1.4539e-35, 8.12043e-22, 1.6504e-12, 9.79015e-07, 0.000875074, 
0.956, 1.36204e-290, 2.35807e-178, 5.98127e-121, 1.93417e-82, 3.42405e-55, 1.10037e-35, 6.56415e-22, 1.41842e-12, 8.90411e-07, 0.000836691, 
0.957, 6.77614e-291, 1.29557e-178, 3.59657e-121, 1.2633e-82, 2.41367e-55, 8.32515e-36, 5.30403e-22, 1.21852e-12, 8.09465e-07, 0.000799661, 
0.958, 3.37113e-291, 7.11738e-179, 2.16225e-121, 8.24915e-83, 1.70092e-55, 6.29637e-36, 4.28412e-22, 1.04635e-12, 7.35549e-07, 0.000763954, 
0.959, 1.67714e-291, 3.90965e-179, 1.29971e-121, 5.38524e-83, 1.19828e-55, 4.7603e-36, 3.45896e-22, 8.98119e-13, 6.68085e-07, 0.000729539, 
0.96, 8.34376e-292, 2.1474e-179, 7.811e-122, 3.51474e-83, 8.43915e-56, 3.5977e-36, 2.79163e-22, 7.70558e-13, 6.06538e-07, 0.000696385, 
0.961, 4.15102e-292, 1.17936e-179, 4.69343e-122, 2.29337e-83, 5.94166e-56, 2.71808e-36, 2.25216e-22, 6.60832e-13, 5.50417e-07, 0.000664462, 
0.962, 2.06513e-292, 6.47644e-180, 2.81966e-122, 1.49606e-83, 4.18201e-56, 2.0528e-36, 1.81622e-22, 5.6649e-13, 4.99266e-07, 0.000633739, 
0.963, 1.0274e-292, 3.55619e-180, 1.69366e-122, 9.75699e-84, 2.9426e-56, 1.54981e-36, 1.46409e-22, 4.8541e-13, 4.52668e-07, 0.000604186, 
0.964, 5.11133e-293, 1.9525e-180, 1.01713e-122, 6.36176e-84, 2.06988e-56, 1.16966e-36, 1.17977e-22, 4.15758e-13, 4.10237e-07, 0.00057577, 
0.965, 2.54289e-293, 1.0719e-180, 6.10734e-123, 4.14698e-84, 1.45555e-56, 8.82441e-37, 9.50292e-23, 3.55949e-13, 3.71618e-07, 0.000548463, 
0.966, 1.26509e-293, 5.88404e-181, 3.66649e-123, 2.70259e-84, 1.02325e-56, 6.6552e-37, 7.6515e-23, 3.04615e-13, 3.36487e-07, 0.000522233, 
0.967, 6.2938e-294, 3.22964e-181, 2.20075e-123, 1.76085e-84, 7.19121e-57, 5.01746e-37, 6.15838e-23, 2.60574e-13, 3.04542e-07, 0.000497049, 
0.968, 3.13117e-294, 1.77252e-181, 1.32073e-123, 1.14699e-84, 5.05235e-57, 3.78143e-37, 4.9547e-23, 2.22806e-13, 2.75508e-07, 0.000472883, 
0.969, 1.55776e-294, 9.7272e-182, 7.92471e-124, 7.4695e-85, 3.54858e-57, 2.8489e-37, 3.98473e-23, 1.90432e-13, 2.49132e-07, 0.000449704, 
0.97, 7.74984e-295, 5.33755e-182, 4.75417e-124, 4.86315e-85, 2.49164e-57, 2.14559e-37, 3.20341e-23, 1.62694e-13, 2.25182e-07, 0.000427482, 
0.971, 3.85554e-295, 2.92856e-182, 2.85161e-124, 3.16547e-85, 1.74899e-57, 1.61535e-37, 2.57429e-23, 1.38937e-13, 2.03445e-07, 0.000406188, 
0.972, 1.91813e-295, 1.60666e-182, 1.71013e-124, 2.05994e-85, 1.22732e-57, 1.21572e-37, 2.06792e-23, 1.186e-13, 1.83725e-07, 0.000385793, 
0.973, 9.54271e-296, 8.8136e-183, 1.0254e-124, 1.34019e-85, 8.60995e-58, 9.14646e-38, 1.66051e-23, 1.01197e-13, 1.65844e-07, 0.000366268, 
0.974, 4.7475e-296, 4.83438e-183, 6.14724e-125, 8.7171e-86, 6.03829e-58, 6.87894e-38, 1.33286e-23, 8.63116e-14, 1.49638e-07, 0.000347586, 
0.975, 2.36188e-296, 2.65147e-183, 3.68462e-125, 5.66858e-86, 4.23349e-58, 5.17178e-38, 1.06944e-23, 7.3585e-14, 1.34956e-07, 0.000329719, 
0.976, 1.17504e-296, 1.45409e-183, 2.20815e-125, 3.68529e-86, 2.96725e-58, 3.88695e-38, 8.57757e-24, 6.27087e-14, 1.21662e-07, 0.000312639, 
0.977, 5.8458e-297, 7.97363e-184, 1.32309e-125, 2.39533e-86, 2.07913e-58, 2.92031e-38, 6.87708e-24, 5.34178e-14, 1.09629e-07, 0.000296319, 
0.978, 2.90829e-297, 4.37198e-184, 7.9264e-126, 1.55652e-86, 1.4564e-58, 2.19331e-38, 5.5116e-24, 4.54844e-14, 9.87432e-08, 0.000280733, 
0.979, 1.44687e-297, 2.39696e-184, 4.74774e-126, 1.01121e-86, 1.01989e-58, 1.64673e-38, 4.41555e-24, 3.87132e-14, 8.88996e-08, 0.000265855, 
0.98, 7.19819e-298, 1.31402e-184, 2.8433e-126, 6.56788e-87, 7.13996e-59, 1.23594e-38, 3.53611e-24, 3.29364e-14, 8.00024e-08, 0.00025166, 
0.981, 3.5811e-298, 7.20279e-185, 1.70249e-126, 4.26486e-87, 4.99703e-59, 9.27306e-39, 2.83075e-24, 2.80099e-14, 7.19644e-08, 0.000238123, 
0.982, 1.7816e-298, 3.94784e-185, 1.01923e-126, 2.76873e-87, 3.49623e-59, 6.95506e-39, 2.26523e-24, 2.38105e-14, 6.47058e-08, 0.000225219, 
0.983, 8.86345e-299, 2.1636e-185, 6.10074e-127, 1.79703e-87, 2.44547e-59, 5.21472e-39, 1.81199e-24, 2.02324e-14, 5.81542e-08, 0.000212925, 
0.984, 4.40956e-299, 1.18565e-185, 3.65107e-127, 1.16607e-87, 1.71e-59, 3.90853e-39, 1.44889e-24, 1.71848e-14, 5.22432e-08, 0.000201217, 
0.985, 2.19376e-299, 6.49669e-186, 2.18466e-127, 7.56474e-88, 1.19538e-59, 2.92853e-39, 1.15811e-24, 1.45903e-14, 4.69128e-08, 0.000190074, 
0.986, 1.09139e-299, 3.5595e-186, 1.30699e-127, 4.90636e-88, 8.35385e-60, 2.1935e-39, 9.25342e-25, 1.23824e-14, 4.2108e-08, 0.000179471, 
0.987, 5.42969e-300, 1.95005e-186, 7.81787e-128, 3.18144e-88, 5.83636e-60, 1.6424e-39, 7.39076e-25, 1.05043e-14, 3.7779e-08, 0.000169389, 
0.988, 2.70127e-300, 1.06822e-186, 4.67552e-128, 2.06246e-88, 4.07635e-60, 1.22935e-39, 5.90081e-25, 8.90743e-15, 3.38805e-08, 0.000159806, 
0.989, 1.34388e-300, 5.85108e-187, 2.79575e-128, 1.33673e-88, 2.84627e-60, 9.19864e-40, 4.70946e-25, 7.55021e-15, 3.03711e-08, 0.000150702, 
0.99, 6.68581e-301, 3.20458e-187, 1.67145e-128, 8.6617e-89, 1.9868e-60, 6.88061e-40, 3.75722e-25, 6.39717e-15, 2.72136e-08, 0.000142056, 
0.991, 3.32619e-301, 1.75496e-187, 9.9911e-129, 5.61125e-89, 1.38646e-60, 5.14498e-40, 2.9964e-25, 5.41801e-15, 2.43738e-08, 0.00013385, 
0.992, 1.65478e-301, 9.60996e-188, 5.97119e-129, 3.63425e-89, 9.6724e-61, 3.84588e-40, 2.38874e-25, 4.58685e-15, 2.1821e-08, 0.000126066, 
0.993, 8.23253e-302, 5.26183e-188, 3.56809e-129, 2.35326e-89, 6.74586e-61, 2.87384e-40, 1.9036e-25, 3.88162e-15, 1.95272e-08, 0.000118683, 
0.994, 4.09569e-302, 2.88079e-188, 2.13175e-129, 1.52343e-89, 4.70344e-61, 2.14676e-40, 1.51642e-25, 3.28348e-15, 1.74671e-08, 0.000111687, 
0.995, 2.0376e-302, 1.57706e-188, 1.2734e-129, 9.85997e-90, 3.27845e-61, 1.6031e-40, 1.20755e-25, 2.77638e-15, 1.56176e-08, 0.000105058, 
0.996, 1.01371e-302, 8.63264e-189, 7.6054e-130, 6.38011e-90, 2.28454e-61, 1.19672e-40, 9.61224e-26, 2.34665e-15, 1.3958e-08, 9.87813e-05, 
0.997, 5.0432e-303, 4.72498e-189, 4.54156e-130, 4.12743e-90, 1.59149e-61, 8.93059e-41, 7.64863e-26, 1.98263e-15, 1.24694e-08, 9.28405e-05, 
0.998, 2.50899e-303, 2.58593e-189, 2.71154e-130, 2.66951e-90, 1.10837e-61, 6.66229e-41, 6.08389e-26, 1.67441e-15, 1.11348e-08, 8.72202e-05, 
0.999, 1.24822e-303, 1.41512e-189, 1.61866e-130, 1.72617e-90, 7.7169e-62, 4.96848e-41, 4.83747e-26, 1.41353e-15, 9.93884e-09, 8.19058e-05, 
