time, x=0.000000, x=0.100000, x=0.200000, x=0.300000, x=0.400000, x=0.500000, x=0.600000, x=0.700000, x=0.800000, x=0.900000, 
0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
0.001, 0.4975, 0.995, 0.995, 0.995, 0.995, 0.4975, 3.92458e-31, 3.09595e-61, 2.44227e-91, 1.92661e-121, 
0.002, 0.247506, 0.990025, 0.990025, 0.990025, 0.990025, 0.742519, 2.01105e-29, 3.12668e-59, 3.68154e-89, 3.86272e-119, 
0.003, 0.123134, 0.985075, 0.985075, 0.985075, 0.985075, 0.861941, 5.20357e-28, 1.58671e-57, 2.78404e-87, 3.88189e-117, 
0.004, 0.0612593, 0.98015, 0.98015, 0.98015, 0.98015, 0.91889, 9.0641e-27, 5.39467e-56, 1.40821e-85, 2.60724e-115, 
0.005, 0.0304765, 0.975249, 0.975249, 0.975249, 0.975249, 0.944772, 1.19566e-25, 1.38238e-54, 5.35981e-84, 1.3166e-113, 
0.006, 0.0151621, 0.970373, 0.970373, 0.970373, 0.970373, 0.95521, 1.27391e-24, 2.84777e-53, 1.63738e-82, 5.33205e-112, 
0.007, 0.00754313, 0.965521, 0.965521, 0.965521, 0.965521, 0.957978, 1.14185e-23, 4.91265e-52, 4.18204e-81, 1.80394e-110, 
0.008, 0.00375271, 0.960693, 0.960693, 0.960693, 0.960693, 0.95694, 8.85558e-23, 7.29933e-51, 9.18541e-80, 5.24413e-109, 
0.009, 0.00186697, 0.95589, 0.95589, 0.95589, 0.95589, 0.954023, 6.0657e-22, 9.53569e-50, 1.77104e-78, 1.3372e-107, 
0.01, 0.000928818, 0.95111, 0.95111, 0.95111, 0.95111, 0.950181, 3.72738e-21, 1.11264e-48, 3.0452e-77, 3.03831e-106, 
0.011, 0.000462087, 0.946355, 0.946355, 0.946355, 0.946355, 0.945892, 2.0804e-20, 1.17401e-47, 4.72768e-76, 6.22832e-105, 
0.012, 0.000229888, 0.941623, 0.941623, 0.941623, 0.941623, 0.941393, 1.06522e-19, 1.13152e-46, 6.69403e-75, 1.16352e-103, 
0.013, 0.000114369, 0.936915, 0.936915, 0.936915, 0.936915, 0.9368, 5.0449e-19, 1.00442e-45, 8.71631e-74, 1.99731e-102, 
0.014, 5.68988e-05, 0.93223, 0.93223, 0.93223, 0.93223, 0.932173, 2.22525e-18, 8.26909e-45, 1.05101e-72, 3.17254e-101, 
0.015, 2.83072e-05, 0.927569, 0.927569, 0.927569, 0.927569, 0.927541, 9.19527e-18, 6.35111e-44, 1.18054e-71, 4.69067e-100, 
0.016, 1.40828e-05, 0.922931, 0.922931, 0.922931, 0.922931, 0.922917, 3.57765e-17, 4.5741e-43, 1.24158e-70, 6.48855e-99, 
0.017, 7.0062e-06, 0.918316, 0.918316, 0.918316, 0.918316, 0.918309, 1.31639e-16, 3.10278e-42, 1.22805e-69, 8.43485e-98, 
0.018, 3.48558e-06, 0.913725, 0.913725, 0.913725, 0.913725, 0.913721, 4.59823e-16, 1.99011e-41, 1.14684e-68, 1.03448e-96, 
0.019, 1.73408e-06, 0.909156, 0.909156, 0.909156, 0.909156, 0.909155, 1.53001e-15, 1.21109e-40, 1.01469e-67, 1.20111e-95, 
0.02, 8.62704e-07, 0.90461, 0.90461, 0.90461, 0.90461, 0.90461, 4.86412e-15, 7.01437e-40, 8.53194e-67, 1.32434e-94, 
0.021, 4.29195e-07, 0.900087, 0.900087, 0.900087, 0.900087, 0.900087, 1.4815e-14, 3.87709e-39, 6.8367e-66, 1.39052e-93, 
0.022, 2.13525e-07, 0.895587, 0.895587, 0.895587, 0.895587, 0.895587, 4.33352e-14, 2.05025e-38, 5.23374e-65, 1.39379e-92, 
0.023, 1.06228e-07, 0.891109, 0.891109, 0.891109, 0.891109, 0.891109, 1.22006e-13, 1.03961e-37, 3.83642e-64, 1.33674e-91, 
0.024, 5.28487e-08, 0.886654, 0.886654, 0.886654, 0.886654, 0.886653, 3.31281e-13, 5.06502e-37, 2.69826e-63, 1.22919e-90, 
0.025, 2.62922e-08, 0.88222, 0.88222, 0.88222, 0.88222, 0.88222, 8.69115e-13, 2.37552e-36, 1.82432e-62, 1.08576e-89, 
0.026, 1.30804e-08, 0.877809, 0.877809, 0.877809, 0.877809, 0.877809, 2.20675e-12, 1.07435e-35, 1.18776e-61, 9.22872e-89, 
0.027, 6.50749e-09, 0.87342, 0.87342, 0.87342, 0.87342, 0.87342, 5.43119e-12, 4.69279e-35, 7.45863e-61, 7.5603e-88, 
0.028, 3.23747e-09, 0.869053, 0.869053, 0.869053, 0.869053, 0.869053, 1.29753e-11, 1.98266e-34, 4.52408e-60, 5.97812e-87, 
0.029, 1.61064e-09, 0.864708, 0.864708, 0.864708, 0.864708, 0.864708, 3.01298e-11, 8.11305e-34, 2.65421e-59, 4.56891e-86, 
0.03, 8.01295e-10, 0.860384, 0.860384, 0.860384, 0.860384, 0.860384, 6.80857e-11, 3.21949e-33, 1.50808e-58, 3.37936e-85, 
0.031, 3.98644e-10, 0.856082, 0.856082, 0.856082, 0.856082, 0.856082, 1.49897e-10, 1.24041e-32, 8.30826e-58, 2.42184e-84, 
0.032, 1.98326e-10, 0.851802, 0.851802, 0.851802, 0.851802, 0.851802, 3.21858e-10, 4.64507e-32, 4.44294e-57, 1.68355e-83, 
0.033, 9.8667e-11, 0.847543, 0.847543, 0.847543, 0.847543, 0.847543, 6.74682e-10, 1.69244e-31, 2.30863e-56, 1.13638e-82, 
0.034, 4.90868e-11, 0.843305, 0.843305, 0.843305, 0.843305, 0.843305, 1.38198e-09, 6.00543e-31, 1.16676e-55, 7.4553e-82, 
0.035, 2.44207e-11, 0.839089, 0.839089, 0.839089, 0.839089, 0.839089, 2.7685e-09, 2.07719e-30, 5.74052e-55, 4.7582e-81, 
0.036, 1.21493e-11, 0.834893, 0.834893, 0.834893, 0.834893, 0.834893, 5.42854e-09, 7.00938e-30, 2.75188e-54, 2.95686e-80, 
0.037, 6.04427e-12, 0.830719, 0.830719, 0.830719, 0.830719, 0.830719, 1.04268e-08, 2.3094e-29, 1.28638e-53, 1.79054e-79, 
0.038, 3.00703e-12, 0.826565, 0.826565, 0.826565, 0.826565, 0.826565, 1.9632e-08, 7.43468e-29, 5.8682e-53, 1.05739e-78, 
0.039, 1.496e-12, 0.822432, 0.822432, 0.822432, 0.822432, 0.822432, 3.62592e-08, 2.34035e-28, 2.61425e-52, 6.09388e-78, 
0.04, 7.44258e-13, 0.81832, 0.81832, 0.81832, 0.81832, 0.81832, 6.57342e-08, 7.20851e-28, 1.13813e-51, 3.42977e-77, 
0.041, 3.70268e-13, 0.814228, 0.814229, 0.814229, 0.814229, 0.814229, 1.17045e-07, 2.17389e-27, 4.84534e-51, 1.88639e-76, 
0.042, 1.84208e-13, 0.810157, 0.810157, 0.810157, 0.810157, 0.810157, 2.04809e-07, 6.42271e-27, 2.01842e-50, 1.01452e-75, 
0.043, 9.16437e-14, 0.806106, 0.806107, 0.806107, 0.806107, 0.806107, 3.52392e-07, 1.86012e-26, 8.232e-50, 5.33834e-75, 
0.044, 4.55927e-14, 0.802075, 0.802076, 0.802076, 0.802076, 0.802076, 5.96497e-07, 5.28378e-26, 3.28891e-49, 2.7499e-74, 
0.045, 2.26824e-14, 0.798065, 0.798066, 0.798066, 0.798066, 0.798066, 9.93829e-07, 1.47284e-25, 1.28789e-48, 1.38747e-73, 
0.046, 1.12845e-14, 0.794074, 0.794075, 0.794075, 0.794075, 0.794075, 1.63059e-06, 4.03082e-25, 4.94553e-48, 6.86039e-73, 
0.047, 5.61403e-15, 0.790102, 0.790105, 0.790105, 0.790105, 0.790105, 2.63574e-06, 1.08359e-24, 1.8632e-47, 3.32587e-72, 
0.048, 2.79298e-15, 0.78615, 0.786154, 0.786154, 0.786154, 0.786154, 4.19927e-06, 2.86264e-24, 6.89005e-47, 1.58159e-71, 
0.049, 1.38951e-15, 0.782217, 0.782224, 0.782224, 0.782224, 0.782224, 6.59688e-06, 7.43514e-24, 2.50204e-46, 7.38095e-71, 
0.05, 6.9128e-16, 0.778302, 0.778313, 0.778313, 0.778313, 0.778313, 1.02228e-05, 1.8994e-23, 8.92609e-46, 3.38178e-70, 
0.051, 3.43912e-16, 0.774405, 0.774421, 0.774421, 0.774421, 0.774421, 1.56325e-05, 4.7744e-23, 3.12968e-45, 1.52185e-69, 
0.052, 1.71096e-16, 0.770525, 0.770549, 0.770549, 0.770549, 0.770549, 2.35982e-05, 1.18132e-22, 1.0789e-44, 6.72919e-69, 
0.053, 8.51204e-17, 0.766661, 0.766696, 0.766696, 0.766696, 0.766696, 3.51778e-05, 2.87819e-22, 3.65819e-44, 2.92472e-68, 
0.054, 4.23474e-17, 0.762811, 0.762863, 0.762863, 0.762863, 0.762863, 5.18017e-05, 6.90765e-22, 1.22043e-43, 1.24996e-67, 
0.055, 2.10678e-17, 0.758973, 0.759048, 0.759048, 0.759048, 0.759048, 7.53782e-05, 1.63361e-21, 4.00753e-43, 5.25467e-67, 
0.056, 1.04812e-17, 0.755145, 0.755253, 0.755253, 0.755253, 0.755253, 0.00010842, 3.80817e-21, 1.29568e-42, 2.17363e-66, 
0.057, 5.21442e-18, 0.751323, 0.751477, 0.751477, 0.751477, 0.751477, 0.000154192, 8.75327e-21, 4.12592e-42, 8.85021e-66, 
0.058, 2.59417e-18, 0.747503, 0.747719, 0.747719, 0.747719, 0.747719, 0.000216886, 1.98446e-20, 1.29443e-41, 3.54804e-65, 
0.059, 1.2906e-18, 0.743679, 0.743981, 0.743981, 0.743981, 0.743981, 0.000301813, 4.43877e-20, 4.00221e-41, 1.40094e-64, 
0.06, 6.42074e-19, 0.739845, 0.740261, 0.740261, 0.740261, 0.740261, 0.000415621, 9.7983e-20, 1.21987e-40, 5.44977e-64, 
0.061, 3.19432e-19, 0.735993, 0.73656, 0.73656, 0.73656, 0.73656, 0.000566531, 2.13514e-19, 3.66639e-40, 2.08921e-63, 
0.062, 1.58917e-19, 0.732112, 0.732877, 0.732877, 0.732877, 0.732877, 0.000764582, 4.59414e-19, 1.08691e-39, 7.89502e-63, 
0.063, 7.90614e-20, 0.728191, 0.729212, 0.729212, 0.729212, 0.729212, 0.00102189, 9.76327e-19, 3.17902e-39, 2.94174e-62, 
0.064, 3.9333e-20, 0.724213, 0.725566, 0.725566, 0.725566, 0.725566, 0.00135291, 2.04977e-18, 9.17582e-39, 1.08106e-61, 
0.065, 1.95682e-20, 0.720164, 0.721939, 0.721939, 0.721939, 0.721939, 0.00177465, 4.25246e-18, 2.61431e-38, 3.91914e-61, 
0.066, 9.73517e-21, 0.716022, 0.718329, 0.718329, 0.718329, 0.718329, 0.00230694, 8.71962e-18, 7.35411e-38, 1.40196e-60, 
0.067, 4.84325e-21, 0.711765, 0.714737, 0.714737, 0.714737, 0.714737, 0.00297254, 1.76757e-17, 2.04299e-37, 4.94979e-60, 
0.068, 2.40952e-21, 0.707366, 0.711164, 0.711164, 0.711164, 0.711164, 0.00379736, 3.54297e-17, 5.60609e-37, 1.7252e-59, 
0.069, 1.19873e-21, 0.702797, 0.707608, 0.707608, 0.707608, 0.707608, 0.00481044, 7.02369e-17, 1.51987e-36, 5.93727e-59, 
0.07, 5.9637e-22, 0.698026, 0.70407, 0.70407, 0.70407, 0.70407, 0.00604398, 1.37739e-16, 4.07188e-36, 2.01801e-58, 
0.071, 2.96694e-22, 0.693016, 0.700549, 0.700549, 0.700549, 0.700549, 0.0075332, 2.67255e-16, 1.07824e-35, 6.77546e-58, 
0.072, 1.47605e-22, 0.68773, 0.697047, 0.697047, 0.697047, 0.697047, 0.00931613, 5.13167e-16, 2.82261e-35, 2.2476e-57, 
0.073, 7.34337e-23, 0.682128, 0.693561, 0.693561, 0.693561, 0.693561, 0.0114333, 9.75289e-16, 7.30611e-35, 7.36795e-57, 
0.074, 3.65332e-23, 0.676166, 0.690094, 0.690094, 0.690094, 0.690094, 0.0139272, 1.83497e-15, 1.87026e-34, 2.3873e-56, 
0.075, 1.81753e-23, 0.669801, 0.686643, 0.686643, 0.686643, 0.686643, 0.0168417, 3.4184e-15, 4.73563e-34, 7.64673e-56, 
0.076, 9.04221e-24, 0.662988, 0.68321, 0.68321, 0.68321, 0.68321, 0.0202217, 6.30647e-15, 1.18628e-33, 2.42177e-55, 
0.077, 4.4985e-24, 0.655682, 0.679794, 0.679794, 0.679794, 0.679794, 0.0241117, 1.15237e-14, 2.9404e-33, 7.58496e-55, 
0.078, 2.238e-24, 0.64784, 0.676395, 0.676395, 0.676395, 0.676395, 0.0285553, 2.08599e-14, 7.21285e-33, 2.34969e-54, 
0.079, 1.11341e-24, 0.639418, 0.673013, 0.673013, 0.673013, 0.673013, 0.0335944, 3.74122e-14, 1.75129e-32, 7.20069e-54, 
0.08, 5.5392e-25, 0.63038, 0.669648, 0.669648, 0.669648, 0.669648, 0.0392677, 6.64906e-14, 4.20951e-32, 2.18331e-53, 
0.081, 2.75575e-25, 0.62069, 0.6663, 0.6663, 0.6663, 0.6663, 0.0456099, 1.17117e-13, 1.00182e-31, 6.55093e-53, 
0.082, 1.37099e-25, 0.610317, 0.662968, 0.662968, 0.662968, 0.662968, 0.0526507, 2.0448e-13, 2.36103e-31, 1.94536e-52, 
0.083, 6.82065e-26, 0.599239, 0.659653, 0.659653, 0.659653, 0.659653, 0.0604138, 3.53931e-13, 5.51097e-31, 5.71839e-52, 
0.084, 3.39328e-26, 0.587439, 0.656355, 0.656355, 0.656355, 0.656355, 0.0689158, 6.07408e-13, 1.27418e-30, 1.66412e-51, 
0.085, 1.68815e-26, 0.574908, 0.653073, 0.653073, 0.653073, 0.653073, 0.0781656, 1.0337e-12, 2.91858e-30, 4.79507e-51, 
0.086, 8.39857e-27, 0.561644, 0.649808, 0.649808, 0.649808, 0.649808, 0.0881634, 1.7447e-12, 6.62379e-30, 1.36825e-50, 
0.087, 4.17829e-27, 0.547658, 0.646559, 0.646559, 0.646559, 0.646559, 0.0989008, 2.92085e-12, 1.48969e-29, 3.8668e-50, 
0.088, 2.0787e-27, 0.532967, 0.643326, 0.643326, 0.643326, 0.643326, 0.110359, 4.85083e-12, 3.32041e-29, 1.08246e-49, 
0.089, 1.03415e-27, 0.517597, 0.640109, 0.640109, 0.640109, 0.640109, 0.122512, 7.99273e-12, 7.33589e-29, 3.00195e-49, 
0.09, 5.14491e-28, 0.501587, 0.636909, 0.636909, 0.636909, 0.636909, 0.135321, 1.30676e-11, 1.60668e-28, 8.24858e-49, 
0.091, 2.55959e-28, 0.484983, 0.633724, 0.633724, 0.633724, 0.633724, 0.148742, 2.12016e-11, 3.4888e-28, 2.24591e-48, 
0.092, 1.2734e-28, 0.467838, 0.630556, 0.630556, 0.630556, 0.630556, 0.162718, 3.41401e-11, 7.51177e-28, 6.06029e-48, 
0.093, 6.33515e-29, 0.450215, 0.627403, 0.627403, 0.627403, 0.627403, 0.177187, 5.45668e-11, 1.6039e-27, 1.62082e-47, 
0.094, 3.15174e-29, 0.432185, 0.624266, 0.624266, 0.624266, 0.624266, 0.192081, 8.65783e-11, 3.39649e-27, 4.297e-47, 
0.095, 1.56799e-29, 0.413823, 0.621145, 0.621145, 0.621145, 0.621145, 0.207321, 1.3638e-10, 7.13426e-27, 1.12936e-46, 
0.096, 7.80075e-30, 0.39521, 0.618039, 0.618039, 0.618039, 0.618039, 0.222829, 2.13304e-10, 1.48655e-26, 2.94298e-46, 
0.097, 3.88087e-30, 0.376429, 0.614949, 0.614949, 0.614949, 0.614949, 0.23852, 3.31282e-10, 3.07303e-26, 7.60452e-46, 
0.098, 1.93073e-30, 0.357568, 0.611874, 0.611874, 0.611874, 0.611874, 0.254306, 5.10963e-10, 6.30312e-26, 1.94865e-45, 
0.099, 9.6054e-31, 0.338713, 0.608815, 0.608815, 0.608815, 0.608815, 0.270101, 7.82736e-10, 1.28289e-25, 4.95242e-45, 
0.1, 4.77869e-31, 0.319952, 0.60577, 0.60577, 0.60577, 0.60577, 0.285818, 1.19101e-09, 2.59127e-25, 1.24843e-44, 
0.101, 2.3774e-31, 0.301371, 0.602742, 0.602742, 0.602742, 0.602742, 0.301371, 1.80025e-09, 5.19475e-25, 3.12191e-44, 
0.102, 1.18275e-31, 0.283051, 0.599728, 0.599728, 0.599728, 0.599728, 0.316677, 2.70337e-09, 1.03368e-24, 7.74508e-44, 
0.103, 5.8842e-32, 0.26507, 0.596729, 0.596729, 0.596729, 0.596729, 0.331659, 4.0334e-09, 2.04183e-24, 1.90643e-43, 
0.104, 2.92739e-32, 0.247503, 0.593746, 0.593746, 0.593746, 0.593746, 0.346243, 5.97953e-09, 4.00407e-24, 4.65636e-43, 
0.105, 1.45638e-32, 0.230415, 0.590777, 0.590777, 0.590777, 0.590777, 0.360362, 8.80909e-09, 7.79601e-24, 1.1286e-42, 
0.106, 7.24548e-33, 0.213867, 0.587823, 0.587823, 0.587823, 0.587823, 0.373956, 1.28973e-08, 1.50719e-23, 2.71484e-42, 
0.107, 3.60463e-33, 0.197913, 0.584884, 0.584884, 0.584884, 0.584884, 0.386971, 1.87675e-08, 2.89351e-23, 6.48174e-42, 
0.108, 1.7933e-33, 0.182597, 0.581959, 0.581959, 0.581959, 0.581959, 0.399362, 2.71448e-08, 5.51673e-23, 1.53611e-41, 
0.109, 8.92167e-34, 0.167958, 0.57905, 0.57905, 0.57905, 0.57905, 0.411092, 3.90279e-08, 1.04465e-22, 3.61387e-41, 
0.11, 4.43853e-34, 0.154024, 0.576154, 0.576154, 0.576154, 0.576154, 0.422131, 5.57835e-08, 1.96486e-22, 8.44067e-41, 
0.111, 2.20817e-34, 0.140817, 0.573274, 0.573274, 0.573274, 0.573274, 0.432456, 7.92703e-08, 3.67107e-22, 1.95736e-40, 
0.112, 1.09856e-34, 0.128352, 0.570407, 0.570407, 0.570407, 0.570407, 0.442055, 1.12001e-07, 6.81382e-22, 4.507e-40, 
0.113, 5.46536e-35, 0.116635, 0.567555, 0.567555, 0.567555, 0.567555, 0.45092, 1.57351e-07, 1.25649e-21, 1.03053e-39, 
0.114, 2.71902e-35, 0.105666, 0.564717, 0.564717, 0.564717, 0.564717, 0.459052, 2.1983e-07, 2.30211e-21, 2.34006e-39, 
0.115, 1.35271e-35, 0.0954378, 0.561894, 0.561894, 0.561894, 0.561894, 0.466456, 3.05425e-07, 4.19108e-21, 5.27734e-39, 
0.116, 6.72973e-36, 0.085939, 0.559084, 0.559084, 0.559084, 0.559084, 0.473145, 4.22037e-07, 7.58211e-21, 1.18211e-38, 
0.117, 3.34804e-36, 0.0771518, 0.556288, 0.556289, 0.556289, 0.556289, 0.479137, 5.80035e-07, 1.36317e-20, 2.63018e-38, 
0.118, 1.66565e-36, 0.0690544, 0.553507, 0.553508, 0.553508, 0.553508, 0.484453, 7.9295e-07, 2.43574e-20, 5.8134e-38, 
0.119, 8.28661e-37, 0.0616214, 0.550739, 0.55074, 0.55074, 0.55074, 0.489119, 1.07833e-06, 4.32581e-20, 1.2765e-37, 
0.12, 4.12259e-37, 0.0548239, 0.547985, 0.547986, 0.547986, 0.547986, 0.493162, 1.45883e-06, 7.63635e-20, 2.78476e-37, 
0.121, 2.05099e-37, 0.048631, 0.545244, 0.545246, 0.545246, 0.545246, 0.496615, 1.96347e-06, 1.34003e-19, 6.03616e-37, 
0.122, 1.02037e-37, 0.0430096, 0.542517, 0.54252, 0.54252, 0.54252, 0.499511, 2.62932e-06, 2.33766e-19, 1.30007e-36, 
0.123, 5.07633e-38, 0.0379258, 0.539804, 0.539808, 0.539808, 0.539808, 0.501882, 3.50337e-06, 4.05429e-19, 2.78251e-36, 
0.124, 2.52547e-38, 0.0333446, 0.537104, 0.537108, 0.537108, 0.537108, 0.503764, 4.64493e-06, 6.99103e-19, 5.91826e-36, 
0.125, 1.25642e-38, 0.0292312, 0.534417, 0.534423, 0.534423, 0.534423, 0.505192, 6.1284e-06, 1.19863e-18, 1.25103e-35, 
0.126, 6.2507e-39, 0.0255508, 0.531743, 0.531751, 0.531751, 0.531751, 0.5062, 8.04668e-06, 2.0435e-18, 2.62838e-35, 
0.127, 3.10972e-39, 0.0222692, 0.529082, 0.529092, 0.529092, 0.529092, 0.506823, 1.05151e-05, 3.46446e-18, 5.48879e-35, 
0.128, 1.54709e-39, 0.0193534, 0.526433, 0.526447, 0.526447, 0.526447, 0.507093, 1.36759e-05, 5.84107e-18, 1.13936e-34, 
0.129, 7.69676e-40, 0.0167715, 0.523797, 0.523814, 0.523814, 0.523814, 0.507043, 1.77042e-05, 9.79419e-18, 2.35107e-34, 
0.13, 3.82914e-40, 0.0144928, 0.521172, 0.521195, 0.521195, 0.521195, 0.506703, 2.28136e-05, 1.63339e-17, 4.82299e-34, 
0.131, 1.905e-40, 0.0124884, 0.51856, 0.518589, 0.518589, 0.518589, 0.506101, 2.92638e-05, 2.70944e-17, 9.83643e-34, 
0.132, 9.47736e-41, 0.0107312, 0.515959, 0.515996, 0.515996, 0.515996, 0.505265, 3.73692e-05, 4.47055e-17, 1.99459e-33, 
0.133, 4.71499e-41, 0.00919563, 0.513369, 0.513416, 0.513416, 0.513416, 0.504221, 4.75075e-05, 7.33767e-17, 4.02151e-33, 
0.134, 2.34571e-41, 0.00785808, 0.510789, 0.510849, 0.510849, 0.510849, 0.502991, 6.01312e-05, 1.1981e-16, 8.06243e-33, 
0.135, 1.16699e-41, 0.00669671, 0.508219, 0.508295, 0.508295, 0.508295, 0.501598, 7.5779e-05, 1.9462e-16, 1.60734e-32, 
0.136, 5.80577e-42, 0.00569149, 0.505659, 0.505754, 0.505754, 0.505754, 0.500062, 9.50891e-05, 3.14533e-16, 3.18668e-32, 
0.137, 2.88837e-42, 0.00482412, 0.503106, 0.503225, 0.503225, 0.503225, 0.498401, 0.000118814, 5.05764e-16, 6.28316e-32, 
0.138, 1.43696e-42, 0.004078, 0.500561, 0.500709, 0.500709, 0.500709, 0.496631, 0.000147835, 8.09198e-16, 1.23211e-31, 
0.139, 7.14889e-43, 0.00343813, 0.498022, 0.498205, 0.498205, 0.498205, 0.494767, 0.000183183, 1.28827e-15, 2.40313e-31, 
0.14, 3.55657e-43, 0.00289103, 0.495488, 0.495714, 0.495714, 0.495714, 0.492823, 0.000226052, 2.04093e-15, 4.66206e-31, 
0.141, 1.7694e-43, 0.00242463, 0.492958, 0.493236, 0.493236, 0.493236, 0.490811, 0.000277824, 3.21764e-15, 8.99654e-31, 
0.142, 8.80274e-44, 0.00202821, 0.490429, 0.490769, 0.490769, 0.490769, 0.488741, 0.000340085, 5.04839e-15, 1.72699e-30, 
0.143, 4.37937e-44, 0.00169224, 0.487901, 0.488316, 0.488316, 0.488316, 0.486623, 0.00041465, 7.88309e-15, 3.29794e-30, 
0.144, 2.17873e-44, 0.00140832, 0.48537, 0.485874, 0.485874, 0.485874, 0.484466, 0.000503585, 1.22514e-14, 6.26545e-30, 
0.145, 1.08392e-44, 0.00116907, 0.482835, 0.483445, 0.483445, 0.483445, 0.482276, 0.000609228, 1.89515e-14, 1.18424e-29, 
0.146, 5.3925e-45, 0.00096803, 0.480293, 0.481027, 0.481027, 0.481027, 0.480059, 0.000734213, 2.918e-14, 2.22701e-29, 
0.147, 2.68277e-45, 0.000799568, 0.477741, 0.478622, 0.478622, 0.478622, 0.477823, 0.000881491, 4.47229e-14, 4.16699e-29, 
0.148, 1.33468e-45, 0.000658793, 0.475175, 0.476229, 0.476229, 0.476229, 0.47557, 0.00105435, 6.82335e-14, 7.75814e-29, 
0.149, 6.64002e-46, 0.000541475, 0.472592, 0.473848, 0.473848, 0.473848, 0.473307, 0.00125645, 1.03635e-13, 1.4373e-28, 
0.15, 3.30341e-46, 0.000443968, 0.469987, 0.471479, 0.471479, 0.471479, 0.471035, 0.00149182, 1.56701e-13, 2.64976e-28, 
0.151, 1.64345e-46, 0.000363144, 0.467356, 0.469121, 0.469121, 0.469121, 0.468758, 0.00176487, 2.35892e-13, 4.86137e-28, 
0.152, 8.17615e-47, 0.000296325, 0.464695, 0.466776, 0.466776, 0.466776, 0.466479, 0.00208044, 3.53547e-13, 8.87602e-28, 
0.153, 4.06764e-47, 0.000241229, 0.461998, 0.464442, 0.464442, 0.464442, 0.464201, 0.00244377, 5.27585e-13, 1.61289e-27, 
0.154, 2.02365e-47, 0.000195915, 0.459259, 0.46212, 0.46212, 0.46212, 0.461924, 0.00286053, 7.83907e-13, 2.91697e-27, 
0.155, 1.00677e-47, 0.000158744, 0.456472, 0.459809, 0.459809, 0.459809, 0.45965, 0.00333682, 1.15979e-12, 5.25076e-27, 
0.156, 5.00866e-48, 0.000128328, 0.453631, 0.45751, 0.45751, 0.45751, 0.457382, 0.00387913, 1.70866e-12, 9.40782e-27, 
0.157, 2.49181e-48, 0.000103503, 0.450728, 0.455222, 0.455222, 0.455222, 0.455119, 0.00449437, 2.50673e-12, 1.67784e-26, 
0.158, 1.23967e-48, 8.32903e-05, 0.447757, 0.452946, 0.452946, 0.452946, 0.452863, 0.00518983, 3.66229e-12, 2.97867e-26, 
0.159, 6.16738e-49, 6.68744e-05, 0.444708, 0.450682, 0.450682, 0.450682, 0.450615, 0.00597318, 5.3285e-12, 5.26407e-26, 
0.16, 3.06827e-49, 5.35741e-05, 0.441576, 0.448428, 0.448428, 0.448428, 0.448375, 0.00685238, 7.72114e-12, 9.26113e-26, 
0.161, 1.52646e-49, 4.28242e-05, 0.43835, 0.446186, 0.446186, 0.446186, 0.446143, 0.0078357, 1.11429e-11, 1.62205e-25, 
0.162, 7.59416e-50, 3.41562e-05, 0.435023, 0.443955, 0.443955, 0.443955, 0.443921, 0.00893165, 1.60164e-11, 2.8284e-25, 
0.163, 3.77809e-50, 2.71834e-05, 0.431586, 0.441735, 0.441735, 0.441735, 0.441708, 0.0101489, 2.293e-11, 4.91028e-25, 
0.164, 1.8796e-50, 2.15875e-05, 0.42803, 0.439527, 0.439527, 0.439527, 0.439505, 0.0114963, 3.26985e-11, 8.48745e-25, 
0.165, 9.35102e-51, 1.71068e-05, 0.424346, 0.437329, 0.437329, 0.437329, 0.437312, 0.0129826, 4.6446e-11, 1.46073e-24, 
0.166, 4.65213e-51, 1.35274e-05, 0.420526, 0.435142, 0.435142, 0.435142, 0.435129, 0.0146167, 6.57176e-11, 2.5032e-24, 
0.167, 2.31444e-51, 1.06745e-05, 0.416559, 0.432967, 0.432967, 0.432967, 0.432956, 0.0164073, 9.26281e-11, 4.27141e-24, 
0.168, 1.15143e-51, 8.40568e-06, 0.412439, 0.430802, 0.430802, 0.430802, 0.430793, 0.0183628, 1.3006e-10, 7.25791e-24, 
0.169, 5.72837e-52, 6.60542e-06, 0.408156, 0.428648, 0.428648, 0.428648, 0.428641, 0.0204914, 1.81929e-10, 1.22809e-23, 
0.17, 2.84987e-52, 5.18008e-06, 0.403704, 0.426505, 0.426505, 0.426505, 0.426499, 0.0228009, 2.53529e-10, 2.06939e-23, 
0.171, 1.41781e-52, 4.05405e-06, 0.399074, 0.424372, 0.424372, 0.424372, 0.424368, 0.0252986, 3.51993e-10, 3.47264e-23, 
0.172, 7.0536e-53, 3.16639e-06, 0.394259, 0.42225, 0.42225, 0.42225, 0.422247, 0.027991, 4.86897e-10, 5.80361e-23, 
0.173, 3.50916e-53, 2.46815e-06, 0.389255, 0.420139, 0.420139, 0.420139, 0.420137, 0.0308842, 6.71041e-10, 9.65986e-23, 
0.174, 1.74581e-53, 1.92007e-06, 0.384055, 0.418038, 0.418038, 0.418038, 0.418036, 0.0339833, 9.21473e-10, 1.60137e-22, 
0.175, 8.6854e-54, 1.49076e-06, 0.378656, 0.415948, 0.415948, 0.415948, 0.415947, 0.0372925, 1.26081e-09, 2.64406e-22, 
