space, pressureNx=10
0.1, 940204
0.188889, 775371
0.277778, 537337
0.366667, 299304
0.455556, 134471
0.544444, 14878.2
0.633333, -149955
0.722222, -387988
0.811111, -626021
0.9, -790854
