space, velocityNx=20
0, 0.1
0.05, 0.115451
0.1, 0.155902
0.15, 0.205902
0.2, 0.246353
0.25, 0.261803
0.3, 0.246353
0.35, 0.205902
0.4, 0.155902
0.45, 0.115451
0.5, 0.1
0.55, 0.115451
0.6, 0.155902
0.65, 0.205902
0.7, 0.246353
0.75, 0.261803
0.8, 0.246353
0.85, 0.205902
0.9, 0.155902
0.95, 0.115451
1, 0.1
