time, Ca, H_piu, HCO3_meno, CO2, CaSiO3, SiO2
49050, 0.0888005, 1e-07, 0.000445, 0.0001, 0.9112, 1.0888, 
49060, 0.0888186, 1e-07, 0.000445, 0.0001, 0.911181, 1.08882, 
49070, 0.0888367, 1e-07, 0.000445, 0.0001, 0.911163, 1.08884, 
49080, 0.0888548, 1e-07, 0.000445, 0.0001, 0.911145, 1.08885, 
49090, 0.0888729, 1e-07, 0.000445, 0.0001, 0.911127, 1.08887, 
49100, 0.088891, 1e-07, 0.000445, 0.0001, 0.911109, 1.08889, 
49110, 0.0889091, 1e-07, 0.000445, 0.0001, 0.911091, 1.08891, 
49120, 0.0889272, 1e-07, 0.000445, 0.0001, 0.911073, 1.08893, 
49130, 0.0889453, 1e-07, 0.000445, 0.0001, 0.911055, 1.08895, 
49140, 0.0889634, 1e-07, 0.000445, 0.0001, 0.911037, 1.08896, 
49150, 0.0889815, 1e-07, 0.000445, 0.0001, 0.911019, 1.08898, 
49160, 0.0889996, 1e-07, 0.000445, 0.0001, 0.911, 1.089, 
49170, 0.0890177, 1e-07, 0.000445, 0.0001, 0.910982, 1.08902, 
49180, 0.0890358, 1e-07, 0.000445, 0.0001, 0.910964, 1.08904, 
49190, 0.0890539, 1e-07, 0.000445, 0.0001, 0.910946, 1.08905, 
49200, 0.089072, 1e-07, 0.000445, 0.0001, 0.910928, 1.08907, 
49210, 0.0890901, 1e-07, 0.000445, 0.0001, 0.91091, 1.08909, 
49220, 0.0891082, 1e-07, 0.000445, 0.0001, 0.910892, 1.08911, 
49230, 0.0891263, 1e-07, 0.000445, 0.0001, 0.910874, 1.08913, 
49240, 0.0891444, 1e-07, 0.000445, 0.0001, 0.910856, 1.08914, 
49250, 0.0891625, 1e-07, 0.000445, 0.0001, 0.910837, 1.08916, 
49260, 0.0891806, 1e-07, 0.000445, 0.0001, 0.910819, 1.08918, 
49270, 0.0891987, 1e-07, 0.000445, 0.0001, 0.910801, 1.0892, 
49280, 0.0892168, 1e-07, 0.000445, 0.0001, 0.910783, 1.08922, 
49290, 0.0892349, 1e-07, 0.000445, 0.0001, 0.910765, 1.08923, 
49300, 0.089253, 1e-07, 0.000445, 0.0001, 0.910747, 1.08925, 
49310, 0.0892711, 1e-07, 0.000445, 0.0001, 0.910729, 1.08927, 
49320, 0.0892893, 1e-07, 0.000445, 0.0001, 0.910711, 1.08929, 
49330, 0.0893074, 1e-07, 0.000445, 0.0001, 0.910693, 1.08931, 
49340, 0.0893255, 1e-07, 0.000445, 0.0001, 0.910675, 1.08933, 
49350, 0.0893436, 1e-07, 0.000445, 0.0001, 0.910656, 1.08934, 
49360, 0.0893617, 1e-07, 0.000445, 0.0001, 0.910638, 1.08936, 
49370, 0.0893798, 1e-07, 0.000445, 0.0001, 0.91062, 1.08938, 
49380, 0.0893979, 1e-07, 0.000445, 0.0001, 0.910602, 1.0894, 
49390, 0.089416, 1e-07, 0.000445, 0.0001, 0.910584, 1.08942, 
49400, 0.0894341, 1e-07, 0.000445, 0.0001, 0.910566, 1.08943, 
49410, 0.0894522, 1e-07, 0.000445, 0.0001, 0.910548, 1.08945, 
49420, 0.0894703, 1e-07, 0.000445, 0.0001, 0.91053, 1.08947, 
49430, 0.0894884, 1e-07, 0.000445, 0.0001, 0.910512, 1.08949, 
49440, 0.0895065, 1e-07, 0.000445, 0.0001, 0.910494, 1.08951, 
49450, 0.0895246, 1e-07, 0.000445, 0.0001, 0.910475, 1.08952, 
49460, 0.0895427, 1e-07, 0.000445, 0.0001, 0.910457, 1.08954, 
49470, 0.0895608, 1e-07, 0.000445, 0.0001, 0.910439, 1.08956, 
49480, 0.0895789, 1e-07, 0.000445, 0.0001, 0.910421, 1.08958, 
49490, 0.089597, 1e-07, 0.000445, 0.0001, 0.910403, 1.0896, 
49500, 0.0896151, 1e-07, 0.000445, 0.0001, 0.910385, 1.08962, 
49510, 0.0896332, 1e-07, 0.000445, 0.0001, 0.910367, 1.08963, 
49520, 0.0896513, 1e-07, 0.000445, 0.0001, 0.910349, 1.08965, 
49530, 0.0896694, 1e-07, 0.000445, 0.0001, 0.910331, 1.08967, 
49540, 0.0896875, 1e-07, 0.000445, 0.0001, 0.910312, 1.08969, 
49550, 0.0897056, 1e-07, 0.000445, 0.0001, 0.910294, 1.08971, 
49560, 0.0897237, 1e-07, 0.000445, 0.0001, 0.910276, 1.08972, 
49570, 0.0897418, 1e-07, 0.000445, 0.0001, 0.910258, 1.08974, 
49580, 0.0897599, 1e-07, 0.000445, 0.0001, 0.91024, 1.08976, 
49590, 0.089778, 1e-07, 0.000445, 0.0001, 0.910222, 1.08978, 
49600, 0.0897961, 1e-07, 0.000445, 0.0001, 0.910204, 1.0898, 
49610, 0.0898142, 1e-07, 0.000445, 0.0001, 0.910186, 1.08981, 
49620, 0.0898323, 1e-07, 0.000445, 0.0001, 0.910168, 1.08983, 
49630, 0.0898504, 1e-07, 0.000445, 0.0001, 0.91015, 1.08985, 
49640, 0.0898686, 1e-07, 0.000445, 0.0001, 0.910131, 1.08987, 
49650, 0.0898867, 1e-07, 0.000445, 0.0001, 0.910113, 1.08989, 
49660, 0.0899048, 1e-07, 0.000445, 0.0001, 0.910095, 1.0899, 
49670, 0.0899229, 1e-07, 0.000445, 0.0001, 0.910077, 1.08992, 
49680, 0.089941, 1e-07, 0.000445, 0.0001, 0.910059, 1.08994, 
49690, 0.0899591, 1e-07, 0.000445, 0.0001, 0.910041, 1.08996, 
49700, 0.0899772, 1e-07, 0.000445, 0.0001, 0.910023, 1.08998, 
49710, 0.0899953, 1e-07, 0.000445, 0.0001, 0.910005, 1.09, 
49720, 0.0900134, 1e-07, 0.000445, 0.0001, 0.909987, 1.09001, 
49730, 0.0900315, 1e-07, 0.000445, 0.0001, 0.909969, 1.09003, 
49740, 0.0900496, 1e-07, 0.000445, 0.0001, 0.90995, 1.09005, 
49750, 0.0900677, 1e-07, 0.000445, 0.0001, 0.909932, 1.09007, 
49760, 0.0900858, 1e-07, 0.000445, 0.0001, 0.909914, 1.09009, 
49770, 0.0901039, 1e-07, 0.000445, 0.0001, 0.909896, 1.0901, 
49780, 0.090122, 1e-07, 0.000445, 0.0001, 0.909878, 1.09012, 
49790, 0.0901401, 1e-07, 0.000445, 0.0001, 0.90986, 1.09014, 
49800, 0.0901582, 1e-07, 0.000445, 0.0001, 0.909842, 1.09016, 
49810, 0.0901763, 1e-07, 0.000445, 0.0001, 0.909824, 1.09018, 
49820, 0.0901944, 1e-07, 0.000445, 0.0001, 0.909806, 1.09019, 
49830, 0.0902125, 1e-07, 0.000445, 0.0001, 0.909787, 1.09021, 
49840, 0.0902306, 1e-07, 0.000445, 0.0001, 0.909769, 1.09023, 
49850, 0.0902487, 1e-07, 0.000445, 0.0001, 0.909751, 1.09025, 
49860, 0.0902668, 1e-07, 0.000445, 0.0001, 0.909733, 1.09027, 
49870, 0.0902849, 1e-07, 0.000445, 0.0001, 0.909715, 1.09028, 
49880, 0.090303, 1e-07, 0.000445, 0.0001, 0.909697, 1.0903, 
49890, 0.0903211, 1e-07, 0.000445, 0.0001, 0.909679, 1.09032, 
49900, 0.0903392, 1e-07, 0.000445, 0.0001, 0.909661, 1.09034, 
49910, 0.0903573, 1e-07, 0.000445, 0.0001, 0.909643, 1.09036, 
49920, 0.0903754, 1e-07, 0.000445, 0.0001, 0.909625, 1.09038, 
49930, 0.0903935, 1e-07, 0.000445, 0.0001, 0.909606, 1.09039, 
49940, 0.0904116, 1e-07, 0.000445, 0.0001, 0.909588, 1.09041, 
49950, 0.0904297, 1e-07, 0.000445, 0.0001, 0.90957, 1.09043, 
49960, 0.0904479, 1e-07, 0.000445, 0.0001, 0.909552, 1.09045, 
49970, 0.090466, 1e-07, 0.000445, 0.0001, 0.909534, 1.09047, 
49980, 0.0904841, 1e-07, 0.000445, 0.0001, 0.909516, 1.09048, 
49990, 0.0905022, 1e-07, 0.000445, 0.0001, 0.909498, 1.0905, 
50000, 0.0905203, 1e-07, 0.000445, 0.0001, 0.90948, 1.09052, 
50010, 0.0905384, 1e-07, 0.000445, 0.0001, 0.909462, 1.09054, 
50020, 0.0905565, 1e-07, 0.000445, 0.0001, 0.909444, 1.09056, 
50030, 0.0905746, 1e-07, 0.000445, 0.0001, 0.909425, 1.09057, 
50040, 0.0905927, 1e-07, 0.000445, 0.0001, 0.909407, 1.09059, 
50050, 0.0906108, 1e-07, 0.000445, 0.0001, 0.909389, 1.09061, 
50060, 0.0906289, 1e-07, 0.000445, 0.0001, 0.909371, 1.09063, 
50070, 0.090647, 1e-07, 0.000445, 0.0001, 0.909353, 1.09065, 
50080, 0.0906651, 1e-07, 0.000445, 0.0001, 0.909335, 1.09067, 
50090, 0.0906832, 1e-07, 0.000445, 0.0001, 0.909317, 1.09068, 
50100, 0.0907013, 1e-07, 0.000445, 0.0001, 0.909299, 1.0907, 
50110, 0.0907194, 1e-07, 0.000445, 0.0001, 0.909281, 1.09072, 
50120, 0.0907375, 1e-07, 0.000445, 0.0001, 0.909262, 1.09074, 
50130, 0.0907556, 1e-07, 0.000445, 0.0001, 0.909244, 1.09076, 
50140, 0.0907737, 1e-07, 0.000445, 0.0001, 0.909226, 1.09077, 
50150, 0.0907918, 1e-07, 0.000445, 0.0001, 0.909208, 1.09079, 
50160, 0.0908099, 1e-07, 0.000445, 0.0001, 0.90919, 1.09081, 
50170, 0.090828, 1e-07, 0.000445, 0.0001, 0.909172, 1.09083, 
50180, 0.0908461, 1e-07, 0.000445, 0.0001, 0.909154, 1.09085, 
50190, 0.0908642, 1e-07, 0.000445, 0.0001, 0.909136, 1.09086, 
50200, 0.0908823, 1e-07, 0.000445, 0.0001, 0.909118, 1.09088, 
50210, 0.0909004, 1e-07, 0.000445, 0.0001, 0.9091, 1.0909, 
50220, 0.0909185, 1e-07, 0.000445, 0.0001, 0.909081, 1.09092, 
50230, 0.0909366, 1e-07, 0.000445, 0.0001, 0.909063, 1.09094, 
50240, 0.0909547, 1e-07, 0.000445, 0.0001, 0.909045, 1.09095, 
50250, 0.0909728, 1e-07, 0.000445, 0.0001, 0.909027, 1.09097, 
50260, 0.0909909, 1e-07, 0.000445, 0.0001, 0.909009, 1.09099, 
50270, 0.091009, 1e-07, 0.000445, 0.0001, 0.908991, 1.09101, 
50280, 0.0910272, 1e-07, 0.000445, 0.0001, 0.908973, 1.09103, 
50290, 0.0910453, 1e-07, 0.000445, 0.0001, 0.908955, 1.09105, 
50300, 0.0910634, 1e-07, 0.000445, 0.0001, 0.908937, 1.09106, 
50310, 0.0910815, 1e-07, 0.000445, 0.0001, 0.908919, 1.09108, 
50320, 0.0910996, 1e-07, 0.000445, 0.0001, 0.9089, 1.0911, 
50330, 0.0911177, 1e-07, 0.000445, 0.0001, 0.908882, 1.09112, 
50340, 0.0911358, 1e-07, 0.000445, 0.0001, 0.908864, 1.09114, 
50350, 0.0911539, 1e-07, 0.000445, 0.0001, 0.908846, 1.09115, 
50360, 0.091172, 1e-07, 0.000445, 0.0001, 0.908828, 1.09117, 
50370, 0.0911901, 1e-07, 0.000445, 0.0001, 0.90881, 1.09119, 
50380, 0.0912082, 1e-07, 0.000445, 0.0001, 0.908792, 1.09121, 
50390, 0.0912263, 1e-07, 0.000445, 0.0001, 0.908774, 1.09123, 
50400, 0.0912444, 1e-07, 0.000445, 0.0001, 0.908756, 1.09124, 
50410, 0.0912625, 1e-07, 0.000445, 0.0001, 0.908738, 1.09126, 
50420, 0.0912806, 1e-07, 0.000445, 0.0001, 0.908719, 1.09128, 
50430, 0.0912987, 1e-07, 0.000445, 0.0001, 0.908701, 1.0913, 
50440, 0.0913168, 1e-07, 0.000445, 0.0001, 0.908683, 1.09132, 
50450, 0.0913349, 1e-07, 0.000445, 0.0001, 0.908665, 1.09133, 
50460, 0.091353, 1e-07, 0.000445, 0.0001, 0.908647, 1.09135, 
50470, 0.0913711, 1e-07, 0.000445, 0.0001, 0.908629, 1.09137, 
50480, 0.0913892, 1e-07, 0.000445, 0.0001, 0.908611, 1.09139, 
50490, 0.0914073, 1e-07, 0.000445, 0.0001, 0.908593, 1.09141, 
50500, 0.0914254, 1e-07, 0.000445, 0.0001, 0.908575, 1.09143, 
50510, 0.0914435, 1e-07, 0.000445, 0.0001, 0.908556, 1.09144, 
50520, 0.0914616, 1e-07, 0.000445, 0.0001, 0.908538, 1.09146, 
50530, 0.0914797, 1e-07, 0.000445, 0.0001, 0.90852, 1.09148, 
50540, 0.0914978, 1e-07, 0.000445, 0.0001, 0.908502, 1.0915, 
50550, 0.0915159, 1e-07, 0.000445, 0.0001, 0.908484, 1.09152, 
50560, 0.091534, 1e-07, 0.000445, 0.0001, 0.908466, 1.09153, 
50570, 0.0915521, 1e-07, 0.000445, 0.0001, 0.908448, 1.09155, 
50580, 0.0915702, 1e-07, 0.000445, 0.0001, 0.90843, 1.09157, 
50590, 0.0915883, 1e-07, 0.000445, 0.0001, 0.908412, 1.09159, 
50600, 0.0916065, 1e-07, 0.000445, 0.0001, 0.908394, 1.09161, 
50610, 0.0916246, 1e-07, 0.000445, 0.0001, 0.908375, 1.09162, 
50620, 0.0916427, 1e-07, 0.000445, 0.0001, 0.908357, 1.09164, 
50630, 0.0916608, 1e-07, 0.000445, 0.0001, 0.908339, 1.09166, 
50640, 0.0916789, 1e-07, 0.000445, 0.0001, 0.908321, 1.09168, 
50650, 0.091697, 1e-07, 0.000445, 0.0001, 0.908303, 1.0917, 
50660, 0.0917151, 1e-07, 0.000445, 0.0001, 0.908285, 1.09172, 
50670, 0.0917332, 1e-07, 0.000445, 0.0001, 0.908267, 1.09173, 
50680, 0.0917513, 1e-07, 0.000445, 0.0001, 0.908249, 1.09175, 
50690, 0.0917694, 1e-07, 0.000445, 0.0001, 0.908231, 1.09177, 
50700, 0.0917875, 1e-07, 0.000445, 0.0001, 0.908213, 1.09179, 
50710, 0.0918056, 1e-07, 0.000445, 0.0001, 0.908194, 1.09181, 
50720, 0.0918237, 1e-07, 0.000445, 0.0001, 0.908176, 1.09182, 
50730, 0.0918418, 1e-07, 0.000445, 0.0001, 0.908158, 1.09184, 
50740, 0.0918599, 1e-07, 0.000445, 0.0001, 0.90814, 1.09186, 
50750, 0.091878, 1e-07, 0.000445, 0.0001, 0.908122, 1.09188, 
50760, 0.0918961, 1e-07, 0.000445, 0.0001, 0.908104, 1.0919, 
50770, 0.0919142, 1e-07, 0.000445, 0.0001, 0.908086, 1.09191, 
50780, 0.0919323, 1e-07, 0.000445, 0.0001, 0.908068, 1.09193, 
50790, 0.0919504, 1e-07, 0.000445, 0.0001, 0.90805, 1.09195, 
50800, 0.0919685, 1e-07, 0.000445, 0.0001, 0.908031, 1.09197, 
50810, 0.0919866, 1e-07, 0.000445, 0.0001, 0.908013, 1.09199, 
50820, 0.0920047, 1e-07, 0.000445, 0.0001, 0.907995, 1.092, 
50830, 0.0920228, 1e-07, 0.000445, 0.0001, 0.907977, 1.09202, 
50840, 0.0920409, 1e-07, 0.000445, 0.0001, 0.907959, 1.09204, 
50850, 0.092059, 1e-07, 0.000445, 0.0001, 0.907941, 1.09206, 
50860, 0.0920771, 1e-07, 0.000445, 0.0001, 0.907923, 1.09208, 
50870, 0.0920952, 1e-07, 0.000445, 0.0001, 0.907905, 1.0921, 
50880, 0.0921133, 1e-07, 0.000445, 0.0001, 0.907887, 1.09211, 
50890, 0.0921314, 1e-07, 0.000445, 0.0001, 0.907869, 1.09213, 
50900, 0.0921495, 1e-07, 0.000445, 0.0001, 0.90785, 1.09215, 
50910, 0.0921676, 1e-07, 0.000445, 0.0001, 0.907832, 1.09217, 
50920, 0.0921858, 1e-07, 0.000445, 0.0001, 0.907814, 1.09219, 
50930, 0.0922039, 1e-07, 0.000445, 0.0001, 0.907796, 1.0922, 
50940, 0.092222, 1e-07, 0.000445, 0.0001, 0.907778, 1.09222, 
50950, 0.0922401, 1e-07, 0.000445, 0.0001, 0.90776, 1.09224, 
50960, 0.0922582, 1e-07, 0.000445, 0.0001, 0.907742, 1.09226, 
50970, 0.0922763, 1e-07, 0.000445, 0.0001, 0.907724, 1.09228, 
50980, 0.0922944, 1e-07, 0.000445, 0.0001, 0.907706, 1.09229, 
50990, 0.0923125, 1e-07, 0.000445, 0.0001, 0.907688, 1.09231, 
51000, 0.0923306, 1e-07, 0.000445, 0.0001, 0.907669, 1.09233, 
51010, 0.0923487, 1e-07, 0.000445, 0.0001, 0.907651, 1.09235, 
51020, 0.0923668, 1e-07, 0.000445, 0.0001, 0.907633, 1.09237, 
51030, 0.0923849, 1e-07, 0.000445, 0.0001, 0.907615, 1.09238, 
51040, 0.092403, 1e-07, 0.000445, 0.0001, 0.907597, 1.0924, 
51050, 0.0924211, 1e-07, 0.000445, 0.0001, 0.907579, 1.09242, 
51060, 0.0924392, 1e-07, 0.000445, 0.0001, 0.907561, 1.09244, 
51070, 0.0924573, 1e-07, 0.000445, 0.0001, 0.907543, 1.09246, 
51080, 0.0924754, 1e-07, 0.000445, 0.0001, 0.907525, 1.09248, 
51090, 0.0924935, 1e-07, 0.000445, 0.0001, 0.907506, 1.09249, 
51100, 0.0925116, 1e-07, 0.000445, 0.0001, 0.907488, 1.09251, 
51110, 0.0925297, 1e-07, 0.000445, 0.0001, 0.90747, 1.09253, 
51120, 0.0925478, 1e-07, 0.000445, 0.0001, 0.907452, 1.09255, 
51130, 0.0925659, 1e-07, 0.000445, 0.0001, 0.907434, 1.09257, 
51140, 0.092584, 1e-07, 0.000445, 0.0001, 0.907416, 1.09258, 
51150, 0.0926021, 1e-07, 0.000445, 0.0001, 0.907398, 1.0926, 
51160, 0.0926202, 1e-07, 0.000445, 0.0001, 0.90738, 1.09262, 
51170, 0.0926383, 1e-07, 0.000445, 0.0001, 0.907362, 1.09264, 
51180, 0.0926564, 1e-07, 0.000445, 0.0001, 0.907344, 1.09266, 
51190, 0.0926745, 1e-07, 0.000445, 0.0001, 0.907325, 1.09267, 
51200, 0.0926926, 1e-07, 0.000445, 0.0001, 0.907307, 1.09269, 
51210, 0.0927107, 1e-07, 0.000445, 0.0001, 0.907289, 1.09271, 
51220, 0.0927288, 1e-07, 0.000445, 0.0001, 0.907271, 1.09273, 
51230, 0.0927469, 1e-07, 0.000445, 0.0001, 0.907253, 1.09275, 
51240, 0.0927651, 1e-07, 0.000445, 0.0001, 0.907235, 1.09277, 
51250, 0.0927832, 1e-07, 0.000445, 0.0001, 0.907217, 1.09278, 
51260, 0.0928013, 1e-07, 0.000445, 0.0001, 0.907199, 1.0928, 
51270, 0.0928194, 1e-07, 0.000445, 0.0001, 0.907181, 1.09282, 
51280, 0.0928375, 1e-07, 0.000445, 0.0001, 0.907163, 1.09284, 
51290, 0.0928556, 1e-07, 0.000445, 0.0001, 0.907144, 1.09286, 
51300, 0.0928737, 1e-07, 0.000445, 0.0001, 0.907126, 1.09287, 
51310, 0.0928918, 1e-07, 0.000445, 0.0001, 0.907108, 1.09289, 
51320, 0.0929099, 1e-07, 0.000445, 0.0001, 0.90709, 1.09291, 
51330, 0.092928, 1e-07, 0.000445, 0.0001, 0.907072, 1.09293, 
51340, 0.0929461, 1e-07, 0.000445, 0.0001, 0.907054, 1.09295, 
51350, 0.0929642, 1e-07, 0.000445, 0.0001, 0.907036, 1.09296, 
51360, 0.0929823, 1e-07, 0.000445, 0.0001, 0.907018, 1.09298, 
51370, 0.0930004, 1e-07, 0.000445, 0.0001, 0.907, 1.093, 
51380, 0.0930185, 1e-07, 0.000445, 0.0001, 0.906982, 1.09302, 
51390, 0.0930366, 1e-07, 0.000445, 0.0001, 0.906963, 1.09304, 
51400, 0.0930547, 1e-07, 0.000445, 0.0001, 0.906945, 1.09305, 
51410, 0.0930728, 1e-07, 0.000445, 0.0001, 0.906927, 1.09307, 
51420, 0.0930909, 1e-07, 0.000445, 0.0001, 0.906909, 1.09309, 
51430, 0.093109, 1e-07, 0.000445, 0.0001, 0.906891, 1.09311, 
51440, 0.0931271, 1e-07, 0.000445, 0.0001, 0.906873, 1.09313, 
51450, 0.0931452, 1e-07, 0.000445, 0.0001, 0.906855, 1.09315, 
51460, 0.0931633, 1e-07, 0.000445, 0.0001, 0.906837, 1.09316, 
51470, 0.0931814, 1e-07, 0.000445, 0.0001, 0.906819, 1.09318, 
51480, 0.0931995, 1e-07, 0.000445, 0.0001, 0.9068, 1.0932, 
51490, 0.0932176, 1e-07, 0.000445, 0.0001, 0.906782, 1.09322, 
51500, 0.0932357, 1e-07, 0.000445, 0.0001, 0.906764, 1.09324, 
51510, 0.0932538, 1e-07, 0.000445, 0.0001, 0.906746, 1.09325, 
51520, 0.0932719, 1e-07, 0.000445, 0.0001, 0.906728, 1.09327, 
51530, 0.09329, 1e-07, 0.000445, 0.0001, 0.90671, 1.09329, 
51540, 0.0933081, 1e-07, 0.000445, 0.0001, 0.906692, 1.09331, 
51550, 0.0933262, 1e-07, 0.000445, 0.0001, 0.906674, 1.09333, 
51560, 0.0933443, 1e-07, 0.000445, 0.0001, 0.906656, 1.09334, 
51570, 0.0933625, 1e-07, 0.000445, 0.0001, 0.906638, 1.09336, 
51580, 0.0933806, 1e-07, 0.000445, 0.0001, 0.906619, 1.09338, 
51590, 0.0933987, 1e-07, 0.000445, 0.0001, 0.906601, 1.0934, 
51600, 0.0934168, 1e-07, 0.000445, 0.0001, 0.906583, 1.09342, 
51610, 0.0934349, 1e-07, 0.000445, 0.0001, 0.906565, 1.09343, 
51620, 0.093453, 1e-07, 0.000445, 0.0001, 0.906547, 1.09345, 
51630, 0.0934711, 1e-07, 0.000445, 0.0001, 0.906529, 1.09347, 
51640, 0.0934892, 1e-07, 0.000445, 0.0001, 0.906511, 1.09349, 
51650, 0.0935073, 1e-07, 0.000445, 0.0001, 0.906493, 1.09351, 
51660, 0.0935254, 1e-07, 0.000445, 0.0001, 0.906475, 1.09353, 
51670, 0.0935435, 1e-07, 0.000445, 0.0001, 0.906457, 1.09354, 
51680, 0.0935616, 1e-07, 0.000445, 0.0001, 0.906438, 1.09356, 
51690, 0.0935797, 1e-07, 0.000445, 0.0001, 0.90642, 1.09358, 
51700, 0.0935978, 1e-07, 0.000445, 0.0001, 0.906402, 1.0936, 
51710, 0.0936159, 1e-07, 0.000445, 0.0001, 0.906384, 1.09362, 
51720, 0.093634, 1e-07, 0.000445, 0.0001, 0.906366, 1.09363, 
51730, 0.0936521, 1e-07, 0.000445, 0.0001, 0.906348, 1.09365, 
51740, 0.0936702, 1e-07, 0.000445, 0.0001, 0.90633, 1.09367, 
51750, 0.0936883, 1e-07, 0.000445, 0.0001, 0.906312, 1.09369, 
51760, 0.0937064, 1e-07, 0.000445, 0.0001, 0.906294, 1.09371, 
51770, 0.0937245, 1e-07, 0.000445, 0.0001, 0.906275, 1.09372, 
51780, 0.0937426, 1e-07, 0.000445, 0.0001, 0.906257, 1.09374, 
51790, 0.0937607, 1e-07, 0.000445, 0.0001, 0.906239, 1.09376, 
51800, 0.0937788, 1e-07, 0.000445, 0.0001, 0.906221, 1.09378, 
51810, 0.0937969, 1e-07, 0.000445, 0.0001, 0.906203, 1.0938, 
51820, 0.093815, 1e-07, 0.000445, 0.0001, 0.906185, 1.09382, 
51830, 0.0938331, 1e-07, 0.000445, 0.0001, 0.906167, 1.09383, 
51840, 0.0938512, 1e-07, 0.000445, 0.0001, 0.906149, 1.09385, 
51850, 0.0938693, 1e-07, 0.000445, 0.0001, 0.906131, 1.09387, 
51860, 0.0938874, 1e-07, 0.000445, 0.0001, 0.906113, 1.09389, 
51870, 0.0939055, 1e-07, 0.000445, 0.0001, 0.906094, 1.09391, 
51880, 0.0939236, 1e-07, 0.000445, 0.0001, 0.906076, 1.09392, 
51890, 0.0939418, 1e-07, 0.000445, 0.0001, 0.906058, 1.09394, 
51900, 0.0939599, 1e-07, 0.000445, 0.0001, 0.90604, 1.09396, 
51910, 0.093978, 1e-07, 0.000445, 0.0001, 0.906022, 1.09398, 
51920, 0.0939961, 1e-07, 0.000445, 0.0001, 0.906004, 1.094, 
51930, 0.0940142, 1e-07, 0.000445, 0.0001, 0.905986, 1.09401, 
51940, 0.0940323, 1e-07, 0.000445, 0.0001, 0.905968, 1.09403, 
51950, 0.0940504, 1e-07, 0.000445, 0.0001, 0.90595, 1.09405, 
51960, 0.0940685, 1e-07, 0.000445, 0.0001, 0.905932, 1.09407, 
51970, 0.0940866, 1e-07, 0.000445, 0.0001, 0.905913, 1.09409, 
51980, 0.0941047, 1e-07, 0.000445, 0.0001, 0.905895, 1.0941, 
51990, 0.0941228, 1e-07, 0.000445, 0.0001, 0.905877, 1.09412, 
52000, 0.0941409, 1e-07, 0.000445, 0.0001, 0.905859, 1.09414, 
52010, 0.094159, 1e-07, 0.000445, 0.0001, 0.905841, 1.09416, 
52020, 0.0941771, 1e-07, 0.000445, 0.0001, 0.905823, 1.09418, 
52030, 0.0941952, 1e-07, 0.000445, 0.0001, 0.905805, 1.0942, 
52040, 0.0942133, 1e-07, 0.000445, 0.0001, 0.905787, 1.09421, 
52050, 0.0942314, 1e-07, 0.000445, 0.0001, 0.905769, 1.09423, 
52060, 0.0942495, 1e-07, 0.000445, 0.0001, 0.90575, 1.09425, 
52070, 0.0942676, 1e-07, 0.000445, 0.0001, 0.905732, 1.09427, 
52080, 0.0942857, 1e-07, 0.000445, 0.0001, 0.905714, 1.09429, 
52090, 0.0943038, 1e-07, 0.000445, 0.0001, 0.905696, 1.0943, 
52100, 0.0943219, 1e-07, 0.000445, 0.0001, 0.905678, 1.09432, 
52110, 0.09434, 1e-07, 0.000445, 0.0001, 0.90566, 1.09434, 
52120, 0.0943581, 1e-07, 0.000445, 0.0001, 0.905642, 1.09436, 
52130, 0.0943762, 1e-07, 0.000445, 0.0001, 0.905624, 1.09438, 
52140, 0.0943943, 1e-07, 0.000445, 0.0001, 0.905606, 1.09439, 
52150, 0.0944124, 1e-07, 0.000445, 0.0001, 0.905588, 1.09441, 
52160, 0.0944305, 1e-07, 0.000445, 0.0001, 0.905569, 1.09443, 
52170, 0.0944486, 1e-07, 0.000445, 0.0001, 0.905551, 1.09445, 
52180, 0.0944667, 1e-07, 0.000445, 0.0001, 0.905533, 1.09447, 
52190, 0.0944848, 1e-07, 0.000445, 0.0001, 0.905515, 1.09448, 
52200, 0.0945029, 1e-07, 0.000445, 0.0001, 0.905497, 1.0945, 
52210, 0.094521, 1e-07, 0.000445, 0.0001, 0.905479, 1.09452, 
52220, 0.0945392, 1e-07, 0.000445, 0.0001, 0.905461, 1.09454, 
52230, 0.0945573, 1e-07, 0.000445, 0.0001, 0.905443, 1.09456, 
52240, 0.0945754, 1e-07, 0.000445, 0.0001, 0.905425, 1.09458, 
52250, 0.0945935, 1e-07, 0.000445, 0.0001, 0.905407, 1.09459, 
52260, 0.0946116, 1e-07, 0.000445, 0.0001, 0.905388, 1.09461, 
52270, 0.0946297, 1e-07, 0.000445, 0.0001, 0.90537, 1.09463, 
52280, 0.0946478, 1e-07, 0.000445, 0.0001, 0.905352, 1.09465, 
52290, 0.0946659, 1e-07, 0.000445, 0.0001, 0.905334, 1.09467, 
52300, 0.094684, 1e-07, 0.000445, 0.0001, 0.905316, 1.09468, 
52310, 0.0947021, 1e-07, 0.000445, 0.0001, 0.905298, 1.0947, 
52320, 0.0947202, 1e-07, 0.000445, 0.0001, 0.90528, 1.09472, 
52330, 0.0947383, 1e-07, 0.000445, 0.0001, 0.905262, 1.09474, 
52340, 0.0947564, 1e-07, 0.000445, 0.0001, 0.905244, 1.09476, 
52350, 0.0947745, 1e-07, 0.000445, 0.0001, 0.905226, 1.09477, 
52360, 0.0947926, 1e-07, 0.000445, 0.0001, 0.905207, 1.09479, 
52370, 0.0948107, 1e-07, 0.000445, 0.0001, 0.905189, 1.09481, 
