time, Ca, H_piu, HCO3_meno, CO2, CaSiO3, SiO2
0, 0, 1e-07, 0.000445, 0.0001, 1, 1, 
10, 1.81049e-05, 1e-07, 0.000445, 0.0001, 0.999982, 1.00002, 
20, 3.62098e-05, 1e-07, 0.000445, 0.0001, 0.999964, 1.00004, 
30, 5.43148e-05, 1e-07, 0.000445, 0.0001, 0.999946, 1.00005, 
40, 7.24197e-05, 1e-07, 0.000445, 0.0001, 0.999928, 1.00007, 
50, 9.05246e-05, 1e-07, 0.000445, 0.0001, 0.999909, 1.00009, 
60, 0.00010863, 1e-07, 0.000445, 0.0001, 0.999891, 1.00011, 
70, 0.000126734, 1e-07, 0.000445, 0.0001, 0.999873, 1.00013, 
80, 0.000144839, 1e-07, 0.000445, 0.0001, 0.999855, 1.00014, 
90, 0.000162944, 1e-07, 0.000445, 0.0001, 0.999837, 1.00016, 
100, 0.000181049, 1e-07, 0.000445, 0.0001, 0.999819, 1.00018, 
110, 0.000199154, 1e-07, 0.000445, 0.0001, 0.999801, 1.0002, 
120, 0.000217259, 1e-07, 0.000445, 0.0001, 0.999783, 1.00022, 
130, 0.000235364, 1e-07, 0.000445, 0.0001, 0.999765, 1.00024, 
140, 0.000253469, 1e-07, 0.000445, 0.0001, 0.999747, 1.00025, 
150, 0.000271574, 1e-07, 0.000445, 0.0001, 0.999728, 1.00027, 
160, 0.000289679, 1e-07, 0.000445, 0.0001, 0.99971, 1.00029, 
170, 0.000307784, 1e-07, 0.000445, 0.0001, 0.999692, 1.00031, 
180, 0.000325889, 1e-07, 0.000445, 0.0001, 0.999674, 1.00033, 
190, 0.000343993, 1e-07, 0.000445, 0.0001, 0.999656, 1.00034, 
200, 0.000362098, 1e-07, 0.000445, 0.0001, 0.999638, 1.00036, 
210, 0.000380203, 1e-07, 0.000445, 0.0001, 0.99962, 1.00038, 
220, 0.000398308, 1e-07, 0.000445, 0.0001, 0.999602, 1.0004, 
230, 0.000416413, 1e-07, 0.000445, 0.0001, 0.999584, 1.00042, 
240, 0.000434518, 1e-07, 0.000445, 0.0001, 0.999565, 1.00043, 
250, 0.000452623, 1e-07, 0.000445, 0.0001, 0.999547, 1.00045, 
260, 0.000470728, 1e-07, 0.000445, 0.0001, 0.999529, 1.00047, 
270, 0.000488833, 1e-07, 0.000445, 0.0001, 0.999511, 1.00049, 
280, 0.000506938, 1e-07, 0.000445, 0.0001, 0.999493, 1.00051, 
290, 0.000525043, 1e-07, 0.000445, 0.0001, 0.999475, 1.00053, 
300, 0.000543148, 1e-07, 0.000445, 0.0001, 0.999457, 1.00054, 
310, 0.000561252, 1e-07, 0.000445, 0.0001, 0.999439, 1.00056, 
320, 0.000579357, 1e-07, 0.000445, 0.0001, 0.999421, 1.00058, 
330, 0.000597462, 1e-07, 0.000445, 0.0001, 0.999403, 1.0006, 
340, 0.000615567, 1e-07, 0.000445, 0.0001, 0.999384, 1.00062, 
350, 0.000633672, 1e-07, 0.000445, 0.0001, 0.999366, 1.00063, 
360, 0.000651777, 1e-07, 0.000445, 0.0001, 0.999348, 1.00065, 
370, 0.000669882, 1e-07, 0.000445, 0.0001, 0.99933, 1.00067, 
380, 0.000687987, 1e-07, 0.000445, 0.0001, 0.999312, 1.00069, 
390, 0.000706092, 1e-07, 0.000445, 0.0001, 0.999294, 1.00071, 
400, 0.000724197, 1e-07, 0.000445, 0.0001, 0.999276, 1.00072, 
410, 0.000742302, 1e-07, 0.000445, 0.0001, 0.999258, 1.00074, 
420, 0.000760406, 1e-07, 0.000445, 0.0001, 0.99924, 1.00076, 
430, 0.000778511, 1e-07, 0.000445, 0.0001, 0.999221, 1.00078, 
440, 0.000796616, 1e-07, 0.000445, 0.0001, 0.999203, 1.0008, 
450, 0.000814721, 1e-07, 0.000445, 0.0001, 0.999185, 1.00081, 
460, 0.000832826, 1e-07, 0.000445, 0.0001, 0.999167, 1.00083, 
470, 0.000850931, 1e-07, 0.000445, 0.0001, 0.999149, 1.00085, 
480, 0.000869036, 1e-07, 0.000445, 0.0001, 0.999131, 1.00087, 
490, 0.000887141, 1e-07, 0.000445, 0.0001, 0.999113, 1.00089, 
500, 0.000905246, 1e-07, 0.000445, 0.0001, 0.999095, 1.00091, 
510, 0.000923351, 1e-07, 0.000445, 0.0001, 0.999077, 1.00092, 
520, 0.000941455, 1e-07, 0.000445, 0.0001, 0.999059, 1.00094, 
530, 0.00095956, 1e-07, 0.000445, 0.0001, 0.99904, 1.00096, 
540, 0.000977665, 1e-07, 0.000445, 0.0001, 0.999022, 1.00098, 
550, 0.00099577, 1e-07, 0.000445, 0.0001, 0.999004, 1.001, 
560, 0.00101388, 1e-07, 0.000445, 0.0001, 0.998986, 1.00101, 
570, 0.00103198, 1e-07, 0.000445, 0.0001, 0.998968, 1.00103, 
580, 0.00105008, 1e-07, 0.000445, 0.0001, 0.99895, 1.00105, 
590, 0.00106819, 1e-07, 0.000445, 0.0001, 0.998932, 1.00107, 
600, 0.00108629, 1e-07, 0.000445, 0.0001, 0.998914, 1.00109, 
610, 0.0011044, 1e-07, 0.000445, 0.0001, 0.998896, 1.0011, 
620, 0.0011225, 1e-07, 0.000445, 0.0001, 0.998877, 1.00112, 
630, 0.00114061, 1e-07, 0.000445, 0.0001, 0.998859, 1.00114, 
640, 0.00115871, 1e-07, 0.000445, 0.0001, 0.998841, 1.00116, 
650, 0.00117682, 1e-07, 0.000445, 0.0001, 0.998823, 1.00118, 
660, 0.00119492, 1e-07, 0.000445, 0.0001, 0.998805, 1.00119, 
670, 0.00121303, 1e-07, 0.000445, 0.0001, 0.998787, 1.00121, 
680, 0.00123113, 1e-07, 0.000445, 0.0001, 0.998769, 1.00123, 
690, 0.00124924, 1e-07, 0.000445, 0.0001, 0.998751, 1.00125, 
700, 0.00126734, 1e-07, 0.000445, 0.0001, 0.998733, 1.00127, 
710, 0.00128545, 1e-07, 0.000445, 0.0001, 0.998715, 1.00129, 
720, 0.00130355, 1e-07, 0.000445, 0.0001, 0.998696, 1.0013, 
730, 0.00132166, 1e-07, 0.000445, 0.0001, 0.998678, 1.00132, 
740, 0.00133976, 1e-07, 0.000445, 0.0001, 0.99866, 1.00134, 
750, 0.00135787, 1e-07, 0.000445, 0.0001, 0.998642, 1.00136, 
760, 0.00137597, 1e-07, 0.000445, 0.0001, 0.998624, 1.00138, 
770, 0.00139408, 1e-07, 0.000445, 0.0001, 0.998606, 1.00139, 
780, 0.00141218, 1e-07, 0.000445, 0.0001, 0.998588, 1.00141, 
790, 0.00143029, 1e-07, 0.000445, 0.0001, 0.99857, 1.00143, 
800, 0.00144839, 1e-07, 0.000445, 0.0001, 0.998552, 1.00145, 
810, 0.0014665, 1e-07, 0.000445, 0.0001, 0.998534, 1.00147, 
820, 0.0014846, 1e-07, 0.000445, 0.0001, 0.998515, 1.00148, 
830, 0.00150271, 1e-07, 0.000445, 0.0001, 0.998497, 1.0015, 
840, 0.00152081, 1e-07, 0.000445, 0.0001, 0.998479, 1.00152, 
850, 0.00153892, 1e-07, 0.000445, 0.0001, 0.998461, 1.00154, 
860, 0.00155702, 1e-07, 0.000445, 0.0001, 0.998443, 1.00156, 
870, 0.00157513, 1e-07, 0.000445, 0.0001, 0.998425, 1.00158, 
880, 0.00159323, 1e-07, 0.000445, 0.0001, 0.998407, 1.00159, 
890, 0.00161134, 1e-07, 0.000445, 0.0001, 0.998389, 1.00161, 
900, 0.00162944, 1e-07, 0.000445, 0.0001, 0.998371, 1.00163, 
910, 0.00164755, 1e-07, 0.000445, 0.0001, 0.998352, 1.00165, 
920, 0.00166565, 1e-07, 0.000445, 0.0001, 0.998334, 1.00167, 
930, 0.00168376, 1e-07, 0.000445, 0.0001, 0.998316, 1.00168, 
940, 0.00170186, 1e-07, 0.000445, 0.0001, 0.998298, 1.0017, 
950, 0.00171997, 1e-07, 0.000445, 0.0001, 0.99828, 1.00172, 
960, 0.00173807, 1e-07, 0.000445, 0.0001, 0.998262, 1.00174, 
970, 0.00175618, 1e-07, 0.000445, 0.0001, 0.998244, 1.00176, 
980, 0.00177428, 1e-07, 0.000445, 0.0001, 0.998226, 1.00177, 
990, 0.00179239, 1e-07, 0.000445, 0.0001, 0.998208, 1.00179, 
1000, 0.00181049, 1e-07, 0.000445, 0.0001, 0.99819, 1.00181, 
1010, 0.0018286, 1e-07, 0.000445, 0.0001, 0.998171, 1.00183, 
1020, 0.0018467, 1e-07, 0.000445, 0.0001, 0.998153, 1.00185, 
1030, 0.00186481, 1e-07, 0.000445, 0.0001, 0.998135, 1.00186, 
1040, 0.00188291, 1e-07, 0.000445, 0.0001, 0.998117, 1.00188, 
1050, 0.00190101, 1e-07, 0.000445, 0.0001, 0.998099, 1.0019, 
1060, 0.00191912, 1e-07, 0.000445, 0.0001, 0.998081, 1.00192, 
1070, 0.00193722, 1e-07, 0.000445, 0.0001, 0.998063, 1.00194, 
1080, 0.00195533, 1e-07, 0.000445, 0.0001, 0.998045, 1.00196, 
1090, 0.00197343, 1e-07, 0.000445, 0.0001, 0.998027, 1.00197, 
1100, 0.00199154, 1e-07, 0.000445, 0.0001, 0.998008, 1.00199, 
1110, 0.00200964, 1e-07, 0.000445, 0.0001, 0.99799, 1.00201, 
1120, 0.00202775, 1e-07, 0.000445, 0.0001, 0.997972, 1.00203, 
1130, 0.00204585, 1e-07, 0.000445, 0.0001, 0.997954, 1.00205, 
1140, 0.00206396, 1e-07, 0.000445, 0.0001, 0.997936, 1.00206, 
1150, 0.00208206, 1e-07, 0.000445, 0.0001, 0.997918, 1.00208, 
1160, 0.00210017, 1e-07, 0.000445, 0.0001, 0.9979, 1.0021, 
1170, 0.00211827, 1e-07, 0.000445, 0.0001, 0.997882, 1.00212, 
1180, 0.00213638, 1e-07, 0.000445, 0.0001, 0.997864, 1.00214, 
1190, 0.00215448, 1e-07, 0.000445, 0.0001, 0.997846, 1.00215, 
1200, 0.00217259, 1e-07, 0.000445, 0.0001, 0.997827, 1.00217, 
1210, 0.00219069, 1e-07, 0.000445, 0.0001, 0.997809, 1.00219, 
1220, 0.0022088, 1e-07, 0.000445, 0.0001, 0.997791, 1.00221, 
1230, 0.0022269, 1e-07, 0.000445, 0.0001, 0.997773, 1.00223, 
1240, 0.00224501, 1e-07, 0.000445, 0.0001, 0.997755, 1.00225, 
1250, 0.00226311, 1e-07, 0.000445, 0.0001, 0.997737, 1.00226, 
1260, 0.00228122, 1e-07, 0.000445, 0.0001, 0.997719, 1.00228, 
1270, 0.00229932, 1e-07, 0.000445, 0.0001, 0.997701, 1.0023, 
1280, 0.00231743, 1e-07, 0.000445, 0.0001, 0.997683, 1.00232, 
1290, 0.00233553, 1e-07, 0.000445, 0.0001, 0.997664, 1.00234, 
1300, 0.00235364, 1e-07, 0.000445, 0.0001, 0.997646, 1.00235, 
1310, 0.00237174, 1e-07, 0.000445, 0.0001, 0.997628, 1.00237, 
1320, 0.00238985, 1e-07, 0.000445, 0.0001, 0.99761, 1.00239, 
1330, 0.00240795, 1e-07, 0.000445, 0.0001, 0.997592, 1.00241, 
1340, 0.00242606, 1e-07, 0.000445, 0.0001, 0.997574, 1.00243, 
1350, 0.00244416, 1e-07, 0.000445, 0.0001, 0.997556, 1.00244, 
1360, 0.00246227, 1e-07, 0.000445, 0.0001, 0.997538, 1.00246, 
1370, 0.00248037, 1e-07, 0.000445, 0.0001, 0.99752, 1.00248, 
1380, 0.00249848, 1e-07, 0.000445, 0.0001, 0.997502, 1.0025, 
1390, 0.00251658, 1e-07, 0.000445, 0.0001, 0.997483, 1.00252, 
1400, 0.00253469, 1e-07, 0.000445, 0.0001, 0.997465, 1.00253, 
1410, 0.00255279, 1e-07, 0.000445, 0.0001, 0.997447, 1.00255, 
1420, 0.0025709, 1e-07, 0.000445, 0.0001, 0.997429, 1.00257, 
1430, 0.002589, 1e-07, 0.000445, 0.0001, 0.997411, 1.00259, 
1440, 0.00260711, 1e-07, 0.000445, 0.0001, 0.997393, 1.00261, 
1450, 0.00262521, 1e-07, 0.000445, 0.0001, 0.997375, 1.00263, 
1460, 0.00264332, 1e-07, 0.000445, 0.0001, 0.997357, 1.00264, 
1470, 0.00266142, 1e-07, 0.000445, 0.0001, 0.997339, 1.00266, 
1480, 0.00267952, 1e-07, 0.000445, 0.0001, 0.99732, 1.00268, 
1490, 0.00269763, 1e-07, 0.000445, 0.0001, 0.997302, 1.0027, 
1500, 0.00271573, 1e-07, 0.000445, 0.0001, 0.997284, 1.00272, 
1510, 0.00273384, 1e-07, 0.000445, 0.0001, 0.997266, 1.00273, 
1520, 0.00275194, 1e-07, 0.000445, 0.0001, 0.997248, 1.00275, 
1530, 0.00277005, 1e-07, 0.000445, 0.0001, 0.99723, 1.00277, 
1540, 0.00278815, 1e-07, 0.000445, 0.0001, 0.997212, 1.00279, 
1550, 0.00280626, 1e-07, 0.000445, 0.0001, 0.997194, 1.00281, 
1560, 0.00282436, 1e-07, 0.000445, 0.0001, 0.997176, 1.00282, 
1570, 0.00284247, 1e-07, 0.000445, 0.0001, 0.997158, 1.00284, 
1580, 0.00286057, 1e-07, 0.000445, 0.0001, 0.997139, 1.00286, 
1590, 0.00287868, 1e-07, 0.000445, 0.0001, 0.997121, 1.00288, 
1600, 0.00289678, 1e-07, 0.000445, 0.0001, 0.997103, 1.0029, 
1610, 0.00291489, 1e-07, 0.000445, 0.0001, 0.997085, 1.00291, 
1620, 0.00293299, 1e-07, 0.000445, 0.0001, 0.997067, 1.00293, 
1630, 0.0029511, 1e-07, 0.000445, 0.0001, 0.997049, 1.00295, 
1640, 0.0029692, 1e-07, 0.000445, 0.0001, 0.997031, 1.00297, 
1650, 0.00298731, 1e-07, 0.000445, 0.0001, 0.997013, 1.00299, 
1660, 0.00300541, 1e-07, 0.000445, 0.0001, 0.996995, 1.00301, 
1670, 0.00302352, 1e-07, 0.000445, 0.0001, 0.996976, 1.00302, 
1680, 0.00304162, 1e-07, 0.000445, 0.0001, 0.996958, 1.00304, 
1690, 0.00305973, 1e-07, 0.000445, 0.0001, 0.99694, 1.00306, 
1700, 0.00307783, 1e-07, 0.000445, 0.0001, 0.996922, 1.00308, 
1710, 0.00309594, 1e-07, 0.000445, 0.0001, 0.996904, 1.0031, 
1720, 0.00311404, 1e-07, 0.000445, 0.0001, 0.996886, 1.00311, 
1730, 0.00313215, 1e-07, 0.000445, 0.0001, 0.996868, 1.00313, 
1740, 0.00315025, 1e-07, 0.000445, 0.0001, 0.99685, 1.00315, 
1750, 0.00316836, 1e-07, 0.000445, 0.0001, 0.996832, 1.00317, 
1760, 0.00318646, 1e-07, 0.000445, 0.0001, 0.996814, 1.00319, 
1770, 0.00320457, 1e-07, 0.000445, 0.0001, 0.996795, 1.0032, 
1780, 0.00322267, 1e-07, 0.000445, 0.0001, 0.996777, 1.00322, 
1790, 0.00324078, 1e-07, 0.000445, 0.0001, 0.996759, 1.00324, 
1800, 0.00325888, 1e-07, 0.000445, 0.0001, 0.996741, 1.00326, 
1810, 0.00327699, 1e-07, 0.000445, 0.0001, 0.996723, 1.00328, 
1820, 0.00329509, 1e-07, 0.000445, 0.0001, 0.996705, 1.0033, 
1830, 0.0033132, 1e-07, 0.000445, 0.0001, 0.996687, 1.00331, 
1840, 0.0033313, 1e-07, 0.000445, 0.0001, 0.996669, 1.00333, 
1850, 0.0033494, 1e-07, 0.000445, 0.0001, 0.996651, 1.00335, 
1860, 0.00336751, 1e-07, 0.000445, 0.0001, 0.996632, 1.00337, 
1870, 0.00338561, 1e-07, 0.000445, 0.0001, 0.996614, 1.00339, 
1880, 0.00340372, 1e-07, 0.000445, 0.0001, 0.996596, 1.0034, 
1890, 0.00342182, 1e-07, 0.000445, 0.0001, 0.996578, 1.00342, 
1900, 0.00343993, 1e-07, 0.000445, 0.0001, 0.99656, 1.00344, 
1910, 0.00345803, 1e-07, 0.000445, 0.0001, 0.996542, 1.00346, 
1920, 0.00347614, 1e-07, 0.000445, 0.0001, 0.996524, 1.00348, 
1930, 0.00349424, 1e-07, 0.000445, 0.0001, 0.996506, 1.00349, 
1940, 0.00351235, 1e-07, 0.000445, 0.0001, 0.996488, 1.00351, 
1950, 0.00353045, 1e-07, 0.000445, 0.0001, 0.99647, 1.00353, 
1960, 0.00354856, 1e-07, 0.000445, 0.0001, 0.996451, 1.00355, 
1970, 0.00356666, 1e-07, 0.000445, 0.0001, 0.996433, 1.00357, 
1980, 0.00358477, 1e-07, 0.000445, 0.0001, 0.996415, 1.00358, 
1990, 0.00360287, 1e-07, 0.000445, 0.0001, 0.996397, 1.0036, 
2000, 0.00362098, 1e-07, 0.000445, 0.0001, 0.996379, 1.00362, 
2010, 0.00363908, 1e-07, 0.000445, 0.0001, 0.996361, 1.00364, 
2020, 0.00365719, 1e-07, 0.000445, 0.0001, 0.996343, 1.00366, 
2030, 0.00367529, 1e-07, 0.000445, 0.0001, 0.996325, 1.00368, 
2040, 0.0036934, 1e-07, 0.000445, 0.0001, 0.996307, 1.00369, 
2050, 0.0037115, 1e-07, 0.000445, 0.0001, 0.996288, 1.00371, 
2060, 0.00372961, 1e-07, 0.000445, 0.0001, 0.99627, 1.00373, 
2070, 0.00374771, 1e-07, 0.000445, 0.0001, 0.996252, 1.00375, 
2080, 0.00376582, 1e-07, 0.000445, 0.0001, 0.996234, 1.00377, 
2090, 0.00378392, 1e-07, 0.000445, 0.0001, 0.996216, 1.00378, 
2100, 0.00380203, 1e-07, 0.000445, 0.0001, 0.996198, 1.0038, 
2110, 0.00382013, 1e-07, 0.000445, 0.0001, 0.99618, 1.00382, 
2120, 0.00383824, 1e-07, 0.000445, 0.0001, 0.996162, 1.00384, 
2130, 0.00385634, 1e-07, 0.000445, 0.0001, 0.996144, 1.00386, 
2140, 0.00387445, 1e-07, 0.000445, 0.0001, 0.996126, 1.00387, 
2150, 0.00389255, 1e-07, 0.000445, 0.0001, 0.996107, 1.00389, 
2160, 0.00391066, 1e-07, 0.000445, 0.0001, 0.996089, 1.00391, 
2170, 0.00392876, 1e-07, 0.000445, 0.0001, 0.996071, 1.00393, 
2180, 0.00394687, 1e-07, 0.000445, 0.0001, 0.996053, 1.00395, 
2190, 0.00396497, 1e-07, 0.000445, 0.0001, 0.996035, 1.00396, 
2200, 0.00398307, 1e-07, 0.000445, 0.0001, 0.996017, 1.00398, 
2210, 0.00400118, 1e-07, 0.000445, 0.0001, 0.995999, 1.004, 
2220, 0.00401928, 1e-07, 0.000445, 0.0001, 0.995981, 1.00402, 
2230, 0.00403739, 1e-07, 0.000445, 0.0001, 0.995963, 1.00404, 
2240, 0.00405549, 1e-07, 0.000445, 0.0001, 0.995945, 1.00406, 
2250, 0.0040736, 1e-07, 0.000445, 0.0001, 0.995926, 1.00407, 
2260, 0.0040917, 1e-07, 0.000445, 0.0001, 0.995908, 1.00409, 
2270, 0.00410981, 1e-07, 0.000445, 0.0001, 0.99589, 1.00411, 
2280, 0.00412791, 1e-07, 0.000445, 0.0001, 0.995872, 1.00413, 
2290, 0.00414602, 1e-07, 0.000445, 0.0001, 0.995854, 1.00415, 
2300, 0.00416412, 1e-07, 0.000445, 0.0001, 0.995836, 1.00416, 
2310, 0.00418223, 1e-07, 0.000445, 0.0001, 0.995818, 1.00418, 
2320, 0.00420033, 1e-07, 0.000445, 0.0001, 0.9958, 1.0042, 
2330, 0.00421844, 1e-07, 0.000445, 0.0001, 0.995782, 1.00422, 
2340, 0.00423654, 1e-07, 0.000445, 0.0001, 0.995763, 1.00424, 
2350, 0.00425465, 1e-07, 0.000445, 0.0001, 0.995745, 1.00425, 
2360, 0.00427275, 1e-07, 0.000445, 0.0001, 0.995727, 1.00427, 
2370, 0.00429086, 1e-07, 0.000445, 0.0001, 0.995709, 1.00429, 
2380, 0.00430896, 1e-07, 0.000445, 0.0001, 0.995691, 1.00431, 
2390, 0.00432707, 1e-07, 0.000445, 0.0001, 0.995673, 1.00433, 
2400, 0.00434517, 1e-07, 0.000445, 0.0001, 0.995655, 1.00435, 
2410, 0.00436328, 1e-07, 0.000445, 0.0001, 0.995637, 1.00436, 
2420, 0.00438138, 1e-07, 0.000445, 0.0001, 0.995619, 1.00438, 
2430, 0.00439949, 1e-07, 0.000445, 0.0001, 0.995601, 1.0044, 
2440, 0.00441759, 1e-07, 0.000445, 0.0001, 0.995582, 1.00442, 
2450, 0.0044357, 1e-07, 0.000445, 0.0001, 0.995564, 1.00444, 
2460, 0.0044538, 1e-07, 0.000445, 0.0001, 0.995546, 1.00445, 
2470, 0.00447191, 1e-07, 0.000445, 0.0001, 0.995528, 1.00447, 
2480, 0.00449001, 1e-07, 0.000445, 0.0001, 0.99551, 1.00449, 
2490, 0.00450812, 1e-07, 0.000445, 0.0001, 0.995492, 1.00451, 
2500, 0.00452622, 1e-07, 0.000445, 0.0001, 0.995474, 1.00453, 
2510, 0.00454433, 1e-07, 0.000445, 0.0001, 0.995456, 1.00454, 
2520, 0.00456243, 1e-07, 0.000445, 0.0001, 0.995438, 1.00456, 
2530, 0.00458053, 1e-07, 0.000445, 0.0001, 0.995419, 1.00458, 
2540, 0.00459864, 1e-07, 0.000445, 0.0001, 0.995401, 1.0046, 
2550, 0.00461674, 1e-07, 0.000445, 0.0001, 0.995383, 1.00462, 
2560, 0.00463485, 1e-07, 0.000445, 0.0001, 0.995365, 1.00463, 
2570, 0.00465295, 1e-07, 0.000445, 0.0001, 0.995347, 1.00465, 
2580, 0.00467106, 1e-07, 0.000445, 0.0001, 0.995329, 1.00467, 
2590, 0.00468916, 1e-07, 0.000445, 0.0001, 0.995311, 1.00469, 
2600, 0.00470727, 1e-07, 0.000445, 0.0001, 0.995293, 1.00471, 
2610, 0.00472537, 1e-07, 0.000445, 0.0001, 0.995275, 1.00473, 
2620, 0.00474348, 1e-07, 0.000445, 0.0001, 0.995257, 1.00474, 
2630, 0.00476158, 1e-07, 0.000445, 0.0001, 0.995238, 1.00476, 
2640, 0.00477969, 1e-07, 0.000445, 0.0001, 0.99522, 1.00478, 
2650, 0.00479779, 1e-07, 0.000445, 0.0001, 0.995202, 1.0048, 
2660, 0.0048159, 1e-07, 0.000445, 0.0001, 0.995184, 1.00482, 
2670, 0.004834, 1e-07, 0.000445, 0.0001, 0.995166, 1.00483, 
2680, 0.00485211, 1e-07, 0.000445, 0.0001, 0.995148, 1.00485, 
2690, 0.00487021, 1e-07, 0.000445, 0.0001, 0.99513, 1.00487, 
2700, 0.00488832, 1e-07, 0.000445, 0.0001, 0.995112, 1.00489, 
2710, 0.00490642, 1e-07, 0.000445, 0.0001, 0.995094, 1.00491, 
2720, 0.00492453, 1e-07, 0.000445, 0.0001, 0.995075, 1.00492, 
2730, 0.00494263, 1e-07, 0.000445, 0.0001, 0.995057, 1.00494, 
2740, 0.00496074, 1e-07, 0.000445, 0.0001, 0.995039, 1.00496, 
2750, 0.00497884, 1e-07, 0.000445, 0.0001, 0.995021, 1.00498, 
2760, 0.00499695, 1e-07, 0.000445, 0.0001, 0.995003, 1.005, 
2770, 0.00501505, 1e-07, 0.000445, 0.0001, 0.994985, 1.00502, 
2780, 0.00503316, 1e-07, 0.000445, 0.0001, 0.994967, 1.00503, 
2790, 0.00505126, 1e-07, 0.000445, 0.0001, 0.994949, 1.00505, 
2800, 0.00506937, 1e-07, 0.000445, 0.0001, 0.994931, 1.00507, 
2810, 0.00508747, 1e-07, 0.000445, 0.0001, 0.994913, 1.00509, 
2820, 0.00510557, 1e-07, 0.000445, 0.0001, 0.994894, 1.00511, 
2830, 0.00512368, 1e-07, 0.000445, 0.0001, 0.994876, 1.00512, 
2840, 0.00514178, 1e-07, 0.000445, 0.0001, 0.994858, 1.00514, 
2850, 0.00515989, 1e-07, 0.000445, 0.0001, 0.99484, 1.00516, 
2860, 0.00517799, 1e-07, 0.000445, 0.0001, 0.994822, 1.00518, 
2870, 0.0051961, 1e-07, 0.000445, 0.0001, 0.994804, 1.0052, 
2880, 0.0052142, 1e-07, 0.000445, 0.0001, 0.994786, 1.00521, 
2890, 0.00523231, 1e-07, 0.000445, 0.0001, 0.994768, 1.00523, 
2900, 0.00525041, 1e-07, 0.000445, 0.0001, 0.99475, 1.00525, 
2910, 0.00526852, 1e-07, 0.000445, 0.0001, 0.994731, 1.00527, 
2920, 0.00528662, 1e-07, 0.000445, 0.0001, 0.994713, 1.00529, 
2930, 0.00530473, 1e-07, 0.000445, 0.0001, 0.994695, 1.0053, 
2940, 0.00532283, 1e-07, 0.000445, 0.0001, 0.994677, 1.00532, 
2950, 0.00534094, 1e-07, 0.000445, 0.0001, 0.994659, 1.00534, 
2960, 0.00535904, 1e-07, 0.000445, 0.0001, 0.994641, 1.00536, 
2970, 0.00537715, 1e-07, 0.000445, 0.0001, 0.994623, 1.00538, 
2980, 0.00539525, 1e-07, 0.000445, 0.0001, 0.994605, 1.0054, 
2990, 0.00541336, 1e-07, 0.000445, 0.0001, 0.994587, 1.00541, 
3000, 0.00543146, 1e-07, 0.000445, 0.0001, 0.994569, 1.00543, 
3010, 0.00544957, 1e-07, 0.000445, 0.0001, 0.99455, 1.00545, 
3020, 0.00546767, 1e-07, 0.000445, 0.0001, 0.994532, 1.00547, 
3030, 0.00548578, 1e-07, 0.000445, 0.0001, 0.994514, 1.00549, 
3040, 0.00550388, 1e-07, 0.000445, 0.0001, 0.994496, 1.0055, 
3050, 0.00552199, 1e-07, 0.000445, 0.0001, 0.994478, 1.00552, 
3060, 0.00554009, 1e-07, 0.000445, 0.0001, 0.99446, 1.00554, 
3070, 0.0055582, 1e-07, 0.000445, 0.0001, 0.994442, 1.00556, 
3080, 0.0055763, 1e-07, 0.000445, 0.0001, 0.994424, 1.00558, 
3090, 0.00559441, 1e-07, 0.000445, 0.0001, 0.994406, 1.00559, 
3100, 0.00561251, 1e-07, 0.000445, 0.0001, 0.994387, 1.00561, 
3110, 0.00563061, 1e-07, 0.000445, 0.0001, 0.994369, 1.00563, 
3120, 0.00564872, 1e-07, 0.000445, 0.0001, 0.994351, 1.00565, 
3130, 0.00566682, 1e-07, 0.000445, 0.0001, 0.994333, 1.00567, 
3140, 0.00568493, 1e-07, 0.000445, 0.0001, 0.994315, 1.00568, 
3150, 0.00570303, 1e-07, 0.000445, 0.0001, 0.994297, 1.0057, 
3160, 0.00572114, 1e-07, 0.000445, 0.0001, 0.994279, 1.00572, 
3170, 0.00573924, 1e-07, 0.000445, 0.0001, 0.994261, 1.00574, 
3180, 0.00575735, 1e-07, 0.000445, 0.0001, 0.994243, 1.00576, 
3190, 0.00577545, 1e-07, 0.000445, 0.0001, 0.994225, 1.00578, 
3200, 0.00579356, 1e-07, 0.000445, 0.0001, 0.994206, 1.00579, 
3210, 0.00581166, 1e-07, 0.000445, 0.0001, 0.994188, 1.00581, 
3220, 0.00582977, 1e-07, 0.000445, 0.0001, 0.99417, 1.00583, 
3230, 0.00584787, 1e-07, 0.000445, 0.0001, 0.994152, 1.00585, 
3240, 0.00586598, 1e-07, 0.000445, 0.0001, 0.994134, 1.00587, 
3250, 0.00588408, 1e-07, 0.000445, 0.0001, 0.994116, 1.00588, 
3260, 0.00590219, 1e-07, 0.000445, 0.0001, 0.994098, 1.0059, 
3270, 0.00592029, 1e-07, 0.000445, 0.0001, 0.99408, 1.00592, 
3280, 0.0059384, 1e-07, 0.000445, 0.0001, 0.994062, 1.00594, 
3290, 0.0059565, 1e-07, 0.000445, 0.0001, 0.994043, 1.00596, 
3300, 0.00597461, 1e-07, 0.000445, 0.0001, 0.994025, 1.00597, 
3310, 0.00599271, 1e-07, 0.000445, 0.0001, 0.994007, 1.00599, 
3320, 0.00601082, 1e-07, 0.000445, 0.0001, 0.993989, 1.00601, 
3330, 0.00602892, 1e-07, 0.000445, 0.0001, 0.993971, 1.00603, 
3340, 0.00604703, 1e-07, 0.000445, 0.0001, 0.993953, 1.00605, 
