space, Nx=20
0, 0.0990983
0.05, 0.114549
0.1, 0.155
0.15, 0.205
0.2, 0.245451
0.25, 0.260902
0.3, 0.245451
0.35, 0.205
0.4, 0.155
0.45, 0.114549
0.5, 0.0990983
0.55, 0.114549
0.6, 0.155
0.65, 0.205
0.7, 0.245451
0.75, 0.260902
0.8, 0.245451
0.85, 0.205
0.9, 0.155
0.95, 0.114549
1, 0.0990983
