space, Nx=10
0, 0.0949349
0.1, 0.153713
0.2, 0.248819
0.3, 0.248819
0.4, 0.153713
0.5, 0.0949349
0.6, 0.153713
0.7, 0.248819
0.8, 0.248819
0.9, 0.153713
1, 0.0949349
