space, Nx=20
0.025, 973938
0.075, 914580
0.125, 836284
0.175, 734580
0.225, 613938
0.275, 486062
0.325, 365420
0.375, 263716
0.425, 185420
0.475, 126062
0.525, 73937.9
0.575, 14579.9
0.625, -63715.8
0.675, -165420
0.725, -286062
0.775, -413938
0.825, -534580
0.875, -636284
0.925, -714580
0.975, -773938
